N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002251 	 1.0008542 	 1.1027 	 0.983 	 7.113
0.0220657 	 1.1832722 	 12.0197 	 0.960 	 35.141
0.0428534 	 1.2260030 	 22.5646 	 0.998 	 47.979
0.0625705 	 1.3034830 	 33.1979 	 1.006 	 51.556
0.0812926 	 1.3960347 	 43.7511 	 1.008 	 52.634
0.0990933 	 1.4966947 	 53.7185 	 1.010 	 53.137
0.1160480 	 1.6044306 	 63.7283 	 1.011 	 53.365
0.1322271 	 1.7183623 	 74.6319 	 1.013 	 53.470
0.1476762 	 1.8364863 	 85.0978 	 1.014 	 53.567
0.1624245 	 1.9620701 	 95.1881 	 1.016 	 53.579
0.1765481 	 2.0920151 	 106.6533 	 1.018 	 53.550
0.1900813 	 2.2269809 	 117.0831 	 1.021 	 53.541
0.2030609 	 2.3659361 	 126.2551 	 1.023 	 53.514
0.2155164 	 2.5091694 	 137.1496 	 1.025 	 53.491
0.2274774 	 2.6570982 	 147.4056 	 1.028 	 53.465
0.2389852 	 2.8085248 	 157.0183 	 1.029 	 53.454
0.2500697 	 2.9653329 	 167.1726 	 1.031 	 53.446
0.2607541 	 3.1255263 	 178.1120 	 1.033 	 53.403
0.2710515 	 3.2928347 	 189.7963 	 1.035 	 53.442
0.2809783 	 3.4599148 	 198.4048 	 1.036 	 53.381
0.2905732 	 3.6339399 	 208.1554 	 1.039 	 53.399
0.2998461 	 3.8121388 	 220.6964 	 1.040 	 53.391
0.3088174 	 3.9922472 	 230.9422 	 1.043 	 53.359
0.3174963 	 4.1797087 	 242.6021 	 1.044 	 53.357
0.3259004 	 4.3698337 	 253.1776 	 1.047 	 53.358
0.3340394 	 4.5633154 	 262.3945 	 1.048 	 53.333
0.3419286 	 4.7610993 	 271.1141 	 1.050 	 53.306
0.3495814 	 4.9633575 	 282.3560 	 1.052 	 53.295
0.3570162 	 5.1718142 	 291.4049 	 1.054 	 53.300
0.3642338 	 5.3797799 	 299.5641 	 1.056 	 53.276
0.3712429 	 5.5936573 	 307.6467 	 1.058 	 53.257
0.3780592 	 5.8120079 	 318.6631 	 1.061 	 53.243
0.3846845 	 6.0349043 	 329.0081 	 1.062 	 53.243
0.3911304 	 6.2622397 	 336.3550 	 1.064 	 53.230
0.3974040 	 6.4903166 	 347.0145 	 1.065 	 53.204
0.4035089 	 6.7254437 	 356.7891 	 1.067 	 53.196
0.4094593 	 6.9622033 	 367.7459 	 1.069 	 53.167
0.4152540 	 7.2033074 	 378.5891 	 1.071 	 53.165
0.4209078 	 7.4496523 	 389.2393 	 1.072 	 53.159
0.4264135 	 7.6987165 	 402.2398 	 1.073 	 53.156
0.4317924 	 7.9515905 	 410.4354 	 1.075 	 53.116
0.4370373 	 8.2095120 	 421.2433 	 1.075 	 53.114
0.4421582 	 8.4682521 	 431.3336 	 1.076 	 53.080
0.4471558 	 8.7356949 	 443.7050 	 1.078 	 53.097
0.4520422 	 9.0036160 	 455.5658 	 1.079 	 53.096
0.4568179 	 9.2741019 	 464.5493 	 1.080 	 53.059
0.4614848 	 9.5456185 	 476.8815 	 1.081 	 53.035
0.4660451 	 9.8318881 	 485.8334 	 1.082 	 53.049
0.4705032 	 10.1127969 	 496.8858 	 1.084 	 53.026
0.4748678 	 10.4024214 	 509.8165 	 1.084 	 53.020
0.4791387 	 10.6936988 	 520.8815 	 1.086 	 53.006
0.4833220 	 10.9886372 	 531.6347 	 1.087 	 53.013
0.4874189 	 11.2844931 	 544.9171 	 1.088 	 52.990
0.4914267 	 11.5839389 	 551.6667 	 1.089 	 52.974
0.4953556 	 11.8956595 	 566.9844 	 1.090 	 52.977
0.4992057 	 12.2000896 	 581.2994 	 1.090 	 52.949
0.5029765 	 12.5152747 	 592.9514 	 1.090 	 52.940
0.5066738 	 12.8349348 	 605.8186 	 1.090 	 52.930
0.5102958 	 13.1550618 	 619.1878 	 1.091 	 52.921
0.5138511 	 13.4826422 	 633.6106 	 1.091 	 52.913
0.5173375 	 13.8069042 	 649.8583 	 1.091 	 52.910
0.5207564 	 14.1425469 	 660.0304 	 1.092 	 52.892
0.5241136 	 14.4833373 	 672.9025 	 1.091 	 52.895
0.5274058 	 14.8220478 	 682.8356 	 1.091 	 52.892
0.5306380 	 15.1680599 	 698.4241 	 1.091 	 52.854
0.5338115 	 15.5226036 	 713.2670 	 1.092 	 52.862
0.5369258 	 15.8626387 	 731.4604 	 1.091 	 52.834
0.5399864 	 16.2232140 	 755.6430 	 1.091 	 52.841
0.5429896 	 16.5886460 	 786.6533 	 1.091 	 52.842
0.5459411 	 16.9523677 	 820.3077 	 1.089 	 52.825
0.5488422 	 17.3231600 	 862.6658 	 1.090 	 52.824
0.5516923 	 17.6932351 	 919.8451 	 1.090 	 52.820
0.5544941 	 18.0710440 	 985.7033 	 1.088 	 52.816
0.5572449 	 18.4555440 	 1079.2307 	 1.087 	 52.794
0.5599500 	 18.8466381 	 1199.8562 	 1.087 	 52.793
0.5626082 	 19.2382825 	 1377.9921 	 1.087 	 52.803
0.5652215 	 19.6553446 	 1616.0495 	 1.087 	 52.817
0.5677884 	 20.0613914 	 1969.8966 	 1.087 	 52.803
0.5703133 	 20.4843890 	 2439.5918 	 1.087 	 52.792
0.5727922 	 20.9192948 	 3086.8251 	 1.086 	 52.813
0.5752287 	 21.3673737 	 3947.0465 	 1.085 	 52.796
0.5776204 	 21.8448887 	 5018.2980 	 1.084 	 52.774
0.5799688 	 22.3295915 	 6563.3130 	 1.084 	 52.800
0.5822718 	 22.8408257 	 8569.6160 	 1.082 	 52.798
0.5845280 	 23.3615911 	 11313.2715 	 1.078 	 52.791
0.5867395 	 23.9127299 	 15034.3023 	 1.075 	 52.806
0.5889065 	 24.4754480 	 19696.8704 	 1.071 	 52.802
0.5910257 	 25.0850736 	 25790.9548 	 1.067 	 52.813
0.5931017 	 25.7148593 	 33044.8011 	 1.062 	 52.793
0.5951300 	 26.3783969 	 42822.5134 	 1.058 	 52.817
0.5971123 	 27.0801691 	 53456.9331 	 1.052 	 52.798
0.5990456 	 27.8082756 	 65197.9572 	 1.048 	 52.809
0.6009306 	 28.5818895 	 79698.4189 	 1.043 	 52.800
0.6027707 	 29.3798119 	 95597.1004 	 1.040 	 52.770
0.6045627 	 30.2354539 	 112166.2239 	 1.036 	 52.773
0.6063075 	 31.1233230 	 128443.3137 	 1.034 	 52.748
0.6080045 	 32.0562617 	 147632.5457 	 1.032 	 52.752
0.6096546 	 33.0120280 	 165182.7967 	 1.030 	 52.711
0.6112597 	 34.0200036 	 182818.4349 	 1.029 	 52.687
0.6128204 	 35.0764532 	 199720.7602 	 1.028 	 52.701
0.6143362 	 36.1603366 	 215549.7040 	 1.028 	 52.674
0.6158078 	 37.3014896 	 229508.7146 	 1.028 	 52.687
0.6172368 	 38.4764115 	 244072.4561 	 1.029 	 52.676
0.6186245 	 39.6838670 	 255190.7891 	 1.030 	 52.663
0.6199710 	 40.9254814 	 264246.4367 	 1.032 	 52.644
