N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002267 	 1.0008595 	 1.1027 	 0.998 	 7.113
0.0220584 	 1.1833060 	 12.0753 	 0.960 	 35.128
0.0428622 	 1.2259544 	 22.6330 	 0.998 	 47.975
0.0625932 	 1.3035721 	 33.1006 	 1.006 	 51.530
0.0812887 	 1.3959988 	 43.7081 	 1.008 	 52.629
0.0990930 	 1.4967425 	 54.3373 	 1.009 	 53.131
0.1160521 	 1.6045288 	 64.9203 	 1.012 	 53.375
0.1322275 	 1.7182682 	 75.2125 	 1.014 	 53.461
0.1476701 	 1.8363536 	 85.5829 	 1.014 	 53.581
0.1624255 	 1.9621970 	 96.0971 	 1.017 	 53.582
0.1765489 	 2.0920803 	 106.4052 	 1.019 	 53.555
0.1900793 	 2.2266567 	 116.6550 	 1.021 	 53.530
0.2030631 	 2.3660960 	 126.1605 	 1.023 	 53.503
0.2155176 	 2.5091464 	 136.6549 	 1.025 	 53.492
0.2274886 	 2.6570191 	 146.8482 	 1.028 	 53.469
0.2389950 	 2.8096830 	 156.5656 	 1.029 	 53.481
0.2500761 	 2.9663541 	 167.5011 	 1.031 	 53.470
0.2607571 	 3.1263667 	 177.7325 	 1.033 	 53.428
0.2710444 	 3.2913790 	 187.8531 	 1.034 	 53.411
0.2809792 	 3.4609840 	 196.9934 	 1.036 	 53.417
0.2905710 	 3.6344655 	 207.7257 	 1.039 	 53.405
0.2998391 	 3.8117012 	 218.5496 	 1.041 	 53.379
0.3088019 	 3.9938791 	 228.4863 	 1.043 	 53.369
0.3174794 	 4.1785329 	 240.2369 	 1.044 	 53.344
0.3258794 	 4.3695235 	 252.0511 	 1.047 	 53.360
0.3340181 	 4.5636048 	 261.7784 	 1.049 	 53.334
0.3419159 	 4.7609303 	 272.7013 	 1.050 	 53.302
0.3495646 	 4.9612430 	 282.1075 	 1.052 	 53.283
0.3569924 	 5.1697556 	 291.3029 	 1.054 	 53.290
0.3642050 	 5.3801085 	 305.8185 	 1.057 	 53.272
0.3712091 	 5.5936468 	 318.8290 	 1.058 	 53.252
0.3780244 	 5.8119399 	 326.2605 	 1.060 	 53.247
0.3846501 	 6.0333831 	 335.4920 	 1.062 	 53.218
0.3910936 	 6.2590787 	 347.3473 	 1.063 	 53.217
0.3973667 	 6.4906812 	 357.1391 	 1.064 	 53.219
0.4034739 	 6.7230177 	 369.2088 	 1.066 	 53.198
0.4094271 	 6.9616764 	 380.7356 	 1.068 	 53.168
0.4152206 	 7.2038011 	 392.1309 	 1.070 	 53.166
0.4208690 	 7.4481229 	 403.1397 	 1.072 	 53.167
0.4263825 	 7.6979531 	 414.7558 	 1.073 	 53.139
0.4317559 	 7.9491939 	 424.9569 	 1.074 	 53.111
0.4369992 	 8.2090313 	 434.5439 	 1.076 	 53.128
0.4421211 	 8.4690043 	 444.8378 	 1.076 	 53.088
0.4471278 	 8.7336142 	 455.6496 	 1.077 	 53.086
0.4520149 	 9.0011199 	 467.3902 	 1.078 	 53.082
0.4567903 	 9.2726220 	 478.2650 	 1.080 	 53.074
0.4614551 	 9.5505339 	 489.8661 	 1.081 	 53.049
0.4660184 	 9.8287130 	 498.2716 	 1.083 	 53.052
0.4704822 	 10.1128356 	 509.5454 	 1.083 	 53.035
0.4748462 	 10.4020881 	 520.0618 	 1.085 	 53.026
0.4791141 	 10.6887052 	 529.5430 	 1.086 	 52.997
0.4832951 	 10.9854322 	 539.3613 	 1.085 	 53.017
0.4873920 	 11.2805732 	 553.0610 	 1.088 	 52.987
0.4914034 	 11.5865350 	 563.8064 	 1.088 	 52.992
0.4953320 	 11.8919940 	 578.5602 	 1.089 	 52.978
0.4991814 	 12.2012288 	 591.1229 	 1.089 	 52.951
0.5029548 	 12.5108716 	 606.1203 	 1.090 	 52.937
0.5066520 	 12.8315929 	 620.3836 	 1.090 	 52.943
0.5102736 	 13.1547638 	 633.5871 	 1.090 	 52.928
0.5138273 	 13.4811655 	 646.3062 	 1.089 	 52.927
0.5173132 	 13.8046035 	 664.6915 	 1.090 	 52.898
0.5207320 	 14.1454744 	 677.4334 	 1.091 	 52.888
0.5240872 	 14.4754211 	 693.0628 	 1.090 	 52.889
0.5273822 	 14.8157745 	 706.7882 	 1.091 	 52.896
0.5306144 	 15.1603173 	 724.5857 	 1.091 	 52.886
0.5337914 	 15.5091913 	 739.2997 	 1.091 	 52.859
0.5369061 	 15.8572575 	 759.7685 	 1.091 	 52.843
0.5399682 	 16.2174315 	 781.1768 	 1.091 	 52.836
0.5429747 	 16.5754744 	 808.0390 	 1.091 	 52.839
0.5459298 	 16.9376112 	 830.5232 	 1.090 	 52.811
0.5488313 	 17.3076156 	 870.7121 	 1.089 	 52.822
0.5516827 	 17.6825682 	 926.0034 	 1.089 	 52.828
0.5544849 	 18.0521105 	 1007.2128 	 1.089 	 52.813
0.5572432 	 18.4395746 	 1126.0387 	 1.088 	 52.815
0.5599532 	 18.8200193 	 1302.2389 	 1.088 	 52.821
0.5626171 	 19.2141216 	 1591.4621 	 1.087 	 52.809
0.5652366 	 19.6085461 	 2027.8435 	 1.087 	 52.811
0.5678122 	 20.0155047 	 2716.0895 	 1.088 	 52.786
0.5703427 	 20.4228714 	 3644.6508 	 1.088 	 52.753
0.5728310 	 20.8644210 	 4900.6902 	 1.090 	 52.760
0.5752758 	 21.3036074 	 6827.1267 	 1.090 	 52.750
0.5776762 	 21.7718306 	 9468.0057 	 1.092 	 52.744
