N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002271 	 1.0008555 	 1.1025 	 1.003 	 7.113
0.0220561 	 1.1833110 	 11.9748 	 0.960 	 35.102
0.0428672 	 1.2259545 	 22.4326 	 0.998 	 47.964
0.0625949 	 1.3034899 	 32.8461 	 1.006 	 51.551
0.0813125 	 1.3961495 	 43.4890 	 1.008 	 52.656
0.0991075 	 1.4967484 	 53.8785 	 1.009 	 53.127
0.1160792 	 1.6046288 	 64.5122 	 1.010 	 53.366
0.1322450 	 1.7157111 	 75.2104 	 1.012 	 53.405
0.1476823 	 1.8366052 	 85.7331 	 1.015 	 53.599
0.1624514 	 1.9622117 	 95.8108 	 1.016 	 53.557
0.1765661 	 2.0924086 	 106.5017 	 1.019 	 53.550
0.1900904 	 2.2268530 	 116.5069 	 1.021 	 53.536
0.2030651 	 2.3659658 	 126.7904 	 1.023 	 53.517
0.2155106 	 2.5090169 	 138.0572 	 1.025 	 53.485
0.2274723 	 2.6566051 	 148.2407 	 1.027 	 53.470
0.2389826 	 2.8093920 	 157.7313 	 1.029 	 53.477
0.2500636 	 2.9658636 	 168.8427 	 1.031 	 53.443
0.2607413 	 3.1259906 	 180.8776 	 1.033 	 53.441
0.2710345 	 3.2913032 	 190.4873 	 1.035 	 53.409
0.2809701 	 3.4603080 	 201.0276 	 1.036 	 53.414
0.2905685 	 3.6342406 	 212.0910 	 1.038 	 53.401
0.2998405 	 3.8113170 	 220.7970 	 1.040 	 53.397
0.3088062 	 3.9935412 	 229.4405 	 1.042 	 53.371
0.3174929 	 4.1790965 	 240.5955 	 1.044 	 53.367
0.3258897 	 4.3688281 	 251.9145 	 1.046 	 53.348
0.3340293 	 4.5614184 	 259.7663 	 1.049 	 53.328
0.3419248 	 4.7610006 	 272.0203 	 1.050 	 53.318
0.3495827 	 4.9628724 	 280.4382 	 1.052 	 53.312
0.3570095 	 5.1703790 	 289.2117 	 1.054 	 53.305
0.3642253 	 5.3801192 	 301.9881 	 1.056 	 53.281
0.3712331 	 5.5945545 	 312.5683 	 1.059 	 53.252
0.3780391 	 5.8112403 	 321.3459 	 1.059 	 53.243
0.3846600 	 6.0338413 	 330.3838 	 1.061 	 53.241
0.3911056 	 6.2606604 	 340.4246 	 1.063 	 53.241
0.3973772 	 6.4874686 	 352.0794 	 1.065 	 53.200
0.4034853 	 6.7222882 	 363.4262 	 1.067 	 53.170
0.4094356 	 6.9600569 	 372.3984 	 1.068 	 53.159
0.4152348 	 7.2049282 	 385.1221 	 1.070 	 53.171
0.4208855 	 7.4484109 	 394.5976 	 1.072 	 53.143
0.4263920 	 7.6961310 	 404.1533 	 1.074 	 53.128
0.4317658 	 7.9522938 	 413.2483 	 1.075 	 53.124
0.4370131 	 8.2090448 	 424.0380 	 1.076 	 53.103
0.4421378 	 8.4667556 	 434.9899 	 1.076 	 53.081
0.4471351 	 8.7345701 	 445.2178 	 1.078 	 53.092
0.4520228 	 9.0016504 	 454.3420 	 1.079 	 53.072
0.4567963 	 9.2759408 	 465.0951 	 1.081 	 53.066
0.4614604 	 9.5521745 	 478.8917 	 1.081 	 53.063
0.4660259 	 9.8323380 	 490.2155 	 1.083 	 53.069
0.4704895 	 10.1137575 	 500.6912 	 1.084 	 53.032
0.4748565 	 10.3983697 	 511.5385 	 1.084 	 53.019
0.4791336 	 10.6932210 	 521.0937 	 1.086 	 53.001
0.4833159 	 10.9859486 	 533.8680 	 1.086 	 52.990
0.4874090 	 11.2826690 	 543.9023 	 1.088 	 52.995
0.4914173 	 11.5840762 	 553.4071 	 1.088 	 52.998
0.4953443 	 11.8935383 	 564.0275 	 1.088 	 52.967
0.4991909 	 12.2040466 	 578.5506 	 1.089 	 52.962
0.5029631 	 12.5130300 	 588.4420 	 1.091 	 52.945
0.5066601 	 12.8334431 	 600.0727 	 1.091 	 52.929
0.5102863 	 13.1570547 	 607.0713 	 1.092 	 52.936
0.5138417 	 13.4765193 	 622.4154 	 1.092 	 52.901
0.5173279 	 13.8082166 	 632.1495 	 1.093 	 52.904
0.5207484 	 14.1405954 	 642.6125 	 1.093 	 52.893
0.5241024 	 14.4813141 	 664.1714 	 1.093 	 52.899
0.5273959 	 14.8188253 	 679.4626 	 1.092 	 52.872
0.5306288 	 15.1652267 	 687.6881 	 1.093 	 52.874
0.5338025 	 15.5117869 	 704.6590 	 1.092 	 52.865
0.5369189 	 15.8621274 	 723.5293 	 1.091 	 52.850
0.5399789 	 16.2162729 	 746.6278 	 1.092 	 52.837
0.5429865 	 16.5748254 	 771.7493 	 1.091 	 52.829
0.5459401 	 16.9449872 	 805.2517 	 1.091 	 52.834
0.5488428 	 17.3118428 	 842.5268 	 1.090 	 52.838
0.5516965 	 17.6737038 	 893.9942 	 1.089 	 52.807
0.5544995 	 18.0590594 	 972.1429 	 1.089 	 52.827
0.5572575 	 18.4396139 	 1085.2402 	 1.089 	 52.822
0.5599667 	 18.8246495 	 1266.2690 	 1.088 	 52.790
0.5626298 	 19.2072043 	 1553.3551 	 1.088 	 52.793
0.5652483 	 19.6063301 	 2007.0255 	 1.087 	 52.756
0.5678227 	 20.0267392 	 2779.4936 	 1.087 	 52.797
0.5703530 	 20.4332201 	 4110.2056 	 1.086 	 52.769
0.5728407 	 20.8515336 	 6276.6068 	 1.085 	 52.765
0.5752853 	 21.2864111 	 10447.7247 	 1.082 	 52.755
0.5776891 	 21.7278174 	 18124.1239 	 1.082 	 52.754
0.5800514 	 22.1739358 	 31224.2683 	 1.080 	 52.753
0.5823754 	 22.6092192 	 54306.8262 	 1.080 	 52.754
0.5846596 	 23.0636491 	 90441.3594 	 1.078 	 52.755
0.5869054 	 23.5249392 	 141644.7339 	 1.078 	 52.749
0.5891146 	 24.0131913 	 205973.5435 	 1.079 	 52.741
0.5912813 	 24.5434396 	 279852.9589 	 1.081 	 52.743
0.5934061 	 25.1177764 	 360644.5575 	 1.083 	 52.751
0.5954870 	 25.7430096 	 433347.4742 	 1.085 	 52.727
0.5975191 	 26.4320233 	 493274.5866 	 1.090 	 52.759
0.5995023 	 27.1621228 	 541102.8218 	 1.092 	 52.733
0.6014340 	 27.9723904 	 578938.1703 	 1.097 	 52.707
0.6033153 	 28.8226303 	 604679.5834 	 1.101 	 52.700
0.6051432 	 29.7180132 	 612658.9772 	 1.103 	 52.683
0.6069182 	 30.6682004 	 610287.4049 	 1.108 	 52.662
0.6086415 	 31.6587623 	 596297.3039 	 1.111 	 52.642
0.6103141 	 32.6808861 	 574794.6657 	 1.116 	 52.626
0.6119366 	 33.7466759 	 546716.0163 	 1.120 	 52.614
0.6135102 	 34.8360697 	 505632.5111 	 1.124 	 52.572
0.6150376 	 35.9742562 	 461052.1779 	 1.128 	 52.568
0.6165195 	 37.0952409 	 414116.8459 	 1.133 	 52.555
0.6179579 	 38.2242687 	 363240.0434 	 1.138 	 52.517
0.6193574 	 39.3666450 	 323639.2260 	 1.144 	 52.513
0.6207187 	 40.4923487 	 300287.3064 	 1.150 	 52.457
0.6220444 	 41.6619039 	 298105.1365 	 1.158 	 52.441
0.6233360 	 42.8390860 	 316026.7904 	 1.165 	 52.403
0.6245932 	 44.0478277 	 352641.7818 	 1.173 	 52.361
0.6258171 	 45.3155344 	 401075.2842 	 1.181 	 52.354
0.6270088 	 46.6320570 	 453038.2080 	 1.191 	 52.295
0.6281671 	 48.0122337 	 503077.0268 	 1.200 	 52.251
0.6292930 	 49.4865224 	 551411.3983 	 1.210 	 52.220
