N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002262 	 1.0008521 	 1.1026 	 0.992 	 7.113
0.0220689 	 1.1831604 	 12.0302 	 0.961 	 35.133
0.0428652 	 1.2260690 	 22.5657 	 0.998 	 47.986
0.0625966 	 1.3036281 	 33.0900 	 1.006 	 51.559
0.0812896 	 1.3961445 	 43.5675 	 1.008 	 52.645
0.0990881 	 1.4967742 	 53.9170 	 1.009 	 53.142
0.1160467 	 1.6042393 	 64.3141 	 1.012 	 53.335
0.1322224 	 1.7185359 	 75.0820 	 1.013 	 53.474
0.1476607 	 1.8364766 	 85.4848 	 1.014 	 53.594
0.1624196 	 1.9616794 	 96.0944 	 1.016 	 53.559
0.1765395 	 2.0916781 	 106.0470 	 1.019 	 53.535
0.1900671 	 2.2264271 	 117.3446 	 1.022 	 53.525
0.2030423 	 2.3652434 	 128.3461 	 1.023 	 53.510
0.2155004 	 2.5090166 	 138.5477 	 1.026 	 53.504
0.2274687 	 2.6574094 	 150.2792 	 1.028 	 53.481
0.2389864 	 2.8087975 	 159.6632 	 1.029 	 53.460
0.2500704 	 2.9658439 	 168.9595 	 1.031 	 53.463
0.2607593 	 3.1265351 	 180.0523 	 1.032 	 53.439
0.2710435 	 3.2909027 	 190.1145 	 1.035 	 53.414
0.2809759 	 3.4599604 	 200.5271 	 1.037 	 53.373
0.2905683 	 3.6343863 	 210.2717 	 1.040 	 53.395
0.2998363 	 3.8116036 	 220.7128 	 1.041 	 53.389
0.3088030 	 3.9940881 	 231.6820 	 1.042 	 53.368
0.3174815 	 4.1788327 	 241.8999 	 1.044 	 53.348
0.3258846 	 4.3682820 	 252.5594 	 1.046 	 53.317
0.3340292 	 4.5642885 	 261.9717 	 1.049 	 53.326
0.3419156 	 4.7626540 	 275.1280 	 1.050 	 53.324
0.3495666 	 4.9613522 	 285.0618 	 1.052 	 53.294
0.3569961 	 5.1694673 	 296.0047 	 1.054 	 53.289
0.3642071 	 5.3803533 	 303.7785 	 1.056 	 53.278
0.3712201 	 5.5940690 	 312.9888 	 1.058 	 53.260
0.3780352 	 5.8103000 	 324.3621 	 1.059 	 53.228
0.3846570 	 6.0338064 	 336.7543 	 1.062 	 53.241
0.3910987 	 6.2598276 	 346.0970 	 1.063 	 53.232
0.3973698 	 6.4882646 	 356.3925 	 1.065 	 53.202
0.4034728 	 6.7243545 	 368.8577 	 1.067 	 53.206
0.4094189 	 6.9628377 	 379.7543 	 1.069 	 53.195
0.4152157 	 7.2004279 	 388.9140 	 1.069 	 53.165
0.4208660 	 7.4470663 	 394.5475 	 1.071 	 53.121
0.4263786 	 7.6985721 	 406.1030 	 1.073 	 53.140
0.4317555 	 7.9507494 	 414.6482 	 1.075 	 53.118
0.4370018 	 8.2088921 	 425.8392 	 1.076 	 53.110
0.4421265 	 8.4705075 	 436.4818 	 1.076 	 53.117
0.4471273 	 8.7339891 	 444.8131 	 1.077 	 53.091
