N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002270 	 1.0008609 	 1.1027 	 0.995 	 7.114
0.0220690 	 1.1832934 	 12.0505 	 0.961 	 35.137
0.0428678 	 1.2260447 	 22.5413 	 0.999 	 47.988
0.0625952 	 1.3037157 	 33.1200 	 1.006 	 51.575
0.0813012 	 1.3960643 	 43.5715 	 1.008 	 52.629
0.0990932 	 1.4966659 	 54.1936 	 1.009 	 53.133
0.1160428 	 1.6044789 	 64.2833 	 1.012 	 53.383
0.1322091 	 1.7181460 	 74.2343 	 1.014 	 53.450
0.1476584 	 1.8363427 	 84.8959 	 1.015 	 53.581
0.1624102 	 1.9616031 	 95.3682 	 1.016 	 53.572
0.1765315 	 2.0918226 	 106.0668 	 1.019 	 53.533
0.1900546 	 2.2266022 	 116.4820 	 1.022 	 53.524
0.2030346 	 2.3658107 	 126.5624 	 1.023 	 53.509
0.2154934 	 2.5085495 	 137.2724 	 1.025 	 53.470
0.2274692 	 2.6563578 	 147.7024 	 1.027 	 53.462
0.2389795 	 2.8088359 	 158.9013 	 1.029 	 53.452
0.2500643 	 2.9660275 	 170.3896 	 1.032 	 53.452
0.2607377 	 3.1262649 	 179.9563 	 1.032 	 53.443
0.2710360 	 3.2919014 	 191.1337 	 1.035 	 53.429
0.2809735 	 3.4609919 	 201.7986 	 1.037 	 53.411
0.2905640 	 3.6338485 	 211.6030 	 1.038 	 53.377
0.2998382 	 3.8122331 	 222.4456 	 1.041 	 53.387
0.3088013 	 3.9941216 	 231.5504 	 1.042 	 53.369
0.3174824 	 4.1792296 	 241.5916 	 1.045 	 53.354
0.3258830 	 4.3704462 	 252.2975 	 1.046 	 53.364
0.3340236 	 4.5625751 	 263.5924 	 1.049 	 53.317
0.3419161 	 4.7602813 	 274.0978 	 1.051 	 53.306
0.3495732 	 4.9638352 	 287.4821 	 1.053 	 53.303
0.3570006 	 5.1687868 	 296.7407 	 1.054 	 53.286
0.3642134 	 5.3800745 	 306.5145 	 1.056 	 53.283
0.3712191 	 5.5923065 	 315.6425 	 1.058 	 53.266
0.3780334 	 5.8126451 	 326.8260 	 1.060 	 53.252
0.3846614 	 6.0335918 	 334.6352 	 1.061 	 53.248
0.3911023 	 6.2587832 	 346.4268 	 1.063 	 53.216
0.3973804 	 6.4896027 	 358.4159 	 1.065 	 53.203
0.4034853 	 6.7239019 	 368.2678 	 1.066 	 53.188
0.4094345 	 6.9621335 	 378.7394 	 1.069 	 53.168
0.4152301 	 7.2018643 	 388.0531 	 1.070 	 53.164
0.4208776 	 7.4485167 	 396.8610 	 1.072 	 53.158
0.4263865 	 7.6947731 	 407.0789 	 1.072 	 53.121
0.4317610 	 7.9510517 	 417.6997 	 1.075 	 53.126
0.4370074 	 8.2109988 	 424.9063 	 1.076 	 53.125
0.4421309 	 8.4659136 	 437.6094 	 1.078 	 53.094
0.4471310 	 8.7345329 	 446.6580 	 1.078 	 53.092
0.4520157 	 8.9996931 	 457.1692 	 1.079 	 53.075
0.4567920 	 9.2748072 	 467.6223 	 1.080 	 53.070
0.4614563 	 9.5533125 	 477.4232 	 1.081 	 53.068
0.4660195 	 9.8261129 	 486.0862 	 1.082 	 53.024
0.4704829 	 10.1140921 	 495.9979 	 1.083 	 53.037
0.4748466 	 10.3996974 	 505.6396 	 1.084 	 53.017
0.4791196 	 10.6919697 	 519.6607 	 1.086 	 53.014
0.4833026 	 10.9895276 	 530.3290 	 1.086 	 53.005
0.4873953 	 11.2820621 	 538.3530 	 1.087 	 52.992
0.4914057 	 11.5854781 	 550.1335 	 1.088 	 52.988
0.4953324 	 11.8923354 	 558.8750 	 1.089 	 52.965
0.4991786 	 12.2003358 	 570.7186 	 1.089 	 52.952
0.5029506 	 12.5177372 	 579.2391 	 1.088 	 52.962
0.5066484 	 12.8331790 	 587.7769 	 1.090 	 52.943
0.5102719 	 13.1536431 	 594.6829 	 1.089 	 52.935
0.5138263 	 13.4769974 	 612.9309 	 1.089 	 52.914
0.5173125 	 13.8047710 	 623.1375 	 1.090 	 52.904
0.5207300 	 14.1385840 	 640.1870 	 1.089 	 52.905
0.5240884 	 14.4662782 	 650.3655 	 1.089 	 52.876
0.5273808 	 14.8182470 	 663.5845 	 1.089 	 52.894
0.5306136 	 15.1590828 	 681.4318 	 1.089 	 52.858
0.5337889 	 15.5105258 	 691.6327 	 1.089 	 52.851
0.5369042 	 15.8706255 	 712.0966 	 1.088 	 52.878
0.5399639 	 16.2193179 	 733.9572 	 1.087 	 52.828
0.5429691 	 16.5848695 	 759.5988 	 1.087 	 52.832
0.5459199 	 16.9477963 	 792.3749 	 1.085 	 52.825
0.5488202 	 17.3168811 	 837.1670 	 1.085 	 52.821
0.5516714 	 17.6764033 	 907.0867 	 1.084 	 52.793
0.5544717 	 18.0617294 	 1043.4436 	 1.082 	 52.818
0.5572291 	 18.4328243 	 1292.7798 	 1.079 	 52.802
0.5599382 	 18.8081719 	 1785.5126 	 1.076 	 52.821
0.5626063 	 19.1769406 	 2685.9752 	 1.072 	 52.805
0.5652308 	 19.5389414 	 4606.1018 	 1.067 	 52.798
0.5678156 	 19.9088290 	 8102.6008 	 1.062 	 52.823
0.5703645 	 20.2643575 	 14599.4460 	 1.056 	 52.826
0.5728768 	 20.6268286 	 25175.1736 	 1.048 	 52.824
0.5753534 	 21.0026255 	 41626.4426 	 1.042 	 52.845
0.5777946 	 21.3622988 	 65392.4433 	 1.035 	 52.833
0.5802034 	 21.7742778 	 96242.1640 	 1.032 	 52.854
