N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002247 	 1.0008529 	 1.1027 	 0.989 	 7.113
0.0220625 	 1.1833737 	 12.0001 	 0.961 	 35.131
0.0428545 	 1.2259899 	 22.6586 	 0.998 	 47.979
0.0625655 	 1.3033537 	 32.9969 	 1.006 	 51.539
0.0812804 	 1.3960213 	 43.4191 	 1.008 	 52.648
0.0990843 	 1.4966697 	 54.0390 	 1.009 	 53.142
0.1160529 	 1.6044352 	 64.4373 	 1.012 	 53.359
0.1322309 	 1.7184348 	 75.0447 	 1.013 	 53.480
0.1476641 	 1.8365860 	 85.2033 	 1.014 	 53.590
0.1624253 	 1.9620665 	 96.1293 	 1.016 	 53.561
0.1765490 	 2.0921643 	 106.4985 	 1.019 	 53.551
0.1900810 	 2.2267788 	 116.3533 	 1.021 	 53.517
0.2030444 	 2.3651516 	 126.3300 	 1.024 	 53.501
0.2155075 	 2.5095079 	 136.7035 	 1.026 	 53.507
0.2274797 	 2.6566161 	 146.4286 	 1.027 	 53.472
0.2390012 	 2.8091558 	 156.0129 	 1.029 	 53.459
0.2500924 	 2.9657501 	 167.2276 	 1.031 	 53.448
0.2607631 	 3.1268868 	 178.1681 	 1.033 	 53.429
0.2710563 	 3.2914497 	 189.1622 	 1.035 	 53.422
0.2809857 	 3.4609934 	 200.8159 	 1.037 	 53.405
0.2905839 	 3.6341783 	 210.9657 	 1.038 	 53.378
0.2998507 	 3.8113859 	 218.5883 	 1.040 	 53.378
0.3088189 	 3.9934747 	 227.9321 	 1.042 	 53.354
0.3174960 	 4.1795581 	 239.6709 	 1.044 	 53.367
0.3258959 	 4.3697183 	 250.5885 	 1.046 	 53.351
0.3340317 	 4.5634309 	 260.9648 	 1.049 	 53.330
0.3419190 	 4.7620135 	 269.7575 	 1.051 	 53.324
0.3495736 	 4.9637037 	 280.5599 	 1.053 	 53.296
0.3570040 	 5.1684467 	 293.7559 	 1.054 	 53.287
0.3642142 	 5.3784707 	 303.6121 	 1.057 	 53.268
0.3712251 	 5.5936955 	 312.1343 	 1.059 	 53.260
0.3780354 	 5.8110236 	 323.6284 	 1.059 	 53.251
0.3846548 	 6.0349668 	 334.8779 	 1.062 	 53.240
0.3910928 	 6.2611926 	 345.0915 	 1.064 	 53.233
0.3973602 	 6.4888099 	 356.9785 	 1.064 	 53.209
0.4034637 	 6.7221812 	 370.4121 	 1.067 	 53.179
0.4094101 	 6.9613835 	 379.2563 	 1.068 	 53.196
0.4152104 	 7.2012688 	 391.5996 	 1.070 	 53.156
0.4208580 	 7.4513007 	 402.3005 	 1.072 	 53.164
0.4263682 	 7.6954134 	 412.2825 	 1.073 	 53.128
0.4317454 	 7.9494165 	 419.6398 	 1.073 	 53.121
0.4369971 	 8.2075687 	 431.0746 	 1.075 	 53.123
0.4421203 	 8.4678117 	 439.3357 	 1.076 	 53.119
0.4471214 	 8.7330326 	 449.8330 	 1.078 	 53.098
0.4520041 	 8.9988882 	 462.2282 	 1.080 	 53.049
0.4567814 	 9.2766408 	 471.1204 	 1.080 	 53.062
0.4614492 	 9.5497217 	 478.7971 	 1.081 	 53.055
0.4660126 	 9.8302478 	 488.0106 	 1.082 	 53.040
0.4704768 	 10.1126923 	 498.9452 	 1.083 	 53.035
0.4748451 	 10.3957985 	 513.0815 	 1.083 	 52.985
0.4791180 	 10.6908479 	 521.2402 	 1.085 	 53.016
0.4833004 	 10.9788798 	 533.9003 	 1.085 	 52.983
0.4873959 	 11.2827718 	 545.5379 	 1.087 	 52.986
0.4914053 	 11.5902916 	 557.4883 	 1.087 	 52.996
0.4953345 	 11.8897386 	 568.9030 	 1.088 	 52.971
0.4991820 	 12.1986370 	 583.5428 	 1.090 	 52.936
0.5029542 	 12.5097542 	 599.3286 	 1.089 	 52.941
0.5066515 	 12.8299057 	 611.7356 	 1.090 	 52.916
0.5102776 	 13.1542142 	 624.9761 	 1.090 	 52.929
0.5138339 	 13.4791476 	 640.3855 	 1.090 	 52.905
0.5173218 	 13.8097048 	 653.1601 	 1.090 	 52.891
0.5207378 	 14.1431500 	 668.1221 	 1.090 	 52.909
0.5240941 	 14.4790512 	 684.0956 	 1.091 	 52.890
0.5273868 	 14.8195491 	 698.9887 	 1.091 	 52.869
0.5306174 	 15.1646004 	 715.6943 	 1.090 	 52.866
0.5337882 	 15.5108513 	 731.5589 	 1.090 	 52.866
0.5369036 	 15.8587852 	 753.6911 	 1.089 	 52.843
0.5399659 	 16.2169767 	 772.3679 	 1.090 	 52.847
0.5429701 	 16.5867212 	 798.0066 	 1.089 	 52.842
0.5459227 	 16.9458042 	 830.4765 	 1.089 	 52.852
0.5488253 	 17.3102755 	 874.7054 	 1.088 	 52.810
0.5516764 	 17.6859182 	 934.9661 	 1.088 	 52.831
0.5544786 	 18.0521825 	 1023.4058 	 1.087 	 52.808
0.5572342 	 18.4309624 	 1147.9417 	 1.087 	 52.810
0.5599448 	 18.8128140 	 1323.2682 	 1.085 	 52.812
0.5626093 	 19.1997904 	 1593.2733 	 1.085 	 52.797
0.5652291 	 19.5960925 	 1983.1409 	 1.085 	 52.781
0.5678053 	 20.0074927 	 2588.5288 	 1.084 	 52.817
0.5703395 	 20.4175494 	 3395.0718 	 1.081 	 52.802
0.5728279 	 20.8619224 	 4529.8194 	 1.079 	 52.812
0.5752722 	 21.3186749 	 5981.3346 	 1.078 	 52.826
0.5776681 	 21.7966605 	 7690.4142 	 1.075 	 52.824
0.5800207 	 22.2845147 	 9742.1400 	 1.072 	 52.788
0.5823269 	 22.8156642 	 12029.5110 	 1.067 	 52.793
0.5845851 	 23.3682686 	 14619.1557 	 1.063 	 52.803
0.5867974 	 23.9508622 	 17294.7129 	 1.059 	 52.795
0.5889600 	 24.5510078 	 20440.1504 	 1.055 	 52.814
0.5910751 	 25.1545662 	 23747.1221 	 1.050 	 52.790
0.5931423 	 25.7833146 	 27432.2688 	 1.045 	 52.775
0.5951651 	 26.4383296 	 32892.1518 	 1.041 	 52.794
0.5971437 	 27.0956594 	 40562.9062 	 1.034 	 52.790
0.5990783 	 27.7682163 	 51450.5361 	 1.028 	 52.807
0.6009716 	 28.4446106 	 66537.1036 	 1.022 	 52.806
0.6028228 	 29.1426757 	 86051.4286 	 1.015 	 52.812
0.6046335 	 29.8594365 	 107972.2182 	 1.009 	 52.819
0.6064040 	 30.6200032 	 131699.6768 	 1.004 	 52.817
0.6081347 	 31.4031564 	 151960.6562 	 1.000 	 52.811
0.6098251 	 32.2365806 	 168716.3063 	 0.996 	 52.812
0.6114735 	 33.0825204 	 181303.9744 	 0.994 	 52.773
0.6130824 	 33.9979070 	 192055.8269 	 0.992 	 52.763
0.6146503 	 34.9638300 	 202187.7223 	 0.993 	 52.756
0.6161779 	 35.9173917 	 216809.8647 	 0.994 	 52.682
0.6176659 	 36.9409510 	 237225.6359 	 0.995 	 52.641
0.6191160 	 37.9967266 	 264290.0334 	 0.997 	 52.568
0.6205271 	 39.1199808 	 294632.7951 	 0.999 	 52.544
0.6219001 	 40.3006346 	 329647.5769 	 1.002 	 52.473
0.6232343 	 41.5304352 	 364803.6037 	 1.004 	 52.397
0.6245300 	 42.8002815 	 398235.1322 	 1.006 	 52.351
0.6257892 	 44.1682517 	 428680.5971 	 1.009 	 52.296
0.6270100 	 45.5901483 	 455883.2924 	 1.011 	 52.271
0.6281942 	 47.0613952 	 478382.5630 	 1.015 	 52.201
0.6293423 	 48.6193862 	 498245.1050 	 1.019 	 52.163
