# Phi	Z	lower	upper	k	lower	upper	var_S	like/unlike	lower	upper
1.046846846846846840e-01	1.532228128327254080e+00	1.532223563788785770e+00	1.532232885219642959e+00	4.341069173043538676e+00	4.341003756117099321e+00	4.341134866978506146e+00	2.794530888228628846e-08	1.010116884782397140e+00	1.010094265836364524e+00	1.010139384535609697e+00
1.053153153153153082e-01	1.536232814111775591e+00	1.536228272498070924e+00	1.536237539647882233e+00	4.297061426823835184e+00	4.296992496200193301e+00	4.297130854935168998e+00	2.799553649537397340e-08	1.010180174514178297e+00	1.010158081034799427e+00	1.010202025736572473e+00
1.059459459459459324e-01	1.540237499889808070e+00	1.540232934712206792e+00	1.540242260144330411e+00	4.253053681581993040e+00	4.252980657797434283e+00	4.253127326774942318e+00	2.805791601164677436e-08	1.010243464244522160e+00	1.010221894785472863e+00	1.010264920095803598e+00
1.065765765765765705e-01	1.544242185661334421e+00	1.544237597767344372e+00	1.544246969596284824e+00	4.209045937317997144e+00	4.208968714887286744e+00	4.209124830709654930e+00	2.813244715942972612e-08	1.010306753973423621e+00	1.010285676178326097e+00	1.010327855328047475e+00
1.072072072072071947e-01	1.548246871426364191e+00	1.548242252452431522e+00	1.548251678220567085e+00	4.165038194031842167e+00	4.164956994590212069e+00	4.165121721875912009e+00	2.821912966729188172e-08	1.010370043700890230e+00	1.010349012461808194e+00	1.010390954196028090e+00
1.078378378378378327e-01	1.552251557184875397e+00	1.552246839751620477e+00	1.552256452594206859e+00	4.121030451723513011e+00	4.120944524177547308e+00	4.121119348300196883e+00	2.831796326449482639e-08	1.010433333426919322e+00	1.010412564779690214e+00	1.010453933544037231e+00
1.084684684684684569e-01	1.556256242936869372e+00	1.556251434914930343e+00	1.556261225966879991e+00	4.077022710392985694e+00	4.076931129604322024e+00	4.077116686670337664e+00	2.842894768035315106e-08	1.010496623151514450e+00	1.010475903755722493e+00	1.010516993352166937e+00
1.090990990990990950e-01	1.560260928682336568e+00	1.560255977038673247e+00	1.560266026798935668e+00	4.033014970040265545e+00	4.032918473655189295e+00	4.033114903716872313e+00	2.855208264514592273e-08	1.010559912874674060e+00	1.010539170269762810e+00	1.010580328090157964e+00
1.097297297297297192e-01	1.564265614421277206e+00	1.564260508815061401e+00	1.564270850075532682e+00	3.989007230665326365e+00	3.988905612412587232e+00	3.989112721903223857e+00	2.868736788944347854e-08	1.010623202596403036e+00	1.010602186895056764e+00	1.010643963911140641e+00
1.103603603603603572e-01	1.568270300153678409e+00	1.568265001750563492e+00	1.568275668292814062e+00	3.944999492268161490e+00	3.944892430325678490e+00	3.945110877108813696e+00	2.883480314445568867e-08	1.010686492316701823e+00	1.010665277715167454e+00	1.010707671494302629e+00
1.109909909909909814e-01	1.572274985879535070e+00	1.572269508380397252e+00	1.572280561412649158e+00	3.900991754848761595e+00	3.900879056330775807e+00	3.901108631781434521e+00	2.899438814144798006e-08	1.010749782035568423e+00	1.010727924355269147e+00	1.010771497766357996e+00
1.116216216216216195e-01	1.576279671598841636e+00	1.576273972995164696e+00	1.576285416679862994e+00	3.856984018407102699e+00	3.856866348960460211e+00	3.857106934722174252e+00	2.916612261280803213e-08	1.010813071753008385e+00	1.010790701965562866e+00	1.010835377143091129e+00
1.122522522522522437e-01	1.580284357311594112e+00	1.580278439132565493e+00	1.580290306927755850e+00	3.812976282943188355e+00	3.812853126147558225e+00	3.813104459185170825e+00	2.935000629066121207e-08	1.010876361469020379e+00	1.010853425336172284e+00	1.010899335359436879e+00
1.128828828828828817e-01	1.584289043017780729e+00	1.584282894297506905e+00	1.584295157095768403e+00	3.768968548456993695e+00	3.768839663836828002e+00	3.769103338357858490e+00	2.954603890865188188e-08	1.010939651183606847e+00	1.010915933481343343e+00	1.010963267808401067e+00
1.135135135135135059e-01	1.588293728717403930e+00	1.588287370505750307e+00	1.588300053321440419e+00	3.724960814948509835e+00	3.724826158557716038e+00	3.725101660845769214e+00	2.975422019968430519e-08	1.011002940896766678e+00	1.010978310363841448e+00	1.011027388212884848e+00
1.141441441441441301e-01	1.592298414410447727e+00	1.592291788210636883e+00	1.592305006792491540e+00	3.680953082417723898e+00	3.680812529418985957e+00	3.681099685271407296e+00	2.997454989803814847e-08	1.011066230608503425e+00	1.011040921037747342e+00	1.011091794487520401e+00
1.147747747747747682e-01	1.596303100096911010e+00	1.596296191556444644e+00	1.596309934221551874e+00	3.636945350864626558e+00	3.636798961286739740e+00	3.637097671840958668e+00	3.020702773819155522e-08	1.011129520318819752e+00	1.011103196243610558e+00	1.011155921816450975e+00
1.154054054054053924e-01	1.600307785776787783e+00	1.600300576371602279e+00	1.600314913173458864e+00	3.592937620289192058e+00	3.592785461123685575e+00	3.593096276039306591e+00	3.045165345494265217e-08	1.011192810027712330e+00	1.011165430399166842e+00	1.011220115167454914e+00
1.160360360360360304e-01	1.604314678375398318e+00	1.604307186410182773e+00	1.604322044908446321e+00	3.548996215431021728e+00	3.548837670452761550e+00	3.549160225730469964e+00	3.153168974721402948e-08	1.011256169124201687e+00	1.011228053787527337e+00	1.011284284625636687e+00
1.166666666666666546e-01	1.608745327613985143e+00	1.608738052515897854e+00	1.608752447705509514e+00	3.517840400945181578e+00	3.517688858416191167e+00	3.517995850734459751e+00	3.368047247404067809e-08	1.011329544075684428e+00	1.011302353633358520e+00	1.011356962159717376e+00
1.172972972972972927e-01	1.613186279476583662e+00	1.613179045109032650e+00	1.613193382910741436e+00	3.486997291282564859e+00	3.486850266800129106e+00	3.487147332109492570e+00	3.361484926878714709e-08	1.011403108931107298e+00	1.011376836392811507e+00	1.011429406794235764e+00
1.179279279279279169e-01	1.617627231012869204e+00	1.617619823773981169e+00	1.617634601599841515e+00	3.456154180485102145e+00	3.456012032076312135e+00	3.456299053433249835e+00	3.356389634522477685e-08	1.011476673431902951e+00	1.011451186286777659e+00	1.011502117248354038e+00
1.185585585585585550e-01	1.622068182222838217e+00	1.622060398022239669e+00	1.622075917584035132e+00	3.425311068552705063e+00	3.425174267228272118e+00	3.425450979228355841e+00	3.352761409930786681e-08	1.011550237578115130e+00	1.011525809218945859e+00	1.011574715939603575e+00
1.191891891891891792e-01	1.626509133106466276e+00	1.626500830651093521e+00	1.626517488550642820e+00	3.394467955485298560e+00	3.394335230583856777e+00	3.394603274243931157e+00	3.350600292731196692e-08	1.011623801369787135e+00	1.011600482074494378e+00	1.011647463076412290e+00
1.198198198198198172e-01	1.630950083663753158e+00	1.630940966538517278e+00	1.630959032327504499e+00	3.363624841282791600e+00	3.363496615596691885e+00	3.363755136226288300e+00	3.349906322588698258e-08	1.011697364806962485e+00	1.011674641906449512e+00	1.011720407764218566e+00
1.204504504504504414e-01	1.635391033894670443e+00	1.635381145037825279e+00	1.635400695418835815e+00	3.332781725945105133e+00	3.332658739482308619e+00	3.332907402438951117e+00	3.350679539322625221e-08	1.011770927889689142e+00	1.011748843904420658e+00	1.011792995581611843e+00
1.210810810810810656e-01	1.639831983799217685e+00	1.639821281392864760e+00	1.639842431801486589e+00	3.301938609472168107e+00	3.301819951174411738e+00	3.302059803621337331e+00	3.352919982766278200e-08	1.011844490618009740e+00	1.011822928130394761e+00	1.011866109752751264e+00
1.217117117117117037e-01	1.644272933377371793e+00	1.644261179324960187e+00	1.644284395074703919e+00	3.271095491863886817e+00	3.270980861359990666e+00	3.271212661950614109e+00	3.356627692856113193e-08	1.011918052991963801e+00	1.011896858047402592e+00	1.011939432871254319e+00
1.223423423423423279e-01	1.648713882629118332e+00	1.648701171779815011e+00	1.648726392387940054e+00	3.240252373120182661e+00	3.240141831348233303e+00	3.240365073655452566e+00	3.361802709569583918e-08	1.011991615011597956e+00	1.011970605492563235e+00	1.012012691078332471e+00
1.229729729729729659e-01	1.653154831554452642e+00	1.653141111562289378e+00	1.653168210501807733e+00	3.209409253240979254e+00	3.209303254488996338e+00	3.209517755976144748e+00	3.368445073024862731e-08	1.012065176676953726e+00	1.012044400068817351e+00	1.012086104915400631e+00
1.236036036036035901e-01	1.657595780153351628e+00	1.657580993272973480e+00	1.657610145059993823e+00	3.178566132226195329e+00	3.178464946067628638e+00	3.178670121913133251e+00	3.376554823332439139e-08	1.012138737988081294e+00	1.012118246157602375e+00	1.012159707927378305e+00
1.242342342342342282e-01	1.662036728425808407e+00	1.662020835997451540e+00	1.662052017410701632e+00	3.147723010075736738e+00	3.147625688688768353e+00	3.147822657779216993e+00	3.386132000743583493e-08	1.012212298945017519e+00	1.012191562272389378e+00	1.012233151882175441e+00
1.248648648648648524e-01	1.666477676371802552e+00	1.666460682890278600e+00	1.666494020519739827e+00	3.116879886789542642e+00	3.116787042052164391e+00	3.116975387274802056e+00	3.397176645534550968e-08	1.012285859547808586e+00	1.012265002331258934e+00	1.012306741331439275e+00
1.254954954954954904e-01	1.670918623991327179e+00	1.670900508647412019e+00	1.670936031014012002e+00	3.086036762367516673e+00	3.085947822731163637e+00	3.086128252883415524e+00	3.409688798114979285e-08	1.012359419796500237e+00	1.012338332106554217e+00	1.012380601223309196e+00
1.261261261261261146e-01	1.675359571284364746e+00	1.675340417562883433e+00	1.675378089550343619e+00	3.055193636809582891e+00	3.055108316864383777e+00	3.055281163084397900e+00	3.423668498901592783e-08	1.012432979691134660e+00	1.012411450289412373e+00	1.012454517166188950e+00
1.267567567567567388e-01	1.679800518250903707e+00	1.679780130838699037e+00	1.679820133893669798e+00	3.024350510115656032e+00	3.024268773601290761e+00	3.024433929482831740e+00	3.439115788442046585e-08	1.012506539231756486e+00	1.012484647774202218e+00	1.012528619370771876e+00
1.273873873873873908e-01	1.684241464890926743e+00	1.684219882925014344e+00	1.684262262306517988e+00	2.993507382285664598e+00	2.993428972156253032e+00	2.993587479674427954e+00	3.456030707326855676e-08	1.012580098418408348e+00	1.012557587591248920e+00	1.012602849351847523e+00
1.280180180180180149e-01	1.688682411204420974e+00	1.688659676167170387e+00	1.688704262925468047e+00	2.962664253319515772e+00	2.962588630267067202e+00	2.962740896253297951e+00	3.474413296230683798e-08	1.012653657251135542e+00	1.012630410661880420e+00	1.012677259196275603e+00
1.286486486486486391e-01	1.693123357191373746e+00	1.693099553365835286e+00	1.693146491952459032e+00	2.931821123217132286e+00	2.931748793199367764e+00	2.931894331733666981e+00	3.494263595906285835e-08	1.012727215729979369e+00	1.012703087572757399e+00	1.012751659169269791e+00
1.292792792792792633e-01	1.697564302851773288e+00	1.697539358519647656e+00	1.697588608334405169e+00	2.900977991978441306e+00	2.900908833092210592e+00	2.901047985511563621e+00	3.515581647185730718e-08	1.012800773854987790e+00	1.012775843250201202e+00	1.012826066043182482e+00
1.299099099099098875e-01	1.702005248185601838e+00	1.701979100144702661e+00	1.702030670546922364e+00	2.870134859603349131e+00	2.870067656428374026e+00	2.870202589925511916e+00	3.538367490938192717e-08	1.012874331626203439e+00	1.012848501626735676e+00	1.012900619862936447e+00
1.305405405405405395e-01	1.706446193192848515e+00	1.706418800692491633e+00	1.706472598923626460e+00	2.839291726091779822e+00	2.839226219905672366e+00	2.839357320594067868e+00	3.562621168174059067e-08	1.012947889043669614e+00	1.012921014713474843e+00	1.012975101748124551e+00
1.311711711711711636e-01	1.710887137873499109e+00	1.710858524424250016e+00	1.710914733502505225e+00	2.808448591443654330e+00	2.808384262174417945e+00	2.808512728774564593e+00	3.588342719921442488e-08	1.013021446107426948e+00	1.012993693653050142e+00	1.013049693863035783e+00
1.318018018018017878e-01	1.715328082227540074e+00	1.715298277226045220e+00	1.715356839382350174e+00	2.777605455658878064e+00	2.777542425055251396e+00	2.777668209820133960e+00	3.615532187308948222e-08	1.013095002817525403e+00	1.013066094502117487e+00	1.013124299798208172e+00
1.324324324324324120e-01	1.719898110940828451e+00	1.719867832897546966e+00	1.719927516207493401e+00	2.749381193040159044e+00	2.749321978262472932e+00	2.749440551918160391e+00	3.983567851558179170e-08	1.013160693987806171e+00	1.013131333319947425e+00	1.013190256747394713e+00
1.330630630630630640e-01	1.724723323703324374e+00	1.724694194142884607e+00	1.724751594395909304e+00	2.726314297173249024e+00	2.726259680340874070e+00	2.726369582053777663e+00	3.975134319385725084e-08	1.013211406778029566e+00	1.013183313374698358e+00	1.013239872996631652e+00
1.336936936936936882e-01	1.729548536492545141e+00	1.729520625051156113e+00	1.729575582227530051e+00	2.703247401781898152e+00	2.703196694148697787e+00	2.703298595308265995e+00	3.968322256966404459e-08	1.013262119550844664e+00	1.013235108695995867e+00	1.013289388117661227e+00
1.343243243243243124e-01	1.734373749308466328e+00	1.734346962170068895e+00	1.734399527708330613e+00	2.680180506866225443e+00	2.680132631319071201e+00	2.680228250784010058e+00	3.963131650287431627e-08	1.013312832306233702e+00	1.013286989967214335e+00	1.013338832482567176e+00
1.349549549549549365e-01	1.739198962151087047e+00	1.739173360417627157e+00	1.739223544251210951e+00	2.657113612426360127e+00	2.657068310624212781e+00	2.657158460265100164e+00	3.959562485371277340e-08	1.013363545044180247e+00	1.013338529787650488e+00	1.013388517315380044e+00
1.355855855855855885e-01	1.744024175020385092e+00	1.743999919102267260e+00	1.744047608709193398e+00	2.634046718462410563e+00	2.634003087217172467e+00	2.634089430634813045e+00	3.957614748410992878e-08	1.013414257764662985e+00	1.013390239663606529e+00	1.013438283378809590e+00
1.362162162162162127e-01	1.748849387916351805e+00	1.748826487624913328e+00	1.748871587672834238e+00	2.610979824974495322e+00	2.610937646242363464e+00	2.611021754288002761e+00	3.957288425670836534e-08	1.013464970467664816e+00	1.013441744571840220e+00	1.013488240041076294e+00
1.368468468468468369e-01	1.753674600838967423e+00	1.753652910019794620e+00	1.753695652756904977e+00	2.587912931962739194e+00	2.587870964661433515e+00	2.587954946300983217e+00	3.958583503541655014e-08	1.013515683153167757e+00	1.013493184927936053e+00	1.013538219155842190e+00
1.374774774774774611e-01	1.758499813788228616e+00	1.758479320805450552e+00	1.758519748268468685e+00	2.564846039427262969e+00	2.564803692284379988e+00	2.564888745221455491e+00	3.961499968474791706e-08	1.013566395821149824e+00	1.013544488838701962e+00	1.013588503030308896e+00
1.381081081081080852e-01	1.763325026764109404e+00	1.763305694932201240e+00	1.763343870286386617e+00	2.541779147368176339e+00	2.541735763557878336e+00	2.541822794805991492e+00	3.966037807114006766e-08	1.013617108471596584e+00	1.013595713859064329e+00	1.013638655010723699e+00
1.387387387387387372e-01	1.768150239766608678e+00	1.768132098858583356e+00	1.768168026601525833e+00	2.518712255785605869e+00	2.518666419536049528e+00	2.518758370942991487e+00	3.972197006117457263e-08	1.013667821104486055e+00	1.013646834791315454e+00	1.013689095321660849e+00
1.393693693693693614e-01	1.772975452795705564e+00	1.772958502837718608e+00	1.772992187827843402e+00	2.495645364679669242e+00	2.495596239768702151e+00	2.495694606015298689e+00	3.979977552291512505e-08	1.013718533719804027e+00	1.013697825334121783e+00	1.013739664783542160e+00
1.399999999999999856e-01	1.777800665851390738e+00	1.777784813944306208e+00	1.777816281957624867e+00	2.472578474050485031e+00	2.472525252481484248e+00	2.472631345171908634e+00	3.989379432529770308e-08	1.013769246317528960e+00	1.013748559496524093e+00	1.013790363730960209e+00
1.406306306306306098e-01	1.782625878933643326e+00	1.782611044617321339e+00	1.782640426933437272e+00	2.449511583898175360e+00	2.449454026080675195e+00	2.449568097187102111e+00	4.000402633825430964e-08	1.013819958897642204e+00	1.013799016230787942e+00	1.013841155705480279e+00
1.412612612612612617e-01	1.787451092042463330e+00	1.787437228332432904e+00	1.787464800216292726e+00	2.426444694222847698e+00	2.426382642115707977e+00	2.426505710445019837e+00	4.013047143323584312e-08	1.013870671460127548e+00	1.013849347220280084e+00	1.013892170687041183e+00
1.418918918918918859e-01	1.792276305177826101e+00	1.792263427691245470e+00	1.792289007099639120e+00	2.403377805024629055e+00	2.403311156038486107e+00	2.403443485646247435e+00	4.027312948226971374e-08	1.013921384004966120e+00	1.013899591784752197e+00	1.013943044660479131e+00
1.425225225225225101e-01	1.797101518339722093e+00	1.797089616229411657e+00	1.797113361679420374e+00	2.380310916303647328e+00	2.380238624912347944e+00	2.380381173087630753e+00	4.043200035821881060e-08	1.013972096532136380e+00	1.013949810714329214e+00	1.013994223046496668e+00
1.431531531531531343e-01	1.801926731528139314e+00	1.801915674408726797e+00	1.801937768186907762e+00	2.357244028060011320e+00	2.357166962309912517e+00	2.357319146510588492e+00	4.060708393584816101e-08	1.014022809041622564e+00	1.014000075639685639e+00	1.014045684413876769e+00
1.437837837837837862e-01	1.806751944743058225e+00	1.806741637043734361e+00	1.806762459872534254e+00	2.334177140293836494e+00	2.334094567508974372e+00	2.334257568205958311e+00	4.079838009002609060e-08	1.014073521533405575e+00	1.014050041778933764e+00	1.014097255759263794e+00
1.444144144144144104e-01	1.811577157984475717e+00	1.811567477698741158e+00	1.811587079245737808e+00	2.311110253005250748e+00	2.311021958152234212e+00	2.311195650926941791e+00	4.100588869736801648e-08	1.014124234007465652e+00	1.014099702359060773e+00	1.014148887204089355e+00
1.450450450450450346e-01	1.816402371252368253e+00	1.816393126733968355e+00	1.816412005904342264e+00	2.288043366194362438e+00	2.287949725813850144e+00	2.288133569019297653e+00	4.122960963506236693e-08	1.014174946463788585e+00	1.014149529556505946e+00	1.014200609426010535e+00
1.456756756756756588e-01	1.821227584546731837e+00	1.821218483758431983e+00	1.821236933905617805e+00	2.264976479861307013e+00	2.264877064723532119e+00	2.265072179003779329e+00	4.146954278150106507e-08	1.014225658902351057e+00	1.014199159923507620e+00	1.014252044544267317e+00
1.463063063063062830e-01	1.826052797867543598e+00	1.826043708456727810e+00	1.826062062941472330e+00	2.241909594006188833e+00	2.241804699495402620e+00	2.242011031633680318e+00	4.172568801637214004e-08	1.014276371323136861e+00	1.014248629719676886e+00	1.014303871831919279e+00
1.469369369369369349e-01	1.830878011214800649e+00	1.830868876791946320e+00	1.830887402137577391e+00	2.218842708629133575e+00	2.218731631473500165e+00	2.218949567205439788e+00	4.199804522007517496e-08	1.014327083726128675e+00	1.014298094110408055e+00	1.014355812886296171e+00
1.475675675675675591e-01	1.835703224588476790e+00	1.835693643874762415e+00	1.835712884239693476e+00	2.195775823730254039e+00	2.195658336182201076e+00	2.195888209352922171e+00	4.228661427402073308e-08	1.014377796111305630e+00	1.014347864017367984e+00	1.014407620896873752e+00
1.481981981981981833e-01	1.840986504470173424e+00	1.840977258642276349e+00	1.840995979476434785e+00	2.177174947092634483e+00	2.177058942144269871e+00	2.177285521764634080e+00	4.618325194630143140e-08	1.014469004218257586e+00	1.014439594406862488e+00	1.014498118807015903e+00
1.488288288288288075e-01	1.846349847585270654e+00	1.846340996092690867e+00	1.846358946736911477e+00	2.159357698331791031e+00	2.159247064984113784e+00	2.159463734620357123e+00	4.601945700573156104e-08	1.014567210297536937e+00	1.014539072155743238e+00	1.014595164381135506e+00
1.494594594594594594e-01	1.851713190649687091e+00	1.851704667877769106e+00	1.851721934949921433e+00	2.141540449438518401e+00	2.141434663568552832e+00	2.141642037425811829e+00	4.587433522760316793e-08	1.014665416404138210e+00	1.014638448188309949e+00	1.014692135487928581e+00
1.500900900900900836e-01	1.857076533663400530e+00	1.857068328708236571e+00	1.857084929984114785e+00	2.123723200412843237e+00	2.123622616030454324e+00	2.123820113889015371e+00	4.574788641811173224e-08	1.014763622538005228e+00	1.014737805981716479e+00	1.014789281787097597e+00
1.507207207207207078e-01	1.862439876626404311e+00	1.862431906967916273e+00	1.862448000363064127e+00	2.105905951254798403e+00	2.105809911159647996e+00	2.105998462618154488e+00	4.564011038474230868e-08	1.014861828699083590e+00	1.014836911971070510e+00	1.014886495420893375e+00
1.513513513513513320e-01	1.867803219538681558e+00	1.867795437153902505e+00	1.867811083838377240e+00	2.088088701964426086e+00	2.087997561901143495e+00	2.088176463636646663e+00	4.555100693573745090e-08	1.014960034887318230e+00	1.014936013953995575e+00	1.014983926727264452e+00
1.519819819819819839e-01	1.873166562400220725e+00	1.873158951255344595e+00	1.873174259565909772e+00	2.070271452541756041e+00	2.070185166827403389e+00	2.070355078515758507e+00	4.548057588095700286e-08	1.015058241102647862e+00	1.015035032438531548e+00	1.015081300821201626e+00
1.526126126126126081e-01	1.878529905211012041e+00	1.878522486205048025e+00	1.878537479669065924e+00	2.052454202986818466e+00	2.052372737846811734e+00	2.052533444757955294e+00	4.542881703112968562e-08	1.015156447345024082e+00	1.015134008606398686e+00	1.015178727507351608e+00
1.532432432432432323e-01	1.883893247971040186e+00	1.883885929151670080e+00	1.883900693850268260e+00	2.034636953299652440e+00	2.034560289218602769e+00	2.034712285979346280e+00	4.539573019814420542e-08	1.015254653614388936e+00	1.015232753831367463e+00	1.015276490515442775e+00
1.538738738738738565e-01	1.889256590680296721e+00	1.889249263415057500e+00	1.889263999058091725e+00	2.016819703480289050e+00	2.016747170304680203e+00	2.016890697178425729e+00	4.538131519497546912e-08	1.015352859910685801e+00	1.015331466322303866e+00	1.015374217223383058e+00
1.545045045045044807e-01	1.894619933338760775e+00	1.894612548699055710e+00	1.894627292676730690e+00	1.999002453528764933e+00	1.998934775918380202e+00	1.999069773943605188e+00	4.538557183591460002e-08	1.015451066233858946e+00	1.015429851317242393e+00	1.015472373339179057e+00
1.551351351351351326e-01	1.899983275946427463e+00	1.899975826423642822e+00	1.899990741069588651e+00	1.981185203445112064e+00	1.981122030623238439e+00	1.981248792308189843e+00	4.540849993631077802e-08	1.015549272583852414e+00	1.015528194651729832e+00	1.015570691238956824e+00
1.557657657657657568e-01	1.905346618503282352e+00	1.905339054374226126e+00	1.905354242922997265e+00	1.963367953229363749e+00	1.963308652912775676e+00	1.963427780410013757e+00	4.545009931260324830e-08	1.015647478960612471e+00	1.015626224688269241e+00	1.015668773280973936e+00
1.563963963963963810e-01	1.910709961009311897e+00	1.910702165455500312e+00	1.910717738588140646e+00	1.945550702881555738e+00	1.945494965369512164e+00	1.945606992962382931e+00	4.551036978228599068e-08	1.015745685364081607e+00	1.015724267254134450e+00	1.015766998728921511e+00
1.570270270270270052e-01	1.916073303464506772e+00	1.916065310037592173e+00	1.916081325925100831e+00	1.927733452401722003e+00	1.927680316921678960e+00	1.927787029054695678e+00	4.558931116454374220e-08	1.015843891794206533e+00	1.015821966751252026e+00	1.015865629693858851e+00
1.576576576576576572e-01	1.921436645868848547e+00	1.921428381967889010e+00	1.921444993230560838e+00	1.909916201789895185e+00	1.909865963832708902e+00	1.909967447262552742e+00	4.568692327895037872e-08	1.015942098250929071e+00	1.015919835113151315e+00	1.015964043082717927e+00
1.582882882882882813e-01	1.926799988222329008e+00	1.926791410782082936e+00	1.926808584696080739e+00	1.892098951046113031e+00	1.892051036642549366e+00	1.892147917993825201e+00	4.580320594661583725e-08	1.016040304734194599e+00	1.016017568196962317e+00	1.016062905359794932e+00
1.589189189189189055e-01	1.932163330524934608e+00	1.932154400941450634e+00	1.932172306626005032e+00	1.874281700170401299e+00	1.874236061689725563e+00	1.874329144674820924e+00	4.593815898978285553e-08	1.016138511243945830e+00	1.016114884087497838e+00	1.016161900161425491e+00
1.595495495495495297e-01	1.937526672776647585e+00	1.937517364487104654e+00	1.937536087488936465e+00	1.856464449162799735e+00	1.856419864880901383e+00	1.856510778438351661e+00	4.609178223188087765e-08	1.016236717780127474e+00	1.016212329874546461e+00	1.016260870273409500e+00
1.601801801801801817e-01	1.942890014977466828e+00	1.942880332854513670e+00	1.942899751213458703e+00	1.838647198023341867e+00	1.838603201213696803e+00	1.838693129356856470e+00	4.626407549720226255e-08	1.016334924342686685e+00	1.016309409666996455e+00	1.016360086050959621e+00
1.608108108108108059e-01	1.948253357127371688e+00	1.948243228755751399e+00	1.948263490665808506e+00	1.820829946752056561e+00	1.820785517866644998e+00	1.820875997792089862e+00	4.645503861156025650e-08	1.016433130931564843e+00	1.016406677491592303e+00	1.016459215281646733e+00
1.614414414414414300e-01	1.953616699226349063e+00	1.953606143063531642e+00	1.953627266703477749e+00	1.803012695348982009e+00	1.802967547980664831e+00	1.803059687984140513e+00	4.666467140146152800e-08	1.016531337546704661e+00	1.016503702780383156e+00	1.016558663152034026e+00
1.620720720720720542e-01	1.958980041274393180e+00	1.958969031450321641e+00	1.958991030429250824e+00	1.785195443814154848e+00	1.785148690835446583e+00	1.785244156156585049e+00	4.689297369518856994e-08	1.016629544188054179e+00	1.016600493648222692e+00	1.016658022580780196e+00
1.627027027027026784e-01	1.964541918408352350e+00	1.964530902587598993e+00	1.964553030406289480e+00	1.769212722007644345e+00	1.769166340298715889e+00	1.769260400189977211e+00	5.126966013031113459e-08	1.016728410852544284e+00	1.016699315120755509e+00	1.016756991431935431e+00
1.633333333333333304e-01	1.970349422202299916e+00	1.970338818917343193e+00	1.970360025259447534e+00	1.755498456933952900e+00	1.755454463532961418e+00	1.755544331438742667e+00	5.110499225965612766e-08	1.016828110770668925e+00	1.016800432853780967e+00	1.016855401752558397e+00
1.639639639639639546e-01	1.976156926053433294e+00	1.976146790297409694e+00	1.976167101202038312e+00	1.741784192298264644e+00	1.741742115162296267e+00	1.741827925884717354e+00	5.096065846655235721e-08	1.016927810823591072e+00	1.016901606364716493e+00	1.016953995416502332e+00
1.645945945945945788e-01	1.981964429961745600e+00	1.981954735267243528e+00	1.981974178405158993e+00	1.728069928100657071e+00	1.728029943955710968e+00	1.728111823056892149e+00	5.083665737804398008e-08	1.017027511011246554e+00	1.017002542998199921e+00	1.017052572261310184e+00
1.652252252252252029e-01	1.987771933927225287e+00	1.987762544486685767e+00	1.987781281716286097e+00	1.714355664341182806e+00	1.714317511396557636e+00	1.714395870344604278e+00	5.073298762332618002e-08	1.017127211333574532e+00	1.017103282866556713e+00	1.017151288372846629e+00
1.658558558558558549e-01	1.993579437949858590e+00	1.993570329227115634e+00	1.993588485029603063e+00	1.700641401019905352e+00	1.700604648193281720e+00	1.700679800976076850e+00	5.064964783242402134e-08	1.017226911790503729e+00	1.017204056493457909e+00	1.017249986557580588e+00
1.664864864864864791e-01	1.999386942029640402e+00	1.999378122839053473e+00	1.999395671397099283e+00	1.686927138136892657e+00	1.686891495345430814e+00	1.686964228108405850e+00	5.058663663753262041e-08	1.017326612381973971e+00	1.017304771674872432e+00	1.017348667881273538e+00
1.671171171171171033e-01	2.005194446166558286e+00	2.005185850169553419e+00	2.005202946090144600e+00	1.673212875692206447e+00	1.673178154218632363e+00	1.673248425384162408e+00	5.054395267194297559e-08	1.017426313107918201e+00	1.017405411244852509e+00	1.017447551873293055e+00
1.677477477477477275e-01	2.011001950360603807e+00	2.010993493663379539e+00	2.011010368414163807e+00	1.659498613685915336e+00	1.659464866293344221e+00	1.659533309646825439e+00	5.052159457069591631e-08	1.017526013968273357e+00	1.017505874389227571e+00	1.017546502124827112e+00
1.683783783783783794e-01	2.016809454611763641e+00	2.016801093411403567e+00	2.016817747559380702e+00	1.645784352118071503e+00	1.645751311364103353e+00	1.645817945725110976e+00	5.051956097038526723e-08	1.017625714962972161e+00	1.017606176776134630e+00	1.017645621350825147e+00
1.690090090090090036e-01	2.022616958920033792e+00	2.022608607093638877e+00	2.022625225784821179e+00	1.632070090988749556e+00	1.632037826528803581e+00	1.632102840032892299e+00	5.053785050897962719e-08	1.017725416091950663e+00	1.017706397916850580e+00	1.017744793643048817e+00
1.696396396396396278e-01	2.028424463285397827e+00	2.028416056300962556e+00	2.028432726482641169e+00	1.618355830298005893e+00	1.618323918841015674e+00	1.618387915315531833e+00	5.057646182618116704e-08	1.017825117355146025e+00	1.017806458579606277e+00	1.017844220278843137e+00
1.702702702702702520e-01	2.034231967707852640e+00	2.034223451522974901e+00	2.034240312641856008e+00	1.604641570045904686e+00	1.604609401853378747e+00	1.604673728099892172e+00	5.063539356316168630e-08	1.017924818752491189e+00	1.017906506019714774e+00	1.017943599216164730e+00
