N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002255 	 1.0008542 	 1.1027 	 0.994 	 7.113
0.0220619 	 1.1831569 	 12.0209 	 0.960 	 35.156
0.0428512 	 1.2259795 	 22.5288 	 0.998 	 47.936
0.0625692 	 1.3033240 	 32.9790 	 1.006 	 51.537
0.0812811 	 1.3959511 	 43.3591 	 1.008 	 52.656
0.0990764 	 1.4964955 	 53.7009 	 1.010 	 53.118
0.1160436 	 1.6042728 	 64.5965 	 1.011 	 53.356
0.1322142 	 1.7182134 	 74.9151 	 1.014 	 53.459
0.1476592 	 1.8364823 	 84.5291 	 1.014 	 53.599
0.1624150 	 1.9622737 	 95.0097 	 1.017 	 53.579
0.1765380 	 2.0918176 	 105.6236 	 1.019 	 53.530
0.1900790 	 2.2264755 	 115.5057 	 1.021 	 53.517
0.2030638 	 2.3664878 	 125.4621 	 1.023 	 53.528
0.2155162 	 2.5090349 	 135.5497 	 1.025 	 53.478
0.2274862 	 2.6569818 	 146.9724 	 1.026 	 53.473
0.2390029 	 2.8094493 	 157.3251 	 1.029 	 53.462
0.2500855 	 2.9661638 	 168.5175 	 1.031 	 53.445
0.2607648 	 3.1270958 	 177.2058 	 1.033 	 53.436
0.2710631 	 3.2915563 	 188.3870 	 1.035 	 53.428
0.2810016 	 3.4614156 	 199.0076 	 1.037 	 53.413
0.2905989 	 3.6343364 	 210.0308 	 1.038 	 53.388
0.2998756 	 3.8121962 	 221.7456 	 1.040 	 53.378
0.3088459 	 3.9949382 	 232.8474 	 1.042 	 53.380
0.3175221 	 4.1793506 	 246.8603 	 1.045 	 53.325
0.3259212 	 4.3699893 	 256.5269 	 1.046 	 53.343
0.3340638 	 4.5646926 	 265.9006 	 1.048 	 53.347
0.3419532 	 4.7632909 	 276.4530 	 1.051 	 53.321
0.3496095 	 4.9635174 	 287.1716 	 1.053 	 53.298
0.3570419 	 5.1716520 	 299.2770 	 1.055 	 53.300
0.3642517 	 5.3806120 	 308.1781 	 1.056 	 53.264
0.3712598 	 5.5949983 	 319.4664 	 1.058 	 53.277
0.3780732 	 5.8134578 	 328.4830 	 1.060 	 53.246
0.3846982 	 6.0343131 	 340.8925 	 1.061 	 53.237
0.3911407 	 6.2632416 	 351.3285 	 1.064 	 53.234
0.3974115 	 6.4906438 	 359.5373 	 1.064 	 53.200
0.4035159 	 6.7248595 	 369.7026 	 1.066 	 53.194
0.4094564 	 6.9621555 	 382.1306 	 1.068 	 53.202
0.4152540 	 7.2014628 	 395.5791 	 1.070 	 53.155
0.4208995 	 7.4493153 	 402.9625 	 1.072 	 53.162
0.4264096 	 7.6979887 	 411.7731 	 1.073 	 53.135
0.4317920 	 7.9520339 	 424.3980 	 1.074 	 53.137
0.4370376 	 8.2122439 	 437.0257 	 1.076 	 53.124
0.4421594 	 8.4706677 	 447.7870 	 1.077 	 53.079
0.4471607 	 8.7362673 	 458.2865 	 1.078 	 53.100
0.4520440 	 9.0035538 	 469.4698 	 1.079 	 53.085
0.4568205 	 9.2749061 	 480.6092 	 1.080 	 53.053
0.4614865 	 9.5518288 	 488.6116 	 1.081 	 53.050
0.4660464 	 9.8310906 	 502.2220 	 1.082 	 53.050
0.4705062 	 10.1116767 	 510.4254 	 1.082 	 53.029
0.4748712 	 10.4003138 	 518.6762 	 1.084 	 53.026
0.4791445 	 10.6929767 	 527.0859 	 1.085 	 53.008
0.4833268 	 10.9865459 	 539.2068 	 1.085 	 53.006
0.4874202 	 11.2840992 	 548.5430 	 1.087 	 52.977
0.4914306 	 11.5866605 	 560.9102 	 1.087 	 52.981
0.4953594 	 11.8950744 	 574.5988 	 1.088 	 52.980
0.4992083 	 12.2043032 	 586.9532 	 1.089 	 52.957
0.5029775 	 12.5149793 	 593.7911 	 1.090 	 52.942
0.5066744 	 12.8377228 	 607.6462 	 1.091 	 52.939
0.5103009 	 13.1558399 	 621.2156 	 1.091 	 52.920
0.5138582 	 13.4818211 	 632.6598 	 1.089 	 52.911
0.5173459 	 13.8065422 	 642.1593 	 1.091 	 52.884
0.5207649 	 14.1418344 	 652.9207 	 1.091 	 52.888
0.5241221 	 14.4792633 	 669.4863 	 1.091 	 52.886
0.5274163 	 14.8219321 	 688.1107 	 1.092 	 52.879
0.5306490 	 15.1678883 	 703.4012 	 1.092 	 52.864
0.5338210 	 15.5150616 	 721.9982 	 1.092 	 52.858
0.5369336 	 15.8742638 	 744.8902 	 1.091 	 52.858
0.5399925 	 16.2319774 	 772.2374 	 1.090 	 52.875
0.5429948 	 16.5896924 	 796.8714 	 1.091 	 52.840
0.5459451 	 16.9495457 	 824.3843 	 1.090 	 52.816
0.5488448 	 17.3161702 	 862.5111 	 1.090 	 52.800
0.5516961 	 17.6957326 	 900.5085 	 1.089 	 52.820
0.5544973 	 18.0679080 	 975.8776 	 1.088 	 52.804
0.5572506 	 18.4512416 	 1087.9931 	 1.087 	 52.797
