N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002261 	 1.0008544 	 1.1026 	 0.987 	 7.113
0.0220543 	 1.1833059 	 12.0259 	 0.960 	 35.131
0.0428456 	 1.2259603 	 22.5726 	 0.998 	 47.972
0.0625743 	 1.3034713 	 33.0123 	 1.007 	 51.542
0.0812886 	 1.3961823 	 43.2637 	 1.009 	 52.645
0.0990826 	 1.4967798 	 53.8258 	 1.010 	 53.131
0.1160319 	 1.6043181 	 64.3723 	 1.011 	 53.366
0.1321892 	 1.7182159 	 74.7127 	 1.013 	 53.485
0.1476269 	 1.8356344 	 84.7605 	 1.015 	 53.570
0.1623896 	 1.9616366 	 96.0129 	 1.017 	 53.555
0.1764983 	 2.0916521 	 107.1289 	 1.018 	 53.545
0.1900359 	 2.2256999 	 116.5078 	 1.021 	 53.509
0.2030022 	 2.3655145 	 127.6369 	 1.023 	 53.509
0.2154688 	 2.5087510 	 139.3784 	 1.025 	 53.480
0.2274432 	 2.6563880 	 149.9344 	 1.027 	 53.467
0.2389571 	 2.8083683 	 160.2564 	 1.029 	 53.442
0.2500472 	 2.9651025 	 170.5237 	 1.031 	 53.443
0.2607241 	 3.1265247 	 180.7688 	 1.033 	 53.454
0.2710214 	 3.2912151 	 191.2815 	 1.035 	 53.413
0.2809511 	 3.4610169 	 202.3255 	 1.037 	 53.420
0.2905530 	 3.6344740 	 213.9446 	 1.038 	 53.399
0.2998255 	 3.8104423 	 223.5687 	 1.040 	 53.376
0.3087912 	 3.9931802 	 233.2691 	 1.043 	 53.371
0.3174691 	 4.1797042 	 244.0164 	 1.044 	 53.361
0.3258722 	 4.3682676 	 254.3644 	 1.046 	 53.333
0.3340098 	 4.5620715 	 265.8852 	 1.048 	 53.324
0.3418990 	 4.7608596 	 274.7856 	 1.050 	 53.322
0.3495553 	 4.9633168 	 283.6178 	 1.052 	 53.307
0.3569892 	 5.1680029 	 294.9989 	 1.054 	 53.299
0.3642038 	 5.3794867 	 304.7704 	 1.056 	 53.283
0.3712088 	 5.5927734 	 314.0819 	 1.058 	 53.252
0.3780271 	 5.8110064 	 324.7763 	 1.060 	 53.236
0.3846532 	 6.0345042 	 336.4555 	 1.061 	 53.243
0.3910933 	 6.2589506 	 345.5950 	 1.063 	 53.225
0.3973603 	 6.4890646 	 356.5451 	 1.065 	 53.213
0.4034691 	 6.7234191 	 368.1906 	 1.066 	 53.195
0.4094188 	 6.9592119 	 377.6954 	 1.067 	 53.177
0.4152195 	 7.2013705 	 390.2199 	 1.070 	 53.151
0.4208710 	 7.4470405 	 400.0846 	 1.071 	 53.152
0.4263811 	 7.6971096 	 411.2191 	 1.073 	 53.132
0.4317566 	 7.9503590 	 422.6850 	 1.074 	 53.115
0.4370026 	 8.2066692 	 433.3581 	 1.075 	 53.100
0.4421244 	 8.4684094 	 444.7673 	 1.076 	 53.089
0.4471242 	 8.7321505 	 459.6741 	 1.076 	 53.086
0.4520145 	 8.9996253 	 475.0347 	 1.079 	 53.085
0.4567886 	 9.2731512 	 487.9125 	 1.080 	 53.045
0.4614566 	 9.5492787 	 504.4805 	 1.082 	 53.061
0.4660178 	 9.8312464 	 518.6482 	 1.082 	 53.057
0.4704807 	 10.1101381 	 525.7721 	 1.083 	 53.008
0.4748471 	 10.4019914 	 538.5215 	 1.084 	 53.021
0.4791183 	 10.6927447 	 548.1076 	 1.085 	 53.019
0.4833019 	 10.9865827 	 554.3983 	 1.085 	 53.005
0.4873949 	 11.2815480 	 565.0812 	 1.086 	 52.976
0.4914038 	 11.5840641 	 574.6080 	 1.086 	 52.966
0.4953339 	 11.8902533 	 588.4613 	 1.088 	 52.959
0.4991819 	 12.2006449 	 597.9521 	 1.088 	 52.945
0.5029555 	 12.5139200 	 608.0691 	 1.089 	 52.942
0.5066524 	 12.8278881 	 613.4050 	 1.089 	 52.919
0.5102762 	 13.1477861 	 623.3335 	 1.090 	 52.917
