N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002262 	 1.0008544 	 1.1026 	 0.995 	 7.113
0.0220754 	 1.1831433 	 12.0624 	 0.960 	 35.195
0.0428809 	 1.2260466 	 22.5531 	 0.999 	 47.968
0.0625998 	 1.3034913 	 32.9894 	 1.006 	 51.527
0.0813278 	 1.3963890 	 43.6054 	 1.008 	 52.663
0.0991218 	 1.4970361 	 53.9148 	 1.010 	 53.137
0.1160813 	 1.6047906 	 64.2690 	 1.011 	 53.377
0.1322587 	 1.7186924 	 75.1385 	 1.013 	 53.469
0.1476921 	 1.8368223 	 85.1440 	 1.015 	 53.587
0.1624464 	 1.9621884 	 95.3645 	 1.016 	 53.569
0.1765612 	 2.0922262 	 105.1723 	 1.020 	 53.537
0.1900904 	 2.2266599 	 115.5574 	 1.021 	 53.520
0.2030559 	 2.3657608 	 126.0163 	 1.023 	 53.505
0.2155176 	 2.5092059 	 137.4713 	 1.025 	 53.517
0.2274921 	 2.6570616 	 147.4844 	 1.027 	 53.469
0.2390036 	 2.8093135 	 158.3198 	 1.029 	 53.459
0.2500838 	 2.9652259 	 168.2664 	 1.031 	 53.431
0.2607575 	 3.1264101 	 178.1527 	 1.033 	 53.437
0.2710538 	 3.2918262 	 187.7557 	 1.035 	 53.415
0.2809905 	 3.4609167 	 197.8294 	 1.036 	 53.401
0.2905842 	 3.6344784 	 207.5003 	 1.039 	 53.393
0.2998487 	 3.8122611 	 218.0431 	 1.041 	 53.384
0.3088159 	 3.9935993 	 229.9979 	 1.043 	 53.362
0.3174916 	 4.1792925 	 240.8807 	 1.045 	 53.359
0.3258867 	 4.3698832 	 251.1237 	 1.047 	 53.364
0.3340308 	 4.5640500 	 261.4575 	 1.049 	 53.329
0.3419209 	 4.7602536 	 271.3707 	 1.051 	 53.290
0.3495723 	 4.9639345 	 281.2629 	 1.052 	 53.290
0.3569983 	 5.1691459 	 292.8802 	 1.054 	 53.273
0.3642089 	 5.3790676 	 304.5610 	 1.056 	 53.276
0.3712158 	 5.5925721 	 317.0196 	 1.057 	 53.257
0.3780344 	 5.8114381 	 325.1726 	 1.060 	 53.235
0.3846560 	 6.0342649 	 338.0881 	 1.062 	 53.249
0.3911008 	 6.2586992 	 348.9857 	 1.063 	 53.220
0.3973729 	 6.4918665 	 359.7236 	 1.064 	 53.221
0.4034771 	 6.7245695 	 367.0762 	 1.065 	 53.197
0.4094274 	 6.9592833 	 375.5118 	 1.068 	 53.165
0.4152211 	 7.2025136 	 385.4115 	 1.070 	 53.170
0.4208804 	 7.4484709 	 397.1288 	 1.071 	 53.141
0.4263921 	 7.6980357 	 405.9468 	 1.072 	 53.143
0.4317684 	 7.9522071 	 418.3411 	 1.074 	 53.123
0.4370115 	 8.2074593 	 428.8691 	 1.076 	 53.110
0.4421335 	 8.4706872 	 441.3600 	 1.077 	 53.112
0.4471402 	 8.7358655 	 452.7112 	 1.077 	 53.109
0.4520253 	 9.0015999 	 458.1838 	 1.079 	 53.055
0.4567996 	 9.2730912 	 467.2945 	 1.080 	 53.046
0.4614642 	 9.5528854 	 476.2753 	 1.081 	 53.059
0.4660265 	 9.8288805 	 487.5597 	 1.082 	 53.045
0.4704879 	 10.1128749 	 495.6508 	 1.083 	 53.038
0.4748533 	 10.3999207 	 506.9330 	 1.085 	 53.008
0.4791235 	 10.6892696 	 521.1426 	 1.085 	 53.009
0.4833047 	 10.9832126 	 531.3532 	 1.087 	 52.984
0.4873974 	 11.2813394 	 543.1974 	 1.086 	 52.977
0.4914081 	 11.5868820 	 549.3831 	 1.087 	 52.981
0.4953348 	 11.8906616 	 554.7423 	 1.088 	 52.980
0.4991827 	 12.1977643 	 570.4802 	 1.088 	 52.954
0.5029556 	 12.5145849 	 579.0414 	 1.089 	 52.961
0.5066554 	 12.8249461 	 587.2027 	 1.089 	 52.917
0.5102772 	 13.1506238 	 597.9586 	 1.090 	 52.916
0.5138300 	 13.4835423 	 610.0048 	 1.089 	 52.915
0.5173129 	 13.8105567 	 622.4890 	 1.088 	 52.912
0.5207351 	 14.1419875 	 637.2596 	 1.088 	 52.902
0.5240900 	 14.4741401 	 646.9152 	 1.088 	 52.884
0.5273843 	 14.8196160 	 660.3592 	 1.088 	 52.882
0.5306170 	 15.1623499 	 676.9951 	 1.088 	 52.856
0.5337874 	 15.5160377 	 697.6782 	 1.088 	 52.860
0.5369015 	 15.8663049 	 717.9913 	 1.088 	 52.856
0.5399613 	 16.2184930 	 743.2514 	 1.087 	 52.842
0.5429670 	 16.5698407 	 773.7648 	 1.085 	 52.826
0.5459194 	 16.9420290 	 804.0816 	 1.086 	 52.812
0.5488248 	 17.3060530 	 842.5252 	 1.085 	 52.829
0.5516757 	 17.6771387 	 896.0322 	 1.085 	 52.801
0.5544780 	 18.0533559 	 965.3295 	 1.084 	 52.816
0.5572359 	 18.4302911 	 1073.8356 	 1.083 	 52.804
0.5599461 	 18.8187412 	 1237.3422 	 1.083 	 52.790
0.5626090 	 19.2066856 	 1478.3613 	 1.082 	 52.823
0.5652304 	 19.5951475 	 1886.3007 	 1.081 	 52.800
0.5678091 	 19.9823682 	 2550.3761 	 1.080 	 52.791
0.5703449 	 20.3812913 	 3737.3939 	 1.077 	 52.815
0.5728410 	 20.7894026 	 5705.5208 	 1.076 	 52.809
0.5752952 	 21.1906098 	 9063.0760 	 1.073 	 52.789
0.5777113 	 21.6160851 	 14414.0998 	 1.069 	 52.800
0.5800866 	 22.0671188 	 22894.7884 	 1.066 	 52.820
0.5824213 	 22.5289728 	 35544.5166 	 1.061 	 52.808
0.5847131 	 23.0127998 	 52449.8553 	 1.058 	 52.844
0.5869608 	 23.5359649 	 73918.8843 	 1.055 	 52.858
0.5891655 	 24.0912782 	 99226.0016 	 1.052 	 52.888
0.5913226 	 24.6818397 	 128815.2757 	 1.050 	 52.904
0.5934331 	 25.3244083 	 158921.1801 	 1.051 	 52.934
0.5954945 	 25.9913920 	 193984.2299 	 1.051 	 52.951
0.5975065 	 26.7000022 	 233154.2468 	 1.054 	 53.003
0.5994702 	 27.4549076 	 274449.8016 	 1.058 	 53.050
0.6013826 	 28.2212660 	 319419.1128 	 1.063 	 53.056
0.6032469 	 29.0448009 	 363698.1463 	 1.067 	 53.094
0.6050608 	 29.8988338 	 409523.3185 	 1.072 	 53.115
0.6068257 	 30.7901780 	 458457.3711 	 1.076 	 53.146
0.6085423 	 31.7473755 	 502962.8058 	 1.081 	 53.160
0.6102112 	 32.7419593 	 543000.2598 	 1.086 	 53.165
0.6118322 	 33.7797552 	 578860.9110 	 1.089 	 53.191
0.6134044 	 34.8671929 	 608782.2264 	 1.092 	 53.214
0.6149304 	 35.9854401 	 632199.9946 	 1.095 	 53.175
0.6164101 	 37.1778322 	 652865.4694 	 1.097 	 53.202
0.6178447 	 38.3979438 	 665392.9821 	 1.099 	 53.210
0.6192358 	 39.6476146 	 669494.1511 	 1.100 	 53.202
0.6205853 	 40.9197652 	 662482.8848 	 1.099 	 53.190
0.6218952 	 42.2205699 	 641594.7078 	 1.095 	 53.203
0.6231682 	 43.5255564 	 613565.9293 	 1.091 	 53.209
0.6244043 	 44.7733233 	 564604.6605 	 1.082 	 53.208
0.6256076 	 45.9684122 	 503473.5101 	 1.065 	 53.204
0.6267840 	 47.0411746 	 449395.0032 	 1.042 	 53.240
0.6279366 	 47.9987807 	 431344.8246 	 1.012 	 53.251
0.6290700 	 48.8344526 	 473760.5130 	 0.978 	 53.258
