N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002250 	 1.0008513 	 1.1025 	 0.991 	 7.112
0.0220621 	 1.1832988 	 12.0625 	 0.960 	 35.122
0.0428498 	 1.2259802 	 22.5676 	 0.997 	 47.976
0.0625738 	 1.3034179 	 32.8906 	 1.006 	 51.543
0.0812909 	 1.3960188 	 43.2946 	 1.007 	 52.626
0.0990919 	 1.4967229 	 54.2426 	 1.010 	 53.134
0.1160459 	 1.6042057 	 64.3944 	 1.011 	 53.343
0.1322132 	 1.7182216 	 74.1402 	 1.014 	 53.461
0.1476640 	 1.8363087 	 84.3967 	 1.014 	 53.587
0.1624157 	 1.9619175 	 94.4563 	 1.016 	 53.571
0.1765300 	 2.0919143 	 104.3853 	 1.019 	 53.551
0.1900657 	 2.2265107 	 114.2364 	 1.022 	 53.514
0.2030377 	 2.3654927 	 124.9499 	 1.024 	 53.500
0.2154934 	 2.5089656 	 134.3694 	 1.025 	 53.496
0.2274576 	 2.6568232 	 144.5155 	 1.027 	 53.474
0.2389716 	 2.8089206 	 156.0107 	 1.029 	 53.461
0.2500551 	 2.9654550 	 167.0919 	 1.031 	 53.472
0.2607319 	 3.1261421 	 177.1270 	 1.033 	 53.426
0.2710340 	 3.2912662 	 188.9717 	 1.035 	 53.437
0.2809733 	 3.4602432 	 198.8462 	 1.036 	 53.405
0.2905653 	 3.6335563 	 208.9085 	 1.038 	 53.389
0.2998386 	 3.8117026 	 220.0492 	 1.040 	 53.398
0.3088070 	 3.9935524 	 228.8525 	 1.043 	 53.372
0.3174834 	 4.1795767 	 238.4915 	 1.044 	 53.364
0.3258849 	 4.3696735 	 248.0998 	 1.047 	 53.352
0.3340254 	 4.5626350 	 258.5052 	 1.048 	 53.319
0.3419228 	 4.7616423 	 269.0625 	 1.050 	 53.316
0.3495736 	 4.9641154 	 279.7492 	 1.052 	 53.311
0.3570054 	 5.1679150 	 287.5998 	 1.054 	 53.267
0.3642186 	 5.3805334 	 297.8058 	 1.056 	 53.277
0.3712335 	 5.5935676 	 308.2006 	 1.059 	 53.249
0.3780453 	 5.8142821 	 318.5764 	 1.060 	 53.262
0.3846670 	 6.0330380 	 327.8502 	 1.062 	 53.217
0.3911136 	 6.2590493 	 339.0025 	 1.064 	 53.209
0.3973791 	 6.4894667 	 348.0735 	 1.065 	 53.188
0.4034859 	 6.7260883 	 358.0044 	 1.067 	 53.214
0.4094316 	 6.9617314 	 367.3602 	 1.068 	 53.208
0.4152286 	 7.2047775 	 376.7913 	 1.070 	 53.168
0.4208795 	 7.4476620 	 384.5876 	 1.071 	 53.156
0.4263920 	 7.6972021 	 392.7233 	 1.073 	 53.130
0.4317695 	 7.9551532 	 401.7257 	 1.074 	 53.148
0.4370150 	 8.2075964 	 408.4845 	 1.076 	 53.122
0.4421343 	 8.4644870 	 417.5771 	 1.077 	 53.070
0.4471335 	 8.7352937 	 430.3906 	 1.077 	 53.114
0.4520160 	 9.0000592 	 438.5944 	 1.080 	 53.058
0.4567897 	 9.2730041 	 450.8008 	 1.080 	 53.053
