N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002262 	 1.0008551 	 1.1027 	 1.001 	 7.113
0.0220548 	 1.1832365 	 12.0241 	 0.960 	 35.145
0.0428561 	 1.2259313 	 22.5463 	 0.998 	 47.968
0.0625726 	 1.3034905 	 33.0519 	 1.007 	 51.552
0.0812847 	 1.3959738 	 43.1933 	 1.007 	 52.640
0.0990793 	 1.4966246 	 53.9658 	 1.009 	 53.137
0.1160356 	 1.6041734 	 64.4188 	 1.011 	 53.353
0.1322075 	 1.7182602 	 75.8197 	 1.014 	 53.474
0.1476503 	 1.8364600 	 86.0253 	 1.014 	 53.584
0.1624006 	 1.9619601 	 96.9054 	 1.017 	 53.570
0.1765222 	 2.0918398 	 106.9113 	 1.020 	 53.555
0.1900559 	 2.2261355 	 117.6024 	 1.021 	 53.518
0.2030313 	 2.3654003 	 128.9717 	 1.024 	 53.516
0.2154843 	 2.5090312 	 139.3786 	 1.025 	 53.497
0.2274538 	 2.6562009 	 150.3838 	 1.027 	 53.464
0.2389674 	 2.8092482 	 160.7564 	 1.028 	 53.474
0.2500514 	 2.9660388 	 171.6815 	 1.032 	 53.446
0.2607302 	 3.1258280 	 182.5417 	 1.033 	 53.437
0.2710318 	 3.2909597 	 193.1386 	 1.034 	 53.411
0.2809695 	 3.4604663 	 204.6934 	 1.037 	 53.398
0.2905631 	 3.6341928 	 216.0423 	 1.039 	 53.388
0.2998344 	 3.8118934 	 226.7920 	 1.041 	 53.390
0.3088025 	 3.9930396 	 239.0025 	 1.043 	 53.359
0.3174734 	 4.1789928 	 248.8316 	 1.045 	 53.353
0.3258792 	 4.3701106 	 259.5292 	 1.047 	 53.358
0.3340271 	 4.5636100 	 272.9831 	 1.049 	 53.317
0.3419213 	 4.7610372 	 282.5518 	 1.050 	 53.313
0.3495792 	 4.9634891 	 294.5144 	 1.052 	 53.309
0.3570089 	 5.1690131 	 305.4884 	 1.054 	 53.289
0.3642216 	 5.3797072 	 316.0389 	 1.056 	 53.275
0.3712316 	 5.5940734 	 326.9713 	 1.059 	 53.262
0.3780412 	 5.8114190 	 337.0300 	 1.058 	 53.251
0.3846651 	 6.0340493 	 345.5675 	 1.062 	 53.224
0.3911100 	 6.2598337 	 355.0648 	 1.064 	 53.216
0.3973802 	 6.4890898 	 367.3708 	 1.065 	 53.209
0.4034858 	 6.7229686 	 377.2743 	 1.068 	 53.179
0.4094367 	 6.9611727 	 388.5222 	 1.069 	 53.169
0.4152325 	 7.2046811 	 402.0549 	 1.070 	 53.163
0.4208815 	 7.4497642 	 412.2919 	 1.071 	 53.159
