N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002266 	 1.0008525 	 1.1027 	 0.978 	 7.112
0.0220654 	 1.1833031 	 11.9746 	 0.960 	 35.129
0.0428763 	 1.2261338 	 22.4494 	 0.998 	 47.995
0.0625795 	 1.3034909 	 32.9747 	 1.007 	 51.545
0.0812764 	 1.3960437 	 43.3616 	 1.008 	 52.639
0.0990904 	 1.4967384 	 54.0347 	 1.010 	 53.123
0.1160598 	 1.6044278 	 64.4182 	 1.012 	 53.348
0.1322287 	 1.7185642 	 74.9058 	 1.013 	 53.482
0.1476770 	 1.8364494 	 84.6752 	 1.014 	 53.582
0.1624363 	 1.9621626 	 95.2815 	 1.016 	 53.578
0.1765576 	 2.0921225 	 106.4496 	 1.019 	 53.545
0.1900868 	 2.2268026 	 116.3671 	 1.021 	 53.532
0.2030587 	 2.3659725 	 126.8104 	 1.023 	 53.513
0.2155155 	 2.5092561 	 136.8799 	 1.024 	 53.495
0.2274896 	 2.6563750 	 147.4595 	 1.027 	 53.473
0.2390013 	 2.8092662 	 158.7178 	 1.029 	 53.453
0.2500783 	 2.9658249 	 168.5583 	 1.031 	 53.461
0.2607580 	 3.1265874 	 178.9627 	 1.034 	 53.424
0.2710457 	 3.2916713 	 189.8358 	 1.034 	 53.426
0.2809820 	 3.4618782 	 200.3361 	 1.037 	 53.424
0.2905764 	 3.6348755 	 210.3879 	 1.039 	 53.411
0.2998478 	 3.8131104 	 219.3834 	 1.041 	 53.402
0.3088126 	 3.9944296 	 228.9657 	 1.043 	 53.382
0.3174878 	 4.1784586 	 240.0579 	 1.045 	 53.340
0.3258907 	 4.3697680 	 250.4871 	 1.046 	 53.338
0.3340318 	 4.5618632 	 260.2789 	 1.048 	 53.313
0.3419242 	 4.7613310 	 268.8286 	 1.050 	 53.313
0.3495809 	 4.9630202 	 280.4400 	 1.052 	 53.301
0.3570133 	 5.1687655 	 290.1087 	 1.054 	 53.292
0.3642225 	 5.3800961 	 302.2644 	 1.055 	 53.278
0.3712254 	 5.5941211 	 313.1757 	 1.057 	 53.263
0.3780325 	 5.8107510 	 324.3177 	 1.060 	 53.239
0.3846515 	 6.0346744 	 335.9412 	 1.062 	 53.245
0.3910934 	 6.2602458 	 344.6722 	 1.063 	 53.239
0.3973625 	 6.4900294 	 356.2386 	 1.066 	 53.207
0.4034708 	 6.7232115 	 368.2321 	 1.067 	 53.194
0.4094207 	 6.9598539 	 379.2647 	 1.069 	 53.151
0.4152198 	 7.2033882 	 388.8170 	 1.070 	 53.160
0.4208689 	 7.4480578 	 399.4828 	 1.071 	 53.147
0.4263833 	 7.6981924 	 410.5808 	 1.073 	 53.156
0.4317647 	 7.9513898 	 422.6269 	 1.074 	 53.117
0.4370069 	 8.2073791 	 434.3859 	 1.076 	 53.102
0.4421291 	 8.4679615 	 448.0687 	 1.077 	 53.097
0.4471288 	 8.7309987 	 458.1609 	 1.079 	 53.086
