N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002254 	 1.0008525 	 1.1028 	 0.995 	 7.113
0.0220654 	 1.1832241 	 12.0112 	 0.960 	 35.144
0.0428719 	 1.2260024 	 22.4992 	 0.998 	 47.960
0.0625933 	 1.3036943 	 33.2026 	 1.006 	 51.588
0.0813007 	 1.3960446 	 43.6559 	 1.008 	 52.629
0.0990919 	 1.4965739 	 54.0354 	 1.009 	 53.133
0.1160594 	 1.6045095 	 64.3757 	 1.012 	 53.355
0.1322383 	 1.7182998 	 75.0261 	 1.013 	 53.456
0.1476819 	 1.8363759 	 85.8010 	 1.014 	 53.569
0.1624377 	 1.9622057 	 96.5012 	 1.017 	 53.571
0.1765545 	 2.0920474 	 107.5941 	 1.020 	 53.540
0.1900842 	 2.2268358 	 116.8114 	 1.021 	 53.551
0.2030625 	 2.3664870 	 127.5206 	 1.023 	 53.527
0.2155186 	 2.5089025 	 137.5214 	 1.025 	 53.483
0.2274755 	 2.6566436 	 147.4810 	 1.027 	 53.472
0.2389892 	 2.8097772 	 157.4790 	 1.029 	 53.461
0.2500702 	 2.9656518 	 168.4678 	 1.031 	 53.446
0.2607550 	 3.1263394 	 179.1067 	 1.032 	 53.436
0.2710519 	 3.2917646 	 190.5951 	 1.035 	 53.416
0.2809848 	 3.4604788 	 201.2081 	 1.036 	 53.386
0.2905852 	 3.6345068 	 211.2658 	 1.039 	 53.387
0.2998548 	 3.8114870 	 219.7628 	 1.041 	 53.361
0.3088158 	 3.9938768 	 228.7508 	 1.042 	 53.367
0.3174930 	 4.1792922 	 238.6981 	 1.044 	 53.359
0.3258914 	 4.3691387 	 249.4258 	 1.046 	 53.335
0.3340330 	 4.5642937 	 261.6994 	 1.049 	 53.335
0.3419248 	 4.7614535 	 271.3213 	 1.050 	 53.326
0.3495834 	 4.9630980 	 282.7274 	 1.052 	 53.285
0.3570122 	 5.1695934 	 294.0319 	 1.054 	 53.282
0.3642282 	 5.3808752 	 303.4913 	 1.056 	 53.294
0.3712366 	 5.5935342 	 313.7008 	 1.058 	 53.251
0.3780471 	 5.8100572 	 326.8727 	 1.060 	 53.216
