N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002258 	 1.0008514 	 1.1027 	 0.989 	 7.112
0.0220663 	 1.1832109 	 12.0403 	 0.960 	 35.145
0.0428503 	 1.2260247 	 22.4708 	 0.998 	 47.960
0.0625703 	 1.3034512 	 32.9930 	 1.007 	 51.539
0.0812800 	 1.3960884 	 43.5349 	 1.008 	 52.652
0.0990790 	 1.4966987 	 53.6382 	 1.010 	 53.137
0.1160327 	 1.6042832 	 63.9437 	 1.011 	 53.358
0.1322017 	 1.7182405 	 74.2312 	 1.013 	 53.469
0.1476463 	 1.8362326 	 83.9860 	 1.014 	 53.579
0.1624034 	 1.9618981 	 94.9755 	 1.017 	 53.568
0.1765296 	 2.0919635 	 106.3289 	 1.019 	 53.542
0.1900645 	 2.2266025 	 116.6701 	 1.021 	 53.519
0.2030356 	 2.3658018 	 126.8303 	 1.023 	 53.527
0.2154891 	 2.5088110 	 137.7514 	 1.026 	 53.514
0.2274672 	 2.6575533 	 148.5997 	 1.028 	 53.486
0.2389807 	 2.8091249 	 158.7544 	 1.029 	 53.469
0.2500593 	 2.9654413 	 169.4894 	 1.031 	 53.443
0.2607485 	 3.1262740 	 181.1250 	 1.034 	 53.424
0.2710523 	 3.2913276 	 192.9481 	 1.035 	 53.408
0.2809882 	 3.4601015 	 203.6768 	 1.036 	 53.397
0.2905762 	 3.6343085 	 214.5712 	 1.039 	 53.385
0.2998540 	 3.8114249 	 226.1284 	 1.042 	 53.369
0.3088200 	 3.9943001 	 235.0703 	 1.043 	 53.378
0.3174956 	 4.1796778 	 246.3118 	 1.044 	 53.354
0.3258947 	 4.3700888 	 256.4030 	 1.047 	 53.339
0.3340329 	 4.5622836 	 267.3362 	 1.048 	 53.321
0.3419287 	 4.7609506 	 275.5321 	 1.050 	 53.313
0.3495839 	 4.9622877 	 285.5640 	 1.053 	 53.295
0.3570136 	 5.1691639 	 296.4116 	 1.054 	 53.270
0.3642279 	 5.3817753 	 308.8072 	 1.056 	 53.294
0.3712335 	 5.5939311 	 318.0381 	 1.058 	 53.268
0.3780466 	 5.8117547 	 326.3276 	 1.060 	 53.231
0.3846632 	 6.0353260 	 338.9134 	 1.061 	 53.246
0.3911126 	 6.2602679 	 349.3750 	 1.063 	 53.227
0.3973787 	 6.4897454 	 356.8152 	 1.065 	 53.211
0.4034893 	 6.7225635 	 369.2422 	 1.067 	 53.197
0.4094347 	 6.9586608 	 380.6261 	 1.068 	 53.158
0.4152332 	 7.2043283 	 390.9709 	 1.070 	 53.172
0.4208847 	 7.4496878 	 399.9438 	 1.071 	 53.169
0.4263960 	 7.6983084 	 408.9377 	 1.073 	 53.150
0.4317720 	 7.9513258 	 419.3486 	 1.074 	 53.124
0.4370168 	 8.2059578 	 426.3172 	 1.075 	 53.111
0.4421364 	 8.4725762 	 433.1966 	 1.077 	 53.121
0.4471371 	 8.7334353 	 441.9134 	 1.078 	 53.078
0.4520198 	 9.0021007 	 449.4303 	 1.078 	 53.083
0.4567956 	 9.2729553 	 461.3672 	 1.081 	 53.064
0.4614670 	 9.5495177 	 473.6606 	 1.081 	 53.062
0.4660280 	 9.8283016 	 486.4390 	 1.083 	 53.033
0.4704943 	 10.1137450 	 495.4825 	 1.084 	 53.020
0.4748581 	 10.3988858 	 507.5663 	 1.085 	 53.017
0.4791301 	 10.6930500 	 518.7009 	 1.086 	 52.999
0.4833111 	 10.9803475 	 530.4211 	 1.086 	 52.979
0.4874066 	 11.2832994 	 542.8106 	 1.087 	 52.980
0.4914140 	 11.5854541 	 560.2607 	 1.088 	 52.987
0.4953408 	 11.8900345 	 570.3338 	 1.088 	 52.957
0.4991901 	 12.1976228 	 577.1552 	 1.089 	 52.940
0.5029638 	 12.5173547 	 594.0057 	 1.090 	 52.953
0.5066629 	 12.8389180 	 604.8410 	 1.091 	 52.974
0.5102871 	 13.1564124 	 615.9723 	 1.090 	 52.930
0.5138439 	 13.4774476 	 632.6601 	 1.091 	 52.921
0.5173309 	 13.8034158 	 643.4251 	 1.091 	 52.904
0.5207510 	 14.1415956 	 648.1808 	 1.091 	 52.884
0.5241067 	 14.4744729 	 665.1321 	 1.091 	 52.891
0.5273989 	 14.8174668 	 682.3298 	 1.091 	 52.864
0.5306293 	 15.1659565 	 697.9581 	 1.091 	 52.885
0.5338019 	 15.5106190 	 708.1192 	 1.092 	 52.865
0.5369219 	 15.8654406 	 724.0913 	 1.091 	 52.853
0.5399857 	 16.2217740 	 737.3300 	 1.091 	 52.839
0.5429923 	 16.5796799 	 757.8192 	 1.090 	 52.848
0.5459457 	 16.9437230 	 788.9262 	 1.091 	 52.840
0.5488471 	 17.3186730 	 827.8605 	 1.091 	 52.839
0.5516969 	 17.6939754 	 875.8492 	 1.090 	 52.847
0.5544977 	 18.0767656 	 935.8876 	 1.090 	 52.854
0.5572503 	 18.4584894 	 1030.3492 	 1.088 	 52.824
0.5599544 	 18.8452963 	 1167.1092 	 1.087 	 52.797
0.5626154 	 19.2303975 	 1404.8037 	 1.087 	 52.789
0.5652296 	 19.6236557 	 1799.0202 	 1.085 	 52.797
0.5678010 	 20.0257949 	 2461.2260 	 1.084 	 52.796
0.5703295 	 20.4365470 	 3603.4911 	 1.083 	 52.802
0.5728170 	 20.8516956 	 5686.6582 	 1.083 	 52.774
0.5752654 	 21.2568212 	 9227.7735 	 1.084 	 52.780
0.5776722 	 21.6699219 	 15482.2663 	 1.085 	 52.763
0.5800396 	 22.0998496 	 25444.9879 	 1.085 	 52.743
0.5823690 	 22.5332936 	 41742.1644 	 1.088 	 52.758
0.5846628 	 22.9682818 	 66369.9419 	 1.091 	 52.739
0.5869182 	 23.4202562 	 104300.9349 	 1.095 	 52.738
0.5891355 	 23.8910215 	 155659.5259 	 1.098 	 52.734
0.5913155 	 24.3982049 	 220338.3908 	 1.102 	 52.735
0.5934580 	 24.9166006 	 300711.6444 	 1.107 	 52.721
0.5955578 	 25.4907307 	 386079.9321 	 1.113 	 52.722
0.5976165 	 26.1118942 	 473697.3720 	 1.120 	 52.731
0.5996293 	 26.7763062 	 556703.8370 	 1.125 	 52.704
0.6015936 	 27.4904780 	 628155.2920 	 1.133 	 52.689
0.6035113 	 28.2539102 	 694084.6795 	 1.141 	 52.683
0.6053798 	 29.0737511 	 745916.4808 	 1.150 	 52.677
0.6071992 	 29.9328340 	 788395.5278 	 1.158 	 52.665
0.6089692 	 30.8459874 	 819163.8495 	 1.166 	 52.652
0.6106871 	 31.7999512 	 841878.0064 	 1.174 	 52.656
0.6123577 	 32.8036220 	 861782.7483 	 1.183 	 52.631
0.6139787 	 33.8403835 	 876017.0916 	 1.192 	 52.618
0.6155543 	 34.9359139 	 886942.5100 	 1.201 	 52.617
0.6170812 	 36.0583444 	 894360.5007 	 1.209 	 52.576
0.6185621 	 37.2579107 	 898817.7314 	 1.219 	 52.592
0.6199987 	 38.4821498 	 905375.6434 	 1.227 	 52.569
0.6213906 	 39.7467554 	 908335.2637 	 1.235 	 52.545
0.6227400 	 41.0728302 	 912455.8560 	 1.245 	 52.542
0.6240473 	 42.4514461 	 915842.9671 	 1.254 	 52.507
0.6253143 	 43.8883158 	 917232.0755 	 1.262 	 52.501
0.6265413 	 45.3785858 	 919241.8625 	 1.272 	 52.498
0.6277297 	 46.9413758 	 921238.4510 	 1.281 	 52.496
0.6288786 	 48.5157212 	 919881.4718 	 1.288 	 52.466
0.6299917 	 50.2082574 	 920860.1258 	 1.298 	 52.466
