N=60 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0002252 	 1.0008529 	 1.1026 	 0.994 	 7.113
0.0220623 	 1.1833800 	 11.9428 	 0.960 	 35.126
0.0428622 	 1.2261140 	 22.3570 	 0.997 	 47.957
0.0625717 	 1.3033884 	 32.7827 	 1.006 	 51.546
0.0812909 	 1.3961235 	 43.0478 	 1.008 	 52.645
0.0990893 	 1.4965911 	 53.1006 	 1.009 	 53.118
0.1160366 	 1.6043252 	 63.3848 	 1.011 	 53.358
0.1322128 	 1.7185146 	 73.2470 	 1.013 	 53.460
0.1476629 	 1.8368310 	 83.4648 	 1.014 	 53.598
0.1624166 	 1.9618050 	 94.1430 	 1.017 	 53.565
0.1765387 	 2.0917228 	 104.0031 	 1.019 	 53.523
0.1900761 	 2.2261764 	 114.1111 	 1.020 	 53.532
0.2030517 	 2.3656461 	 124.4108 	 1.023 	 53.502
0.2155103 	 2.5088413 	 135.4628 	 1.025 	 53.496
0.2274812 	 2.6568849 	 146.0989 	 1.027 	 53.462
0.2389963 	 2.8091668 	 157.7788 	 1.029 	 53.467
0.2500804 	 2.9655682 	 169.1942 	 1.032 	 53.456
0.2607609 	 3.1275092 	 180.4132 	 1.032 	 53.442
0.2710531 	 3.2914333 	 190.2185 	 1.035 	 53.416
0.2809866 	 3.4606633 	 200.8922 	 1.036 	 53.416
0.2905799 	 3.6342902 	 212.5300 	 1.038 	 53.400
0.2998494 	 3.8118422 	 222.8324 	 1.041 	 53.382
0.3088167 	 3.9937540 	 231.8486 	 1.043 	 53.358
0.3174898 	 4.1797029 	 241.7610 	 1.045 	 53.352
0.3258922 	 4.3700849 	 253.7628 	 1.047 	 53.346
0.3340351 	 4.5644502 	 265.9318 	 1.048 	 53.338
0.3419231 	 4.7617990 	 275.3969 	 1.050 	 53.305
0.3495790 	 4.9636330 	 286.8038 	 1.052 	 53.305
0.3570090 	 5.1686629 	 296.8870 	 1.054 	 53.280
0.3642226 	 5.3796568 	 309.3755 	 1.056 	 53.266
0.3712303 	 5.5950366 	 322.3961 	 1.059 	 53.265
0.3780402 	 5.8127881 	 334.4465 	 1.061 	 53.253
0.3846658 	 6.0342155 	 346.2250 	 1.062 	 53.240
0.3911091 	 6.2599888 	 358.4893 	 1.064 	 53.223
0.3973840 	 6.4895954 	 369.9130 	 1.066 	 53.205
0.4034941 	 6.7251334 	 381.1003 	 1.066 	 53.201
0.4094445 	 6.9618753 	 390.0576 	 1.069 	 53.174
0.4152377 	 7.2037049 	 402.4429 	 1.070 	 53.174
0.4208906 	 7.4479486 	 412.8177 	 1.071 	 53.146
0.4264024 	 7.6968637 	 420.3906 	 1.073 	 53.129
0.4317828 	 7.9491062 	 428.6857 	 1.075 	 53.124
0.4370272 	 8.2074460 	 437.5784 	 1.075 	 53.117
0.4421490 	 8.4672468 	 447.6655 	 1.076 	 53.095
0.4471507 	 8.7344806 	 455.5546 	 1.077 	 53.093
0.4520373 	 9.0013694 	 465.3711 	 1.079 	 53.066
0.4568091 	 9.2772989 	 475.3164 	 1.080 	 53.067
0.4614737 	 9.5529876 	 488.4509 	 1.081 	 53.065
0.4660345 	 9.8315007 	 497.4165 	 1.083 	 53.034
0.4704959 	 10.1110720 	 505.1423 	 1.083 	 53.016
0.4748640 	 10.3946005 	 521.0147 	 1.085 	 53.007
0.4791354 	 10.6905354 	 530.2743 	 1.086 	 53.008
0.4833162 	 10.9835668 	 535.0381 	 1.086 	 52.988
0.4874106 	 11.2796011 	 546.0825 	 1.087 	 52.973
0.4914189 	 11.5874475 	 558.8667 	 1.088 	 52.976
0.4953462 	 11.8916827 	 569.8714 	 1.089 	 52.958
0.4991946 	 12.1983657 	 576.6371 	 1.088 	 52.957
0.5029672 	 12.5154862 	 588.4440 	 1.089 	 52.940
0.5066654 	 12.8354684 	 595.7850 	 1.089 	 52.947
0.5102896 	 13.1491755 	 604.2623 	 1.090 	 52.923
0.5138439 	 13.4798897 	 617.6221 	 1.090 	 52.911
0.5173266 	 13.8071120 	 627.5537 	 1.091 	 52.914
0.5207474 	 14.1404677 	 641.7458 	 1.090 	 52.887
0.5241046 	 14.4751484 	 655.8207 	 1.091 	 52.870
0.5273967 	 14.8185686 	 669.4502 	 1.092 	 52.885
0.5306290 	 15.1621301 	 681.9840 	 1.090 	 52.867
0.5338017 	 15.5133672 	 696.7119 	 1.091 	 52.857
0.5369189 	 15.8658377 	 717.6658 	 1.090 	 52.862
0.5399800 	 16.2254676 	 740.4404 	 1.091 	 52.836
0.5429853 	 16.5825930 	 760.3904 	 1.090 	 52.844
0.5459381 	 16.9497997 	 790.4697 	 1.089 	 52.832
0.5488376 	 17.3080901 	 839.7993 	 1.088 	 52.794
0.5516909 	 17.6798125 	 906.7778 	 1.087 	 52.823
0.5544942 	 18.0581018 	 1030.6603 	 1.085 	 52.832
0.5572502 	 18.4311816 	 1287.7578 	 1.083 	 52.814
0.5599622 	 18.8070978 	 1823.5913 	 1.080 	 52.811
0.5626313 	 19.1683022 	 2954.3985 	 1.077 	 52.791
0.5652584 	 19.5505320 	 5289.7007 	 1.073 	 52.807
0.5678455 	 19.9104376 	 9877.6158 	 1.068 	 52.789
0.5703929 	 20.2928039 	 18345.1994 	 1.063 	 52.793
0.5729021 	 20.6744486 	 32754.9226 	 1.056 	 52.783
0.5753731 	 21.0884260 	 54703.6429 	 1.048 	 52.859
0.5778027 	 21.5053179 	 86204.6068 	 1.041 	 52.805
0.5801907 	 21.9737660 	 124805.3985 	 1.035 	 52.831
0.5825340 	 22.4659428 	 168079.2723 	 1.029 	 52.812
0.5848290 	 23.0195674 	 212623.7676 	 1.025 	 52.835
0.5870736 	 23.6018163 	 259342.9202 	 1.021 	 52.837
0.5892687 	 24.2140176 	 300709.2669 	 1.020 	 52.831
0.5914099 	 24.8738695 	 333431.7629 	 1.020 	 52.847
0.5935016 	 25.5447547 	 358132.2651 	 1.020 	 52.843
0.5955442 	 26.2428488 	 370472.0258 	 1.022 	 52.819
0.5975352 	 26.9616542 	 369380.8195 	 1.028 	 52.798
0.5994779 	 27.6950969 	 357784.7059 	 1.034 	 52.778
0.6013750 	 28.4190653 	 343675.8252 	 1.042 	 52.747
0.6032279 	 29.1557417 	 332204.8080 	 1.054 	 52.709
0.6050401 	 29.8742747 	 334321.1425 	 1.068 	 52.654
0.6068120 	 30.6011777 	 361469.1194 	 1.085 	 52.593
0.6085440 	 31.3493528 	 418192.6773 	 1.104 	 52.481
0.6102390 	 32.1372901 	 502205.5721 	 1.123 	 52.404
0.6118935 	 33.0276789 	 600171.5124 	 1.143 	 52.345
0.6135064 	 33.9522196 	 692587.0174 	 1.159 	 52.264
0.6150762 	 34.9890996 	 772769.1829 	 1.176 	 52.193
0.6166014 	 36.0974405 	 834308.6321 	 1.189 	 52.141
0.6180812 	 37.2970397 	 882581.2321 	 1.203 	 52.105
0.6195150 	 38.5411903 	 913637.2799 	 1.214 	 52.046
0.6209035 	 39.8805025 	 937223.0541 	 1.224 	 52.022
0.6222463 	 41.2658708 	 951152.7240 	 1.234 	 51.963
0.6235458 	 42.7208221 	 960419.3315 	 1.242 	 51.939
0.6248026 	 44.2595427 	 966838.1427 	 1.252 	 51.953
0.6260176 	 45.8348314 	 969103.7373 	 1.261 	 51.883
