N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001357 	 1.0005163 	 1.1027 	 1.010 	 10.126
0.0132636 	 1.1624440 	 12.2232 	 0.951 	 46.833
0.0260884 	 1.1528515 	 23.0045 	 1.004 	 78.898
0.0385049 	 1.1918550 	 33.6136 	 1.013 	 88.242
0.0505293 	 1.2395827 	 44.1942 	 1.016 	 92.000
0.0621792 	 1.2922986 	 54.3895 	 1.018 	 93.800
0.0734783 	 1.3482435 	 64.8645 	 1.019 	 94.743
0.0844445 	 1.4077789 	 75.0608 	 1.020 	 95.248
0.0950840 	 1.4697294 	 85.4863 	 1.021 	 95.526
0.1054231 	 1.5339272 	 96.5626 	 1.023 	 95.679
0.1154671 	 1.6000647 	 107.1475 	 1.023 	 95.732
0.1252264 	 1.6684811 	 117.6118 	 1.025 	 95.805
0.1347207 	 1.7385703 	 127.4003 	 1.026 	 95.801
0.1439558 	 1.8103565 	 137.3608 	 1.027 	 95.893
0.1529468 	 1.8841190 	 148.2323 	 1.028 	 95.850
0.1617015 	 1.9599604 	 160.6222 	 1.030 	 95.829
0.1702314 	 2.0369727 	 169.3498 	 1.031 	 95.813
0.1785429 	 2.1158871 	 179.0310 	 1.032 	 95.801
0.1866511 	 2.1964209 	 189.4847 	 1.034 	 95.791
0.1945527 	 2.2785256 	 199.0803 	 1.035 	 95.752
0.2022597 	 2.3621201 	 208.5828 	 1.036 	 95.730
0.2097849 	 2.4472864 	 219.0684 	 1.037 	 95.724
0.2171356 	 2.5343885 	 229.1564 	 1.039 	 95.707
0.2243054 	 2.6224702 	 238.3675 	 1.039 	 95.652
0.2313162 	 2.7129063 	 246.6180 	 1.041 	 95.664
0.2381637 	 2.8044316 	 257.1362 	 1.042 	 95.656
0.2448593 	 2.8974036 	 268.2577 	 1.043 	 95.658
0.2514086 	 2.9922606 	 280.5825 	 1.044 	 95.659
0.2578121 	 3.0887518 	 289.7965 	 1.045 	 95.633
0.2640757 	 3.1860550 	 298.0327 	 1.047 	 95.607
0.2702085 	 3.2855780 	 309.7768 	 1.048 	 95.596
0.2762076 	 3.3864103 	 317.2919 	 1.048 	 95.586
0.2820795 	 3.4887022 	 325.0794 	 1.050 	 95.573
0.2878318 	 3.5922142 	 335.2527 	 1.051 	 95.555
0.2934696 	 3.6981196 	 346.9679 	 1.052 	 95.543
0.2989908 	 3.8045887 	 357.2270 	 1.053 	 95.509
0.3044050 	 3.9132996 	 369.8582 	 1.054 	 95.507
0.3097106 	 4.0231258 	 380.7111 	 1.055 	 95.503
0.3149154 	 4.1349494 	 393.4828 	 1.056 	 95.480
0.3200199 	 4.2475579 	 404.3438 	 1.056 	 95.469
