N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001342 	 1.0005097 	 1.1026 	 1.011 	 10.124
0.0132546 	 1.1626552 	 12.1897 	 0.950 	 46.774
0.0260815 	 1.1528392 	 22.9521 	 1.005 	 78.910
0.0384958 	 1.1918084 	 33.6257 	 1.013 	 88.220
0.0505122 	 1.2394672 	 44.1236 	 1.016 	 92.009
0.0621570 	 1.2920570 	 54.5874 	 1.017 	 93.757
0.0734697 	 1.3482712 	 65.0697 	 1.019 	 94.767
0.0844330 	 1.4075946 	 74.9951 	 1.020 	 95.254
0.0950798 	 1.4696294 	 86.2841 	 1.021 	 95.519
0.1054151 	 1.5338447 	 97.5266 	 1.022 	 95.655
0.1154576 	 1.6001448 	 106.6388 	 1.024 	 95.740
0.1252199 	 1.6684675 	 116.9761 	 1.025 	 95.779
0.1347121 	 1.7386419 	 127.4793 	 1.026 	 95.810
0.1439524 	 1.8101663 	 138.2230 	 1.026 	 95.871
0.1529413 	 1.8838216 	 148.8007 	 1.029 	 95.857
0.1616919 	 1.9595734 	 158.9494 	 1.030 	 95.804
0.1702195 	 2.0367073 	 169.8169 	 1.031 	 95.808
0.1785301 	 2.1158950 	 180.6967 	 1.033 	 95.780
0.1866340 	 2.1961074 	 191.1938 	 1.034 	 95.772
0.1945394 	 2.2783679 	 203.2007 	 1.035 	 95.766
0.2022482 	 2.3622835 	 213.6203 	 1.036 	 95.758
0.2097770 	 2.4470069 	 226.7537 	 1.037 	 95.701
0.2171213 	 2.5341264 	 236.0471 	 1.039 	 95.709
0.2242932 	 2.6224496 	 244.6311 	 1.040 	 95.701
0.2313067 	 2.7125778 	 255.4638 	 1.041 	 95.676
0.2381554 	 2.8044423 	 265.7101 	 1.042 	 95.671
0.2448519 	 2.8973785 	 274.9715 	 1.043 	 95.635
0.2514059 	 2.9922233 	 283.7341 	 1.044 	 95.644
0.2578102 	 3.0888170 	 296.5343 	 1.045 	 95.613
0.2640748 	 3.1859119 	 305.8736 	 1.046 	 95.578
0.2702037 	 3.2852837 	 313.2063 	 1.047 	 95.579
