N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001349 	 1.0005142 	 1.1025 	 1.009 	 10.125
0.0132536 	 1.1626681 	 12.2295 	 0.951 	 46.794
0.0260776 	 1.1528429 	 22.8844 	 1.004 	 78.928
0.0384962 	 1.1918249 	 33.4396 	 1.013 	 88.222
0.0505126 	 1.2395202 	 43.8774 	 1.016 	 91.986
0.0621482 	 1.2920406 	 54.3959 	 1.018 	 93.797
0.0734488 	 1.3480988 	 64.5698 	 1.019 	 94.775
0.0844079 	 1.4074815 	 74.8037 	 1.020 	 95.223
0.0950524 	 1.4694855 	 85.2335 	 1.021 	 95.524
0.1053931 	 1.5337570 	 95.6984 	 1.022 	 95.674
0.1154391 	 1.6000873 	 105.8028 	 1.023 	 95.763
0.1251959 	 1.6683231 	 114.8778 	 1.025 	 95.803
0.1346840 	 1.7382576 	 124.3487 	 1.026 	 95.827
0.1439252 	 1.8099238 	 134.5997 	 1.027 	 95.880
0.1529132 	 1.8839273 	 143.9903 	 1.028 	 95.875
0.1616653 	 1.9597366 	 154.4875 	 1.030 	 95.865
0.1701966 	 2.0366304 	 164.5392 	 1.031 	 95.791
0.1785198 	 2.1155470 	 174.1528 	 1.032 	 95.781
0.1866281 	 2.1960056 	 185.1337 	 1.034 	 95.759
0.1945244 	 2.2780783 	 195.5157 	 1.035 	 95.758
0.2022353 	 2.3619228 	 205.3722 	 1.036 	 95.757
0.2097604 	 2.4469486 	 217.4972 	 1.037 	 95.716
0.2171042 	 2.5336369 	 227.3990 	 1.038 	 95.701
0.2242776 	 2.6221084 	 236.8999 	 1.040 	 95.669
0.2312853 	 2.7123357 	 247.1745 	 1.041 	 95.657
0.2381328 	 2.8038110 	 256.8204 	 1.042 	 95.649
0.2448277 	 2.8969287 	 267.8056 	 1.043 	 95.647
0.2513711 	 2.9914470 	 277.1725 	 1.044 	 95.607
0.2577732 	 3.0875708 	 287.2030 	 1.045 	 95.610
0.2640394 	 3.1861619 	 298.6191 	 1.046 	 95.617
0.2701717 	 3.2852121 	 307.7764 	 1.048 	 95.584
0.2761752 	 3.3853765 	 320.2207 	 1.049 	 95.550
0.2820488 	 3.4881777 	 332.6502 	 1.050 	 95.547
0.2878054 	 3.5923386 	 341.3627 	 1.051 	 95.524
0.2934416 	 3.6978125 	 351.2602 	 1.052 	 95.552
0.2989617 	 3.8043076 	 359.5769 	 1.053 	 95.505
0.3043774 	 3.9128594 	 370.6832 	 1.054 	 95.507
0.3096867 	 4.0229528 	 381.4491 	 1.055 	 95.502
0.3148885 	 4.1344476 	 391.0402 	 1.056 	 95.500
0.3199899 	 4.2468009 	 401.5255 	 1.057 	 95.469
0.3249990 	 4.3608166 	 411.9280 	 1.058 	 95.411
0.3299135 	 4.4766253 	 422.6953 	 1.059 	 95.410
0.3347340 	 4.5946798 	 436.9080 	 1.059 	 95.421
0.3394653 	 4.7128980 	 448.3936 	 1.060 	 95.404
0.3441131 	 4.8334376 	 457.4616 	 1.062 	 95.409
0.3486756 	 4.9556628 	 468.3115 	 1.062 	 95.401
0.3531544 	 5.0779679 	 481.4916 	 1.064 	 95.378
0.3575561 	 5.2018965 	 489.1654 	 1.064 	 95.364
0.3618803 	 5.3287924 	 505.0153 	 1.065 	 95.379
0.3661295 	 5.4565482 	 511.0578 	 1.065 	 95.337
0.3703067 	 5.5844285 	 518.9609 	 1.066 	 95.352
0.3744142 	 5.7158357 	 533.2887 	 1.067 	 95.325
0.3784504 	 5.8482876 	 545.5283 	 1.068 	 95.352
0.3824206 	 5.9828012 	 556.6561 	 1.069 	 95.344
0.3863266 	 6.1170287 	 572.0628 	 1.070 	 95.353
0.3901694 	 6.2507817 	 585.7829 	 1.070 	 95.286
0.3939468 	 6.3883410 	 596.3622 	 1.071 	 95.276
0.3976683 	 6.5288904 	 606.8777 	 1.072 	 95.293
0.4013271 	 6.6700001 	 618.6600 	 1.073 	 95.278
0.4049264 	 6.8105914 	 631.0983 	 1.073 	 95.281
0.4084721 	 6.9514803 	 639.2393 	 1.074 	 95.238
0.4119649 	 7.0988739 	 647.9675 	 1.074 	 95.259
0.4154054 	 7.2440870 	 658.1406 	 1.075 	 95.231
0.4187935 	 7.3921500 	 664.5333 	 1.076 	 95.249
0.4221279 	 7.5395375 	 676.2999 	 1.077 	 95.221
0.4254130 	 7.6905515 	 681.6697 	 1.077 	 95.236
0.4286513 	 7.8401138 	 693.7847 	 1.077 	 95.198
0.4318416 	 7.9948735 	 703.9901 	 1.078 	 95.227
0.4349867 	 8.1475828 	 718.2038 	 1.078 	 95.179
0.4380872 	 8.3034236 	 726.8152 	 1.079 	 95.202
0.4411422 	 8.4601071 	 740.1763 	 1.079 	 95.174
0.4441532 	 8.6190843 	 749.8504 	 1.080 	 95.193
0.4471226 	 8.7781849 	 758.2751 	 1.080 	 95.161
0.4500541 	 8.9415053 	 772.9827 	 1.081 	 95.153
0.4529419 	 9.1044779 	 783.2402 	 1.081 	 95.169
0.4557892 	 9.2667167 	 795.8706 	 1.081 	 95.176
0.4585978 	 9.4291615 	 812.7801 	 1.083 	 95.135
0.4613705 	 9.5964310 	 827.9396 	 1.082 	 95.124
0.4641039 	 9.7635544 	 837.1948 	 1.083 	 95.108
0.4668037 	 9.9315778 	 848.1243 	 1.083 	 95.106
0.4694655 	 10.1056163 	 858.8367 	 1.084 	 95.103
0.4720934 	 10.2780670 	 869.9869 	 1.084 	 95.107
0.4746887 	 10.4508743 	 885.0340 	 1.084 	 95.105
0.4772463 	 10.6259588 	 892.3893 	 1.085 	 95.113
0.4797744 	 10.7994364 	 897.7651 	 1.085 	 95.087
0.4822712 	 10.9786820 	 910.7205 	 1.085 	 95.083
0.4847350 	 11.1540957 	 922.6656 	 1.085 	 95.075
0.4871671 	 11.3330795 	 930.1909 	 1.086 	 95.071
0.4895707 	 11.5171424 	 933.4667 	 1.086 	 95.073
0.4919448 	 11.6985651 	 947.3206 	 1.085 	 95.090
0.4942885 	 11.8837602 	 961.8470 	 1.085 	 95.066
0.4966038 	 12.0717301 	 973.1597 	 1.086 	 95.076
0.4988926 	 12.2571636 	 979.6160 	 1.087 	 95.094
0.5011532 	 12.4438315 	 995.9510 	 1.087 	 95.077
0.5033863 	 12.6327813 	 1009.7451 	 1.087 	 95.034
0.5055926 	 12.8230948 	 1021.3259 	 1.086 	 95.056
0.5077738 	 13.0134436 	 1031.6514 	 1.086 	 95.035
0.5099303 	 13.2102545 	 1041.4743 	 1.086 	 95.019
0.5120598 	 13.4025371 	 1047.7355 	 1.087 	 95.010
0.5141657 	 13.6000356 	 1057.4781 	 1.087 	 95.008
0.5162479 	 13.8007701 	 1075.7375 	 1.087 	 95.007
0.5183045 	 13.9962952 	 1088.3477 	 1.087 	 95.004
0.5203383 	 14.1895107 	 1097.8400 	 1.087 	 94.985
0.5223498 	 14.3989516 	 1108.2677 	 1.087 	 95.009
0.5243386 	 14.6034323 	 1121.5266 	 1.087 	 95.004
0.5263053 	 14.8014991 	 1141.4682 	 1.088 	 94.955
0.5282496 	 15.0059679 	 1152.6959 	 1.087 	 94.965
0.5301736 	 15.2166611 	 1166.6345 	 1.087 	 94.959
0.5320768 	 15.4262495 	 1184.8282 	 1.088 	 94.973
0.5339588 	 15.6387000 	 1202.9489 	 1.087 	 94.975
0.5358180 	 15.8489242 	 1219.7216 	 1.087 	 94.968
0.5376594 	 16.0649118 	 1236.2364 	 1.086 	 94.941
0.5394793 	 16.2759973 	 1253.8994 	 1.085 	 94.949
0.5412795 	 16.4904966 	 1264.2452 	 1.085 	 94.938
0.5430607 	 16.7136009 	 1289.5473 	 1.085 	 94.932
0.5448253 	 16.9350522 	 1319.8748 	 1.084 	 94.919
0.5465704 	 17.1523826 	 1344.4594 	 1.084 	 94.914
0.5482975 	 17.3822009 	 1370.7410 	 1.084 	 94.935
0.5500053 	 17.5968740 	 1400.5330 	 1.083 	 94.924
0.5516960 	 17.8240007 	 1436.0516 	 1.083 	 94.925
0.5533699 	 18.0443508 	 1500.7852 	 1.082 	 94.924
0.5550267 	 18.2765378 	 1549.6336 	 1.082 	 94.927
0.5566655 	 18.5054830 	 1623.0339 	 1.082 	 94.906
0.5582883 	 18.7360859 	 1711.1482 	 1.081 	 94.914
0.5598957 	 18.9663702 	 1836.0247 	 1.081 	 94.904
0.5614858 	 19.1924217 	 1989.0460 	 1.082 	 94.876
0.5630602 	 19.4256253 	 2270.9876 	 1.082 	 94.858
0.5646188 	 19.6624138 	 2670.7217 	 1.081 	 94.850
0.5661625 	 19.9045423 	 3245.7639 	 1.081 	 94.878
0.5676916 	 20.1426086 	 4160.9454 	 1.081 	 94.857
0.5692055 	 20.3886655 	 5456.7777 	 1.082 	 94.858
0.5707050 	 20.6267144 	 7324.5863 	 1.082 	 94.815
0.5721888 	 20.8837788 	 9759.7653 	 1.082 	 94.809
0.5736585 	 21.1320614 	 13522.3163 	 1.083 	 94.814
0.5751119 	 21.4000585 	 17783.7175 	 1.085 	 94.788
0.5765499 	 21.6711734 	 23483.7704 	 1.086 	 94.771
0.5779712 	 21.9460089 	 30275.6423 	 1.089 	 94.752
0.5793791 	 22.2317648 	 37919.7383 	 1.090 	 94.707
0.5807704 	 22.5309490 	 45722.5606 	 1.093 	 94.717
0.5821449 	 22.8288580 	 54579.0304 	 1.095 	 94.686
0.5835047 	 23.1474775 	 63643.0633 	 1.097 	 94.689
0.5848482 	 23.4615357 	 73247.8066 	 1.100 	 94.671
0.5861754 	 23.7869145 	 82641.2512 	 1.102 	 94.632
0.5874865 	 24.1166687 	 93686.9239 	 1.104 	 94.646
0.5887827 	 24.4374430 	 106959.7033 	 1.105 	 94.618
0.5900627 	 24.7814470 	 121657.4493 	 1.106 	 94.628
0.5913281 	 25.1116989 	 141790.2975 	 1.109 	 94.593
0.5925786 	 25.4575645 	 166534.5303 	 1.111 	 94.576
0.5938130 	 25.8153664 	 194803.4748 	 1.114 	 94.546
0.5950326 	 26.1888444 	 226065.5098 	 1.115 	 94.495
0.5962357 	 26.5785405 	 261359.0480 	 1.118 	 94.512
0.5974234 	 26.9878446 	 298387.8580 	 1.121 	 94.472
0.5985937 	 27.4215205 	 332984.2375 	 1.124 	 94.440
0.5997475 	 27.8633230 	 367989.5689 	 1.128 	 94.360
0.6008841 	 28.3453778 	 401055.8868 	 1.131 	 94.333
0.6020022 	 28.8419856 	 431583.5500 	 1.135 	 94.261
0.6031022 	 29.3621690 	 457264.3802 	 1.139 	 94.251
0.6041833 	 29.8983971 	 479554.5665 	 1.142 	 94.173
0.6052466 	 30.4612225 	 500654.8178 	 1.146 	 94.141
0.6062911 	 31.0393470 	 517537.6515 	 1.151 	 94.093
0.6073173 	 31.6434343 	 536327.7551 	 1.154 	 94.043
0.6083248 	 32.2542992 	 550735.8833 	 1.158 	 94.031
0.6093137 	 32.8899432 	 563592.5255 	 1.162 	 93.984
0.6102848 	 33.5369884 	 575020.6826 	 1.167 	 93.968
0.6112387 	 34.2033541 	 583685.5559 	 1.171 	 93.919
0.6121745 	 34.8745672 	 588030.3785 	 1.175 	 93.897
0.6130930 	 35.5665367 	 594465.9665 	 1.178 	 93.849
0.6139947 	 36.2830826 	 596914.7036 	 1.183 	 93.838
0.6148788 	 37.0047655 	 597473.1913 	 1.186 	 93.786
0.6157468 	 37.7391040 	 598760.9537 	 1.190 	 93.796
0.6165985 	 38.4950583 	 597295.0059 	 1.194 	 93.776
0.6174345 	 39.2530245 	 592312.8612 	 1.198 	 93.774
0.6182553 	 40.0311144 	 584724.8669 	 1.201 	 93.772
0.6190604 	 40.8062422 	 574017.6384 	 1.203 	 93.762
0.6198515 	 41.5873464 	 559292.0778 	 1.205 	 93.769
0.6206280 	 42.3767195 	 540789.8525 	 1.207 	 93.776
0.6213908 	 43.1602897 	 519958.1031 	 1.208 	 93.832
0.6221403 	 43.9432074 	 499050.3465 	 1.208 	 93.862
0.6228771 	 44.6823568 	 476878.8482 	 1.208 	 93.954
0.6236026 	 45.4375373 	 456432.6365 	 1.204 	 94.052
0.6243174 	 46.1604971 	 446097.6645 	 1.201 	 94.168
0.6250222 	 46.8306989 	 446426.3853 	 1.196 	 94.320
0.6257173 	 47.4698611 	 462370.8447 	 1.189 	 94.468
0.6264034 	 48.0986729 	 497493.1567 	 1.182 	 94.657
0.6270817 	 48.7307696 	 553196.9138 	 1.175 	 94.853
0.6277514 	 49.3896231 	 619131.1333 	 1.169 	 95.071
0.6284126 	 50.0842490 	 687322.9498 	 1.165 	 95.182
0.6290647 	 50.8314811 	 752640.4003 	 1.161 	 95.346
0.6297075 	 51.6413293 	 807267.3192 	 1.160 	 95.442
