N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001354 	 1.0005174 	 1.1026 	 1.010 	 10.126
0.0132559 	 1.1625706 	 12.1874 	 0.950 	 46.830
0.0260879 	 1.1528170 	 22.7930 	 1.005 	 78.931
0.0385079 	 1.1918720 	 33.2397 	 1.013 	 88.265
0.0505284 	 1.2395522 	 43.8788 	 1.016 	 92.014
0.0621733 	 1.2921995 	 54.3930 	 1.017 	 93.784
0.0734741 	 1.3483414 	 64.8322 	 1.019 	 94.782
0.0844399 	 1.4077029 	 74.5099 	 1.021 	 95.229
0.0950821 	 1.4696100 	 85.0112 	 1.021 	 95.513
0.1054176 	 1.5338385 	 96.1318 	 1.022 	 95.676
0.1154605 	 1.6001324 	 106.4185 	 1.023 	 95.741
0.1252262 	 1.6685001 	 116.8340 	 1.024 	 95.811
0.1347215 	 1.7387264 	 127.0250 	 1.025 	 95.818
0.1439714 	 1.8102478 	 137.5375 	 1.027 	 95.880
0.1529645 	 1.8843439 	 148.3697 	 1.029 	 95.862
0.1617279 	 1.9600021 	 159.3674 	 1.030 	 95.824
0.1702567 	 2.0369937 	 169.7214 	 1.032 	 95.793
0.1785633 	 2.1158511 	 180.0286 	 1.032 	 95.771
0.1866598 	 2.1967326 	 190.7010 	 1.034 	 95.764
0.1945631 	 2.2783932 	 200.2709 	 1.035 	 95.751
0.2022779 	 2.3624312 	 211.1059 	 1.036 	 95.726
0.2098028 	 2.4477029 	 220.9055 	 1.037 	 95.741
0.2171502 	 2.5346494 	 229.8331 	 1.038 	 95.708
0.2243249 	 2.6225842 	 240.2837 	 1.040 	 95.662
0.2313368 	 2.7130799 	 250.5534 	 1.041 	 95.669
0.2381818 	 2.8041987 	 262.0578 	 1.043 	 95.646
0.2448753 	 2.8977671 	 271.9158 	 1.043 	 95.645
0.2514183 	 2.9925319 	 281.6181 	 1.044 	 95.652
0.2578185 	 3.0884901 	 292.2399 	 1.046 	 95.619
0.2640763 	 3.1861183 	 303.3246 	 1.046 	 95.612
0.2702061 	 3.2855183 	 313.0133 	 1.048 	 95.575
0.2762068 	 3.3861137 	 325.0780 	 1.048 	 95.568
0.2820832 	 3.4888908 	 334.3104 	 1.050 	 95.570
0.2878385 	 3.5931514 	 346.4165 	 1.051 	 95.550
