N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001356 	 1.0005163 	 1.1027 	 1.004 	 10.126
0.0132635 	 1.1625809 	 12.1861 	 0.950 	 46.814
0.0260835 	 1.1527964 	 22.8635 	 1.005 	 78.932
0.0385009 	 1.1918390 	 33.5432 	 1.014 	 88.277
0.0505217 	 1.2396629 	 44.1221 	 1.016 	 92.032
0.0621766 	 1.2921271 	 55.1412 	 1.018 	 93.763
0.0734795 	 1.3483365 	 65.6343 	 1.019 	 94.781
0.0844441 	 1.4076501 	 75.9280 	 1.020 	 95.223
0.0950851 	 1.4694685 	 85.9834 	 1.021 	 95.467
0.1054155 	 1.5337579 	 96.8052 	 1.022 	 95.639
0.1154517 	 1.6001749 	 107.3313 	 1.024 	 95.747
0.1252139 	 1.6683692 	 117.3317 	 1.025 	 95.786
0.1347171 	 1.7387217 	 126.9365 	 1.026 	 95.809
0.1439547 	 1.8102853 	 137.6173 	 1.027 	 95.883
0.1529469 	 1.8841372 	 148.0209 	 1.028 	 95.841
0.1617018 	 1.9598501 	 157.4787 	 1.029 	 95.861
0.1702354 	 2.0367937 	 167.1334 	 1.031 	 95.817
0.1785449 	 2.1158385 	 177.6612 	 1.033 	 95.821
0.1866489 	 2.1960985 	 188.9901 	 1.034 	 95.769
0.1945500 	 2.2784651 	 198.8552 	 1.034 	 95.765
0.2022608 	 2.3619971 	 211.1546 	 1.036 	 95.716
0.2097822 	 2.4471854 	 222.2103 	 1.037 	 95.726
0.2171286 	 2.5346015 	 232.4595 	 1.038 	 95.728
0.2243040 	 2.6226218 	 243.1154 	 1.040 	 95.672
0.2313114 	 2.7123529 	 254.0396 	 1.040 	 95.669
0.2381614 	 2.8043554 	 268.4650 	 1.042 	 95.659
0.2448581 	 2.8974102 	 277.4489 	 1.043 	 95.619
0.2514057 	 2.9914514 	 289.4498 	 1.044 	 95.598
0.2578040 	 3.0884914 	 297.3726 	 1.045 	 95.622
0.2640671 	 3.1859882 	 307.9414 	 1.046 	 95.588
0.2701943 	 3.2849946 	 319.4500 	 1.047 	 95.599
0.2761917 	 3.3859998 	 330.6487 	 1.049 	 95.566
0.2820649 	 3.4887033 	 339.1041 	 1.050 	 95.571
0.2878164 	 3.5919847 	 346.8810 	 1.051 	 95.521
0.2934551 	 3.6969063 	 359.5335 	 1.052 	 95.506
0.2989787 	 3.8046820 	 370.9795 	 1.053 	 95.519
0.3043938 	 3.9130074 	 380.1979 	 1.053 	 95.519
0.3096992 	 4.0230024 	 388.0501 	 1.055 	 95.491
0.3148991 	 4.1337044 	 398.6905 	 1.056 	 95.466
0.3200020 	 4.2470422 	 407.7270 	 1.056 	 95.448
0.3250109 	 4.3613688 	 419.9169 	 1.058 	 95.471
0.3299249 	 4.4775671 	 430.1666 	 1.059 	 95.469
0.3347467 	 4.5949945 	 441.2184 	 1.059 	 95.440
0.3394818 	 4.7144241 	 447.0801 	 1.061 	 95.433
0.3441247 	 4.8341864 	 458.1047 	 1.061 	 95.408
0.3486905 	 4.9564097 	 470.9764 	 1.062 	 95.413
0.3531738 	 5.0781790 	 478.7036 	 1.063 	 95.387
0.3575752 	 5.2045631 	 489.5418 	 1.065 	 95.394
0.3619013 	 5.3315913 	 501.7356 	 1.066 	 95.389
0.3661502 	 5.4579293 	 509.8347 	 1.066 	 95.359
0.3703271 	 5.5866420 	 525.7872 	 1.067 	 95.341
0.3744334 	 5.7168786 	 537.5154 	 1.068 	 95.338
0.3784710 	 5.8493049 	 547.5915 	 1.068 	 95.340
0.3824381 	 5.9811558 	 561.4334 	 1.069 	 95.311
0.3863453 	 6.1163666 	 569.3964 	 1.070 	 95.326
0.3901871 	 6.2527606 	 578.5223 	 1.071 	 95.317
0.3939664 	 6.3911564 	 587.6205 	 1.071 	 95.312
0.3976853 	 6.5288559 	 601.5291 	 1.072 	 95.287
0.4013459 	 6.6689867 	 610.2347 	 1.072 	 95.271
0.4049509 	 6.8106367 	 619.0768 	 1.073 	 95.230
0.4084965 	 6.9546039 	 629.0665 	 1.074 	 95.266
0.4119873 	 7.0999497 	 635.5907 	 1.074 	 95.258
0.4154261 	 7.2454745 	 643.1360 	 1.075 	 95.234
0.4188145 	 7.3920001 	 656.1391 	 1.076 	 95.223
0.4221495 	 7.5410028 	 664.3162 	 1.076 	 95.254
0.4254364 	 7.6904248 	 676.2472 	 1.077 	 95.203
0.4286744 	 7.8434423 	 688.1065 	 1.078 	 95.219
0.4318652 	 7.9958125 	 699.8084 	 1.078 	 95.215
0.4350110 	 8.1499496 	 706.3115 	 1.079 	 95.190
0.4381103 	 8.3063750 	 721.8276 	 1.079 	 95.174
0.4411646 	 8.4615957 	 729.9558 	 1.080 	 95.180
0.4441742 	 8.6204729 	 746.1704 	 1.079 	 95.177
0.4471408 	 8.7814538 	 759.0939 	 1.080 	 95.199
0.4500690 	 8.9408935 	 769.4194 	 1.081 	 95.181
0.4529559 	 9.1028210 	 781.7274 	 1.081 	 95.147
0.4558029 	 9.2678878 	 787.7334 	 1.082 	 95.178
0.4586110 	 9.4323143 	 797.1887 	 1.082 	 95.147
0.4613802 	 9.5984539 	 808.4071 	 1.082 	 95.137
0.4641152 	 9.7668000 	 807.6815 	 1.082 	 95.116
0.4668126 	 9.9345741 	 820.5087 	 1.082 	 95.116
0.4694729 	 10.1043712 	 830.8324 	 1.083 	 95.121
0.4720983 	 10.2757694 	 839.6791 	 1.083 	 95.104
0.4746925 	 10.4476691 	 846.6657 	 1.083 	 95.085
0.4772515 	 10.6245134 	 853.4566 	 1.084 	 95.097
0.4797782 	 10.8005213 	 859.5753 	 1.084 	 95.095
0.4822736 	 10.9777133 	 876.6422 	 1.084 	 95.072
0.4847387 	 11.1584503 	 890.9874 	 1.084 	 95.094
0.4871706 	 11.3366073 	 897.8375 	 1.084 	 95.074
0.4895740 	 11.5170806 	 901.1823 	 1.084 	 95.065
0.4919464 	 11.7015639 	 909.6999 	 1.085 	 95.093
0.4942888 	 11.8851361 	 925.5425 	 1.085 	 95.060
0.4966028 	 12.0687802 	 936.8575 	 1.085 	 95.035
0.4988909 	 12.2577696 	 950.4030 	 1.085 	 95.083
0.5011508 	 12.4433577 	 968.1680 	 1.086 	 95.034
0.5033837 	 12.6346946 	 974.3792 	 1.086 	 95.055
0.5055907 	 12.8226590 	 988.4414 	 1.087 	 95.055
0.5077733 	 13.0164164 	 996.3999 	 1.087 	 95.048
0.5099277 	 13.2106560 	 1009.5562 	 1.087 	 95.048
0.5120583 	 13.4008873 	 1023.5251 	 1.086 	 95.008
