N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001351 	 1.0005136 	 1.1026 	 1.011 	 10.125
0.0132470 	 1.1626203 	 12.2635 	 0.950 	 46.766
0.0260715 	 1.1528403 	 22.9183 	 1.004 	 78.915
0.0384847 	 1.1917303 	 33.4932 	 1.012 	 88.236
0.0504993 	 1.2395033 	 43.6676 	 1.016 	 92.020
0.0621480 	 1.2921672 	 53.8360 	 1.018 	 93.844
0.0734409 	 1.3481300 	 64.2090 	 1.019 	 94.755
0.0844096 	 1.4075254 	 74.1110 	 1.020 	 95.245
0.0950546 	 1.4694665 	 84.9262 	 1.021 	 95.496
0.1053903 	 1.5335832 	 95.2711 	 1.022 	 95.667
0.1154352 	 1.6001014 	 105.6907 	 1.024 	 95.749
0.1251994 	 1.6683849 	 116.2720 	 1.025 	 95.802
0.1347050 	 1.7384520 	 127.3422 	 1.026 	 95.809
0.1439443 	 1.8100309 	 137.6669 	 1.027 	 95.857
0.1529400 	 1.8840485 	 148.0269 	 1.028 	 95.843
0.1616993 	 1.9599812 	 156.9083 	 1.030 	 95.842
0.1702313 	 2.0367278 	 167.7360 	 1.031 	 95.794
0.1785422 	 2.1155581 	 178.8013 	 1.032 	 95.756
0.1866453 	 2.1962889 	 188.1843 	 1.033 	 95.776
0.1945479 	 2.2782549 	 200.0969 	 1.035 	 95.741
0.2022571 	 2.3620500 	 211.9272 	 1.036 	 95.719
0.2097839 	 2.4472996 	 223.1718 	 1.037 	 95.710
0.2171348 	 2.5344474 	 232.7952 	 1.038 	 95.710
0.2243074 	 2.6223977 	 240.4219 	 1.040 	 95.668
0.2313128 	 2.7126512 	 253.2098 	 1.041 	 95.664
0.2381602 	 2.8035019 	 262.4030 	 1.042 	 95.615
0.2448535 	 2.8971768 	 271.5688 	 1.043 	 95.636
0.2513928 	 2.9921200 	 281.3133 	 1.045 	 95.634
0.2577935 	 3.0873118 	 291.8941 	 1.045 	 95.586
0.2640545 	 3.1859867 	 299.9060 	 1.047 	 95.597
0.2701857 	 3.2851294 	 311.8094 	 1.048 	 95.563
0.2761898 	 3.3856310 	 321.7864 	 1.049 	 95.552
0.2820653 	 3.4887525 	 332.2764 	 1.049 	 95.559
0.2878157 	 3.5920862 	 341.7311 	 1.051 	 95.535
0.2934567 	 3.6975080 	 352.0289 	 1.052 	 95.497
0.2989779 	 3.8047612 	 363.5162 	 1.053 	 95.529
0.3043878 	 3.9136347 	 372.1741 	 1.054 	 95.543
0.3096945 	 4.0230970 	 381.6821 	 1.055 	 95.516
0.3148951 	 4.1349849 	 391.0412 	 1.056 	 95.513
0.3199987 	 4.2477758 	 402.0453 	 1.057 	 95.485
0.3250061 	 4.3609419 	 412.4585 	 1.058 	 95.427
0.3299188 	 4.4766347 	 421.2857 	 1.059 	 95.447
0.3347415 	 4.5939552 	 430.1992 	 1.060 	 95.424
0.3394735 	 4.7144194 	 441.9154 	 1.061 	 95.445
0.3441204 	 4.8340995 	 454.6706 	 1.062 	 95.416
0.3486852 	 4.9558726 	 464.6939 	 1.062 	 95.394
0.3531650 	 5.0779495 	 473.9913 	 1.062 	 95.345
0.3575627 	 5.2037029 	 486.1989 	 1.064 	 95.388
0.3618888 	 5.3297479 	 499.7029 	 1.065 	 95.357
0.3661415 	 5.4571285 	 513.2839 	 1.066 	 95.370
0.3703184 	 5.5869215 	 526.1425 	 1.067 	 95.356
0.3744253 	 5.7168758 	 534.9196 	 1.067 	 95.344
0.3784598 	 5.8476883 	 543.8584 	 1.068 	 95.318
0.3824280 	 5.9815500 	 553.5899 	 1.069 	 95.314
0.3863326 	 6.1154608 	 566.8096 	 1.070 	 95.301
0.3901757 	 6.2517526 	 574.7113 	 1.070 	 95.291
0.3939559 	 6.3907163 	 586.6523 	 1.071 	 95.287
0.3976744 	 6.5282765 	 590.0597 	 1.071 	 95.292
0.4013349 	 6.6694566 	 602.6095 	 1.073 	 95.286
0.4049396 	 6.8111003 	 613.6947 	 1.073 	 95.271
0.4084842 	 6.9545417 	 619.9230 	 1.074 	 95.266
0.4119773 	 7.0984275 	 630.0795 	 1.075 	 95.245
0.4154173 	 7.2429384 	 638.9344 	 1.075 	 95.228
0.4188019 	 7.3921492 	 645.4844 	 1.075 	 95.239
0.4221382 	 7.5398345 	 656.8139 	 1.075 	 95.210
0.4254263 	 7.6877880 	 665.6570 	 1.077 	 95.203
0.4286651 	 7.8417686 	 676.5188 	 1.077 	 95.204
0.4318563 	 7.9933616 	 691.5622 	 1.078 	 95.185
0.4350014 	 8.1475446 	 700.6635 	 1.078 	 95.193
0.4381006 	 8.3045778 	 704.8271 	 1.078 	 95.200
0.4411545 	 8.4608792 	 715.7051 	 1.079 	 95.189
0.4441650 	 8.6195813 	 726.5461 	 1.079 	 95.185
0.4471327 	 8.7811664 	 735.8154 	 1.080 	 95.177
0.4500597 	 8.9408712 	 741.3795 	 1.081 	 95.164
0.4529445 	 9.1027322 	 750.4012 	 1.081 	 95.157
0.4557933 	 9.2645317 	 756.9206 	 1.081 	 95.124
