N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001344 	 1.0005129 	 1.1026 	 1.001 	 10.125
0.0132565 	 1.1625714 	 12.1432 	 0.950 	 46.825
0.0260928 	 1.1528455 	 22.8078 	 1.005 	 78.961
0.0385093 	 1.1918386 	 33.3187 	 1.013 	 88.245
0.0505342 	 1.2396033 	 43.9082 	 1.016 	 91.986
0.0621903 	 1.2923305 	 54.4045 	 1.018 	 93.829
0.0734993 	 1.3482699 	 64.6379 	 1.018 	 94.740
0.0844678 	 1.4079205 	 74.9175 	 1.020 	 95.249
0.0951092 	 1.4698416 	 85.5652 	 1.020 	 95.542
0.1054397 	 1.5340369 	 96.3414 	 1.022 	 95.670
0.1154795 	 1.6003000 	 107.0729 	 1.024 	 95.766
0.1252428 	 1.6686883 	 117.2165 	 1.025 	 95.807
0.1347321 	 1.7387165 	 127.6141 	 1.026 	 95.808
0.1439712 	 1.8102906 	 138.4343 	 1.027 	 95.870
0.1529549 	 1.8841164 	 148.1948 	 1.029 	 95.841
0.1617119 	 1.9600049 	 157.3392 	 1.030 	 95.846
0.1702409 	 2.0369752 	 168.8400 	 1.031 	 95.813
0.1785600 	 2.1159614 	 178.3487 	 1.032 	 95.785
0.1866646 	 2.1961018 	 189.0121 	 1.033 	 95.762
0.1945648 	 2.2785665 	 199.0713 	 1.035 	 95.764
0.2022652 	 2.3621922 	 211.2121 	 1.036 	 95.743
0.2097834 	 2.4476395 	 223.1076 	 1.037 	 95.720
0.2171274 	 2.5341166 	 231.5802 	 1.038 	 95.694
0.2243013 	 2.6223476 	 241.1815 	 1.040 	 95.664
0.2313110 	 2.7127946 	 254.4203 	 1.041 	 95.661
0.2381613 	 2.8046692 	 262.5051 	 1.043 	 95.670
0.2448516 	 2.8975570 	 274.0561 	 1.043 	 95.639
0.2514000 	 2.9923242 	 286.6666 	 1.044 	 95.630
0.2578039 	 3.0883408 	 297.7421 	 1.046 	 95.597
0.2640661 	 3.1859339 	 308.3097 	 1.047 	 95.591
0.2701961 	 3.2852399 	 319.6131 	 1.047 	 95.583
0.2761968 	 3.3858637 	 327.3692 	 1.049 	 95.563
0.2820746 	 3.4889526 	 336.3654 	 1.050 	 95.549
0.2878259 	 3.5927170 	 347.2995 	 1.051 	 95.537
0.2934656 	 3.6983208 	 357.3330 	 1.052 	 95.521
0.2989872 	 3.8046382 	 364.4043 	 1.053 	 95.531
0.3044064 	 3.9129455 	 376.9651 	 1.054 	 95.483
0.3097133 	 4.0226996 	 388.4851 	 1.055 	 95.475
0.3149126 	 4.1350935 	 400.9908 	 1.056 	 95.495
0.3200135 	 4.2474032 	 409.0958 	 1.057 	 95.464
0.3250220 	 4.3615778 	 420.7743 	 1.058 	 95.426
0.3299367 	 4.4790253 	 429.9042 	 1.058 	 95.484
0.3347584 	 4.5952548 	 435.9356 	 1.059 	 95.406
0.3394897 	 4.7136319 	 446.3983 	 1.061 	 95.427
0.3441355 	 4.8347159 	 458.2978 	 1.061 	 95.431
0.3486960 	 4.9561389 	 470.4879 	 1.062 	 95.419
0.3531782 	 5.0791554 	 477.7964 	 1.063 	 95.391
0.3575804 	 5.2024015 	 491.9141 	 1.064 	 95.376
0.3619050 	 5.3301286 	 506.0726 	 1.065 	 95.359
0.3661539 	 5.4569810 	 517.7357 	 1.066 	 95.338
0.3703303 	 5.5863209 	 523.3986 	 1.066 	 95.351
0.3744358 	 5.7161776 	 532.6896 	 1.068 	 95.322
0.3784727 	 5.8488344 	 540.3176 	 1.068 	 95.330
0.3824423 	 5.9823951 	 553.9413 	 1.069 	 95.334
0.3863456 	 6.1167294 	 558.9964 	 1.070 	 95.311
0.3901918 	 6.2532753 	 569.4076 	 1.071 	 95.323
0.3939697 	 6.3891103 	 582.9386 	 1.071 	 95.273
0.3976891 	 6.5293435 	 591.4042 	 1.072 	 95.296
0.4013439 	 6.6686282 	 606.8516 	 1.072 	 95.255
0.4049483 	 6.8110509 	 623.4549 	 1.073 	 95.259
0.4084951 	 6.9536218 	 634.6830 	 1.074 	 95.269
0.4119905 	 7.0981947 	 644.5346 	 1.074 	 95.246
0.4154300 	 7.2446609 	 652.9547 	 1.075 	 95.245
0.4188140 	 7.3943702 	 661.4625 	 1.076 	 95.252
0.4221503 	 7.5418375 	 673.5800 	 1.077 	 95.245
0.4254346 	 7.6917752 	 682.4747 	 1.077 	 95.221
0.4286746 	 7.8426548 	 690.9742 	 1.078 	 95.226
0.4318638 	 7.9958709 	 703.1492 	 1.077 	 95.222
0.4350076 	 8.1503562 	 709.6530 	 1.079 	 95.214
0.4381059 	 8.3052566 	 724.4894 	 1.079 	 95.178
0.4411579 	 8.4609777 	 740.7827 	 1.080 	 95.202
0.4441657 	 8.6221756 	 753.8796 	 1.080 	 95.190
0.4471336 	 8.7800382 	 766.7545 	 1.081 	 95.179
0.4500626 	 8.9400061 	 773.6626 	 1.080 	 95.153
0.4529491 	 9.1015141 	 789.3442 	 1.081 	 95.140
0.4557972 	 9.2667493 	 797.1855 	 1.081 	 95.140
0.4586057 	 9.4320083 	 804.2019 	 1.082 	 95.142
0.4613775 	 9.5975063 	 817.4395 	 1.082 	 95.122
0.4641109 	 9.7643955 	 830.2091 	 1.082 	 95.123
0.4668087 	 9.9347031 	 842.3509 	 1.083 	 95.123
0.4694716 	 10.1027993 	 854.5859 	 1.083 	 95.106
0.4720987 	 10.2729273 	 862.2878 	 1.083 	 95.079
0.4746957 	 10.4521654 	 870.8480 	 1.084 	 95.110
0.4772549 	 10.6257415 	 874.8524 	 1.084 	 95.102
0.4797828 	 10.7981409 	 886.2127 	 1.085 	 95.069
0.4822793 	 10.9763128 	 896.2684 	 1.084 	 95.067
0.4847435 	 11.1564155 	 903.3057 	 1.085 	 95.084
0.4871756 	 11.3371856 	 913.3375 	 1.085 	 95.084
0.4895779 	 11.5180135 	 926.9253 	 1.085 	 95.062
0.4919502 	 11.6989695 	 935.6342 	 1.087 	 95.071
0.4942955 	 11.8833009 	 942.8978 	 1.086 	 95.074
0.4966103 	 12.0687414 	 951.5311 	 1.087 	 95.042
0.4988998 	 12.2562921 	 958.2453 	 1.087 	 95.049
0.5011597 	 12.4434225 	 967.0742 	 1.087 	 95.057
0.5033916 	 12.6345280 	 980.2690 	 1.088 	 95.032
0.5055992 	 12.8211928 	 990.4973 	 1.088 	 95.034
0.5077792 	 13.0164678 	 1001.8404 	 1.087 	 95.036
0.5099357 	 13.2091033 	 1007.4416 	 1.088 	 95.025
0.5120662 	 13.4035925 	 1022.2386 	 1.088 	 95.026
0.5141710 	 13.6000423 	 1026.4058 	 1.087 	 95.019
0.5162537 	 13.7953124 	 1034.9800 	 1.086 	 94.978
0.5183104 	 13.9968569 	 1048.2515 	 1.087 	 94.990
0.5203435 	 14.2018216 	 1056.1750 	 1.087 	 95.014
0.5223548 	 14.4003658 	 1067.9267 	 1.087 	 94.993
0.5243445 	 14.6053451 	 1077.3866 	 1.087 	 94.984
0.5263105 	 14.8072913 	 1092.9465 	 1.087 	 95.006
0.5282534 	 15.0157982 	 1102.6853 	 1.087 	 94.997
0.5301751 	 15.2251761 	 1123.6090 	 1.088 	 94.962
0.5320758 	 15.4309424 	 1134.9759 	 1.087 	 94.976
0.5339542 	 15.6421957 	 1142.2103 	 1.087 	 94.959
0.5358132 	 15.8537201 	 1153.9756 	 1.087 	 94.953
0.5376528 	 16.0636362 	 1171.3025 	 1.087 	 94.968
0.5394736 	 16.2822372 	 1188.0105 	 1.087 	 94.964
0.5412755 	 16.4986500 	 1201.8287 	 1.086 	 94.929
0.5430573 	 16.7167670 	 1233.1388 	 1.086 	 94.929
0.5448200 	 16.9364174 	 1256.5413 	 1.086 	 94.941
0.5465647 	 17.1582780 	 1271.4704 	 1.087 	 94.933
0.5482892 	 17.3778268 	 1292.7117 	 1.085 	 94.916
0.5499981 	 17.6083600 	 1305.1510 	 1.085 	 94.916
0.5516876 	 17.8320055 	 1346.0182 	 1.085 	 94.898
0.5533612 	 18.0640275 	 1384.8592 	 1.084 	 94.909
0.5550165 	 18.2836191 	 1452.8287 	 1.084 	 94.889
0.5566544 	 18.5134814 	 1539.0681 	 1.083 	 94.923
0.5582765 	 18.7473239 	 1627.7942 	 1.083 	 94.930
0.5598827 	 18.9751299 	 1765.6003 	 1.082 	 94.923
0.5614725 	 19.2072134 	 1969.4304 	 1.082 	 94.903
0.5630448 	 19.4349903 	 2218.8175 	 1.082 	 94.888
0.5646036 	 19.6721297 	 2577.5470 	 1.082 	 94.872
0.5661466 	 19.9102464 	 3113.0992 	 1.082 	 94.873
0.5676750 	 20.1520592 	 3829.5969 	 1.082 	 94.852
0.5691884 	 20.3929073 	 4903.5844 	 1.082 	 94.874
0.5706864 	 20.6455810 	 6432.5383 	 1.083 	 94.881
0.5721697 	 20.8921022 	 8596.6994 	 1.085 	 94.862
0.5736378 	 21.1452958 	 11650.5492 	 1.085 	 94.865
0.5750920 	 21.3968926 	 16015.1801 	 1.086 	 94.849
0.5765309 	 21.6578839 	 22086.3547 	 1.088 	 94.828
0.5779547 	 21.9240573 	 29879.0612 	 1.089 	 94.842
0.5793643 	 22.1954363 	 40710.3443 	 1.091 	 94.810
0.5807599 	 22.4804619 	 53866.1613 	 1.094 	 94.793
0.5821397 	 22.7731735 	 69663.8015 	 1.096 	 94.799
0.5835026 	 23.0735923 	 89917.0563 	 1.098 	 94.812
0.5848513 	 23.3824855 	 114041.1527 	 1.099 	 94.780
0.5861830 	 23.7060283 	 141841.8005 	 1.102 	 94.750
0.5874977 	 24.0442041 	 172684.7556 	 1.104 	 94.759
0.5887975 	 24.3930089 	 208779.9953 	 1.106 	 94.738
0.5900799 	 24.7584285 	 243361.3447 	 1.107 	 94.741
0.5913458 	 25.1340609 	 283161.3715 	 1.108 	 94.715
0.5925928 	 25.5151491 	 322650.7717 	 1.109 	 94.671
0.5938235 	 25.9307269 	 357841.0733 	 1.111 	 94.708
0.5950360 	 26.3622134 	 394077.1154 	 1.112 	 94.732
0.5962303 	 26.7999147 	 426456.0895 	 1.114 	 94.666
0.5974065 	 27.2536079 	 456343.4227 	 1.115 	 94.654
0.5985642 	 27.7185271 	 482858.0412 	 1.117 	 94.672
0.5997041 	 28.2072177 	 508112.6091 	 1.119 	 94.676
0.6008261 	 28.6876693 	 527781.0441 	 1.121 	 94.624
0.6019291 	 29.1941458 	 548793.5237 	 1.123 	 94.656
0.6030147 	 29.7076018 	 567175.7441 	 1.126 	 94.610
0.6040838 	 30.2422884 	 583898.9015 	 1.128 	 94.650
0.6051353 	 30.7743575 	 600374.1214 	 1.132 	 94.598
0.6061693 	 31.3262272 	 614090.4833 	 1.135 	 94.590
0.6071857 	 31.8918979 	 623579.4540 	 1.139 	 94.559
0.6081857 	 32.4670647 	 634870.4461 	 1.143 	 94.563
0.6091685 	 33.0479285 	 643815.3931 	 1.147 	 94.550
0.6101352 	 33.6350777 	 655467.2358 	 1.151 	 94.534
