N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001348 	 1.0005131 	 1.1026 	 1.003 	 10.125
0.0132589 	 1.1625179 	 12.2215 	 0.951 	 46.820
0.0260833 	 1.1527982 	 22.9102 	 1.004 	 78.961
0.0385046 	 1.1918841 	 33.5982 	 1.013 	 88.265
0.0505247 	 1.2395709 	 44.1501 	 1.016 	 92.014
0.0621752 	 1.2922433 	 54.6163 	 1.018 	 93.800
0.0734795 	 1.3482980 	 64.9408 	 1.019 	 94.784
0.0844360 	 1.4076647 	 75.0542 	 1.020 	 95.246
0.0950750 	 1.4695545 	 85.7406 	 1.021 	 95.509
0.1054053 	 1.5336804 	 96.0989 	 1.022 	 95.676
0.1154463 	 1.6001878 	 106.1251 	 1.024 	 95.772
0.1252132 	 1.6682883 	 117.3095 	 1.025 	 95.777
0.1347137 	 1.7387811 	 127.7570 	 1.026 	 95.842
0.1439465 	 1.8100132 	 137.9498 	 1.027 	 95.877
0.1529388 	 1.8839719 	 148.1530 	 1.028 	 95.854
0.1616915 	 1.9596751 	 157.8077 	 1.029 	 95.832
0.1702202 	 2.0371169 	 167.0804 	 1.032 	 95.826
0.1785342 	 2.1157363 	 177.8863 	 1.032 	 95.792
0.1866367 	 2.1962223 	 189.4735 	 1.034 	 95.789
0.1945387 	 2.2779713 	 199.1545 	 1.035 	 95.739
0.2022497 	 2.3617815 	 210.0812 	 1.036 	 95.743
0.2097763 	 2.4469527 	 220.0729 	 1.037 	 95.735
0.2171225 	 2.5343568 	 231.3493 	 1.038 	 95.733
0.2242975 	 2.6223356 	 240.9385 	 1.040 	 95.682
0.2313058 	 2.7129763 	 248.9284 	 1.041 	 95.686
0.2381635 	 2.8040249 	 257.8702 	 1.042 	 95.618
0.2448590 	 2.8971962 	 268.5577 	 1.043 	 95.641
0.2514025 	 2.9921015 	 280.3930 	 1.044 	 95.650
0.2578030 	 3.0881262 	 292.7404 	 1.045 	 95.615
0.2640682 	 3.1856101 	 305.8500 	 1.047 	 95.570
0.2701996 	 3.2857192 	 317.7988 	 1.047 	 95.583
0.2762000 	 3.3861794 	 328.1097 	 1.049 	 95.568
0.2820750 	 3.4883353 	 341.6498 	 1.050 	 95.534
0.2878304 	 3.5927565 	 351.6476 	 1.051 	 95.563
0.2934694 	 3.6976816 	 361.1390 	 1.051 	 95.511
0.2989921 	 3.8044947 	 372.6184 	 1.053 	 95.506
0.3044047 	 3.9127860 	 383.1536 	 1.054 	 95.481
0.3097134 	 4.0244107 	 395.4813 	 1.055 	 95.526
0.3149188 	 4.1341148 	 406.1084 	 1.056 	 95.470
0.3200220 	 4.2470730 	 415.9423 	 1.057 	 95.463
0.3250278 	 4.3624493 	 423.1072 	 1.058 	 95.466
0.3299429 	 4.4778589 	 436.2457 	 1.059 	 95.430
0.3347621 	 4.5952418 	 443.9677 	 1.060 	 95.421
0.3394949 	 4.7141272 	 455.7914 	 1.061 	 95.426
0.3441398 	 4.8348126 	 463.1310 	 1.062 	 95.426
0.3487002 	 4.9556526 	 474.4258 	 1.062 	 95.401
0.3531807 	 5.0807237 	 482.4556 	 1.064 	 95.394
0.3575819 	 5.2038805 	 493.6280 	 1.064 	 95.385
0.3619062 	 5.3298753 	 501.8858 	 1.065 	 95.362
0.3661537 	 5.4574676 	 512.5562 	 1.065 	 95.364
0.3703301 	 5.5857596 	 524.0829 	 1.066 	 95.340
0.3744361 	 5.7163794 	 533.3064 	 1.067 	 95.329
0.3784737 	 5.8487798 	 547.9348 	 1.068 	 95.323
0.3824442 	 5.9817728 	 559.8279 	 1.069 	 95.323
0.3863489 	 6.1173100 	 570.4573 	 1.069 	 95.317
0.3901902 	 6.2532829 	 583.3159 	 1.070 	 95.292
0.3939684 	 6.3900721 	 593.4090 	 1.071 	 95.317
0.3976864 	 6.5283500 	 603.9182 	 1.072 	 95.277
0.4013453 	 6.6689794 	 613.6563 	 1.073 	 95.277
0.4049452 	 6.8117733 	 628.4751 	 1.074 	 95.276
0.4084928 	 6.9545878 	 642.9981 	 1.074 	 95.276
0.4119851 	 7.0990616 	 652.3806 	 1.075 	 95.257
0.4154221 	 7.2454436 	 661.6431 	 1.075 	 95.258
0.4188079 	 7.3917160 	 670.6268 	 1.075 	 95.230
0.4221436 	 7.5428618 	 679.7132 	 1.075 	 95.233
0.4254306 	 7.6882561 	 690.9245 	 1.076 	 95.193
0.4286668 	 7.8425975 	 694.6469 	 1.077 	 95.198
0.4318558 	 7.9947823 	 705.8454 	 1.077 	 95.198
0.4349964 	 8.1478428 	 719.5018 	 1.077 	 95.179
0.4380934 	 8.3052291 	 728.3035 	 1.079 	 95.197
0.4411479 	 8.4607969 	 743.1742 	 1.079 	 95.177
0.4441599 	 8.6192466 	 760.4203 	 1.079 	 95.167
0.4471314 	 8.7795770 	 773.8512 	 1.080 	 95.167
0.4500616 	 8.9403699 	 784.3547 	 1.080 	 95.150
0.4529475 	 9.1039803 	 788.9296 	 1.080 	 95.157
0.4557955 	 9.2652226 	 795.9383 	 1.081 	 95.144
0.4586052 	 9.4288429 	 810.1010 	 1.081 	 95.116
0.4613764 	 9.6005638 	 815.0657 	 1.082 	 95.152
0.4641110 	 9.7652968 	 818.3205 	 1.082 	 95.129
0.4668084 	 9.9322804 	 828.0658 	 1.082 	 95.109
0.4694724 	 10.1040955 	 838.1821 	 1.082 	 95.113
0.4721008 	 10.2762535 	 854.9267 	 1.083 	 95.106
0.4746956 	 10.4471676 	 869.0796 	 1.083 	 95.099
0.4772570 	 10.6240714 	 880.1292 	 1.084 	 95.093
0.4797810 	 10.8013844 	 893.9958 	 1.086 	 95.104
0.4822756 	 10.9789343 	 901.2568 	 1.085 	 95.101
0.4847376 	 11.1551482 	 910.6040 	 1.085 	 95.114
0.4871691 	 11.3358475 	 916.7766 	 1.085 	 95.080
0.4895709 	 11.5134534 	 927.7696 	 1.085 	 95.049
0.4919441 	 11.7007679 	 934.9540 	 1.086 	 95.087
0.4942862 	 11.8796865 	 942.2720 	 1.085 	 95.052
0.4966000 	 12.0656368 	 942.3004 	 1.085 	 95.044
0.4988883 	 12.2546452 	 954.7197 	 1.085 	 95.056
0.5011482 	 12.4433904 	 971.6615 	 1.086 	 95.055
0.5033812 	 12.6329704 	 967.2511 	 1.085 	 95.053
0.5055881 	 12.8240910 	 976.4329 	 1.086 	 95.027
0.5077687 	 13.0167303 	 985.0344 	 1.087 	 95.052
0.5099249 	 13.2053715 	 1001.3051 	 1.087 	 95.031
0.5120547 	 13.3997155 	 1014.3458 	 1.087 	 94.991
0.5141595 	 13.5992595 	 1031.5437 	 1.087 	 95.019
0.5162418 	 13.7980169 	 1046.2562 	 1.087 	 95.033
0.5182989 	 13.9960756 	 1056.3007 	 1.087 	 95.012
0.5203330 	 14.1963488 	 1062.7458 	 1.087 	 95.025
0.5223446 	 14.3967475 	 1073.5683 	 1.087 	 94.988
0.5243335 	 14.6007765 	 1081.7076 	 1.087 	 95.002
0.5262997 	 14.8056682 	 1092.4193 	 1.087 	 94.985
0.5282452 	 15.0175693 	 1106.8767 	 1.087 	 94.980
0.5301672 	 15.2198660 	 1118.5298 	 1.086 	 94.960
0.5320688 	 15.4294284 	 1138.2016 	 1.087 	 94.950
0.5339498 	 15.6417897 	 1159.0965 	 1.087 	 94.981
0.5358106 	 15.8476778 	 1181.3083 	 1.087 	 94.944
0.5376508 	 16.0647966 	 1186.8080 	 1.087 	 94.934
0.5394709 	 16.2799534 	 1206.4771 	 1.087 	 94.933
0.5412724 	 16.4974393 	 1236.3959 	 1.087 	 94.941
0.5430547 	 16.7159091 	 1266.9402 	 1.086 	 94.966
0.5448187 	 16.9346667 	 1282.8759 	 1.086 	 94.930
0.5465652 	 17.1549685 	 1317.2718 	 1.086 	 94.943
0.5482906 	 17.3742042 	 1356.8704 	 1.085 	 94.961
0.5499974 	 17.6005202 	 1404.0152 	 1.084 	 94.943
0.5516885 	 17.8262843 	 1464.1099 	 1.084 	 94.944
0.5533617 	 18.0410467 	 1526.9938 	 1.084 	 94.911
0.5550185 	 18.2721521 	 1605.4043 	 1.084 	 94.902
0.5566571 	 18.4979723 	 1748.1167 	 1.084 	 94.904
0.5582783 	 18.7297727 	 1902.4023 	 1.083 	 94.875
0.5598863 	 18.9589778 	 2132.2702 	 1.083 	 94.874
0.5614770 	 19.1893341 	 2462.1192 	 1.083 	 94.884
0.5630520 	 19.4259131 	 2992.0100 	 1.084 	 94.891
0.5646127 	 19.6625889 	 3753.6606 	 1.084 	 94.874
0.5661575 	 19.9003832 	 4848.1983 	 1.086 	 94.876
0.5676866 	 20.1397116 	 6354.1087 	 1.085 	 94.873
0.5692004 	 20.3823263 	 8421.9705 	 1.086 	 94.842
0.5706981 	 20.6342173 	 11598.0771 	 1.087 	 94.843
0.5721809 	 20.8867388 	 15430.6773 	 1.087 	 94.826
0.5736489 	 21.1449636 	 19976.3346 	 1.088 	 94.813
0.5751023 	 21.4234967 	 26065.4794 	 1.089 	 94.840
0.5765385 	 21.6971240 	 33260.6707 	 1.091 	 94.803
0.5779585 	 21.9883318 	 41362.4078 	 1.093 	 94.821
0.5793625 	 22.2865408 	 52439.4572 	 1.096 	 94.784
0.5807503 	 22.5889799 	 65069.7265 	 1.098 	 94.746
0.5821220 	 22.9046467 	 80391.2442 	 1.100 	 94.754
0.5834776 	 23.2315392 	 97160.0972 	 1.103 	 94.723
0.5848159 	 23.5640293 	 117834.9275 	 1.107 	 94.688
0.5861368 	 23.9091309 	 141658.6440 	 1.110 	 94.675
0.5874403 	 24.2659038 	 165087.8584 	 1.114 	 94.657
0.5887272 	 24.6422719 	 190042.3159 	 1.118 	 94.631
0.5899951 	 25.0259002 	 214472.4345 	 1.121 	 94.579
0.5912456 	 25.4157420 	 241751.3817 	 1.125 	 94.581
0.5924786 	 25.8312797 	 269174.5025 	 1.129 	 94.572
0.5936925 	 26.2454356 	 300028.5895 	 1.134 	 94.516
0.5948900 	 26.6886331 	 326687.7350 	 1.138 	 94.516
0.5960695 	 27.1376588 	 353610.0024 	 1.141 	 94.486
0.5972299 	 27.5935166 	 377185.3339 	 1.145 	 94.449
0.5983726 	 28.0702431 	 400635.3822 	 1.148 	 94.459
0.5994973 	 28.5598232 	 421375.3074 	 1.152 	 94.404
0.6006044 	 29.0546753 	 443191.7477 	 1.155 	 94.384
0.6016938 	 29.5623986 	 458733.2188 	 1.158 	 94.353
0.6027657 	 30.0883665 	 475336.9450 	 1.161 	 94.336
0.6038194 	 30.6239187 	 487665.9050 	 1.164 	 94.329
0.6048557 	 31.1807317 	 496783.1840 	 1.167 	 94.306
0.6058755 	 31.7374462 	 502223.7862 	 1.169 	 94.300
0.6068780 	 32.3109988 	 506038.1023 	 1.173 	 94.273
0.6078636 	 32.8836287 	 510000.9519 	 1.175 	 94.219
0.6088334 	 33.4744022 	 508962.9161 	 1.178 	 94.214
0.6097868 	 34.0817536 	 504439.1684 	 1.180 	 94.202
0.6107244 	 34.6981915 	 494043.0254 	 1.182 	 94.173
0.6116458 	 35.3308323 	 482523.0358 	 1.185 	 94.157
0.6125528 	 35.9638844 	 465676.7799 	 1.186 	 94.162
0.6134434 	 36.6219672 	 442283.9005 	 1.188 	 94.189
0.6143199 	 37.2664006 	 413870.5365 	 1.188 	 94.156
0.6151807 	 37.9265238 	 382993.3424 	 1.188 	 94.187
0.6160278 	 38.5938402 	 352812.3652 	 1.188 	 94.228
0.6168615 	 39.2582925 	 320098.7429 	 1.188 	 94.278
0.6176821 	 39.9131824 	 292337.1147 	 1.187 	 94.278
0.6184903 	 40.5770315 	 271266.8123 	 1.184 	 94.310
0.6192860 	 41.2567875 	 256816.0357 	 1.183 	 94.391
0.6200699 	 41.8934909 	 254122.6401 	 1.181 	 94.411
0.6208419 	 42.5578937 	 262025.5572 	 1.176 	 94.448
0.6216025 	 43.2471057 	 282431.8179 	 1.172 	 94.560
0.6223511 	 43.9295522 	 313649.7032 	 1.166 	 94.606
0.6230892 	 44.6268829 	 355619.3771 	 1.159 	 94.671
0.6238157 	 45.3761870 	 396996.8143 	 1.154 	 94.731
0.6245313 	 46.1278521 	 442143.0562 	 1.147 	 94.730
0.6252353 	 46.9290308 	 486378.0351 	 1.139 	 94.792
0.6259276 	 47.7693087 	 530803.5210 	 1.131 	 94.871
0.6266086 	 48.5974065 	 576983.4024 	 1.121 	 94.886
0.6272780 	 49.4717967 	 616758.8918 	 1.112 	 94.932
0.6279361 	 50.3653791 	 654486.3199 	 1.103 	 94.946
0.6285825 	 51.2891849 	 693774.3364 	 1.093 	 95.005
0.6292184 	 52.2425536 	 729283.7537 	 1.084 	 95.073
0.6298430 	 53.1938411 	 764810.1830 	 1.075 	 95.077
