N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001348 	 1.0005166 	 1.1026 	 1.004 	 10.126
0.0132617 	 1.1626515 	 12.1928 	 0.950 	 46.800
0.0260908 	 1.1528569 	 22.8121 	 1.005 	 78.938
0.0385103 	 1.1918794 	 33.3032 	 1.013 	 88.258
0.0505291 	 1.2396490 	 43.9790 	 1.016 	 92.047
0.0621856 	 1.2922130 	 54.5942 	 1.018 	 93.819
0.0734781 	 1.3483111 	 65.2118 	 1.019 	 94.795
0.0844421 	 1.4077181 	 75.6520 	 1.019 	 95.252
0.0950769 	 1.4696223 	 85.8888 	 1.021 	 95.538
0.1054183 	 1.5338489 	 96.4811 	 1.023 	 95.671
0.1154695 	 1.6002062 	 106.7565 	 1.023 	 95.729
0.1252308 	 1.6685672 	 118.3043 	 1.024 	 95.785
0.1347331 	 1.7389431 	 128.0487 	 1.027 	 95.797
0.1439708 	 1.8102366 	 138.3022 	 1.027 	 95.875
0.1529646 	 1.8842284 	 148.9164 	 1.029 	 95.846
0.1617107 	 1.9597379 	 158.9791 	 1.030 	 95.839
0.1702414 	 2.0371960 	 168.7725 	 1.031 	 95.795
0.1785510 	 2.1157415 	 179.9650 	 1.032 	 95.779
0.1866583 	 2.1964482 	 190.1383 	 1.034 	 95.768
0.1945626 	 2.2787235 	 199.5627 	 1.035 	 95.751
0.2022778 	 2.3624660 	 209.7477 	 1.036 	 95.742
0.2098029 	 2.4476454 	 221.5807 	 1.037 	 95.719
0.2171477 	 2.5341925 	 231.6701 	 1.039 	 95.703
0.2243226 	 2.6231553 	 243.6024 	 1.040 	 95.699
0.2313281 	 2.7132230 	 254.2293 	 1.041 	 95.675
0.2381813 	 2.8043900 	 263.2309 	 1.042 	 95.650
0.2448800 	 2.8976050 	 273.6875 	 1.043 	 95.647
0.2514271 	 2.9922302 	 286.0077 	 1.045 	 95.612
0.2578287 	 3.0890930 	 298.5530 	 1.045 	 95.637
0.2640899 	 3.1864417 	 308.7773 	 1.047 	 95.589
0.2702251 	 3.2850770 	 317.2590 	 1.048 	 95.550
0.2762291 	 3.3868017 	 328.4877 	 1.049 	 95.573
0.2821065 	 3.4884565 	 340.7329 	 1.049 	 95.517
0.2878604 	 3.5936285 	 348.2470 	 1.051 	 95.553
0.2934969 	 3.6985715 	 359.2587 	 1.051 	 95.531
