N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001350 	 1.0005164 	 1.1027 	 0.997 	 10.126
0.0132579 	 1.1626635 	 12.2084 	 0.950 	 46.800
0.0260905 	 1.1527826 	 22.8618 	 1.004 	 78.940
0.0385162 	 1.1918857 	 33.6220 	 1.013 	 88.238
0.0505293 	 1.2395655 	 43.6141 	 1.016 	 92.017
0.0621781 	 1.2922787 	 54.3634 	 1.018 	 93.808
0.0734832 	 1.3483292 	 64.5817 	 1.019 	 94.783
0.0844451 	 1.4076889 	 75.1756 	 1.020 	 95.250
0.0950908 	 1.4696683 	 84.9477 	 1.021 	 95.539
0.1054217 	 1.5339237 	 95.0126 	 1.022 	 95.665
0.1154643 	 1.6002228 	 105.5592 	 1.023 	 95.760
0.1252270 	 1.6684006 	 116.0658 	 1.025 	 95.797
0.1347243 	 1.7388083 	 126.4539 	 1.026 	 95.795
0.1439615 	 1.8103372 	 136.0834 	 1.027 	 95.879
0.1529538 	 1.8844630 	 146.8996 	 1.028 	 95.877
0.1617129 	 1.9597152 	 157.4348 	 1.029 	 95.822
0.1702484 	 2.0368412 	 167.5708 	 1.031 	 95.784
0.1785588 	 2.1159404 	 178.7231 	 1.033 	 95.789
0.1866637 	 2.1967919 	 189.3672 	 1.034 	 95.790
0.1945651 	 2.2786408 	 198.7962 	 1.035 	 95.747
0.2022738 	 2.3623259 	 209.3098 	 1.036 	 95.733
0.2097973 	 2.4475343 	 218.9941 	 1.037 	 95.715
0.2171426 	 2.5343903 	 229.7416 	 1.038 	 95.691
0.2243240 	 2.6228718 	 239.2657 	 1.039 	 95.676
0.2313343 	 2.7129519 	 251.4305 	 1.040 	 95.664
0.2381885 	 2.8046470 	 262.0436 	 1.042 	 95.643
0.2448857 	 2.8977726 	 272.6683 	 1.043 	 95.632
0.2514317 	 2.9928333 	 282.9990 	 1.045 	 95.656
0.2578336 	 3.0886885 	 292.3569 	 1.045 	 95.597
0.2640984 	 3.1866035 	 301.5981 	 1.046 	 95.605
0.2702253 	 3.2860894 	 313.9714 	 1.047 	 95.598
0.2762278 	 3.3861048 	 320.8720 	 1.049 	 95.544
0.2820999 	 3.4892249 	 331.3625 	 1.050 	 95.542
0.2878574 	 3.5924647 	 340.6610 	 1.051 	 95.518
0.2934923 	 3.6977940 	 351.2811 	 1.052 	 95.496
0.2990181 	 3.8051724 	 360.5265 	 1.052 	 95.527
0.3044340 	 3.9137911 	 370.7402 	 1.054 	 95.517
0.3097413 	 4.0242637 	 382.4531 	 1.055 	 95.520
0.3149450 	 4.1352163 	 390.6142 	 1.056 	 95.487
0.3200487 	 4.2487200 	 398.9423 	 1.057 	 95.455
0.3250551 	 4.3626864 	 408.7644 	 1.058 	 95.450
