N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001349 	 1.0005145 	 1.1026 	 1.001 	 10.125
0.0132563 	 1.1625069 	 12.2284 	 0.950 	 46.820
0.0260902 	 1.1528175 	 22.9034 	 1.004 	 78.922
0.0385111 	 1.1918540 	 33.4148 	 1.013 	 88.241
0.0505299 	 1.2396922 	 43.8457 	 1.016 	 92.033
0.0621821 	 1.2922737 	 54.1023 	 1.018 	 93.812
0.0734765 	 1.3482367 	 64.9630 	 1.019 	 94.750
0.0844459 	 1.4077026 	 75.3182 	 1.020 	 95.261
0.0950858 	 1.4696956 	 85.2857 	 1.021 	 95.510
0.1054282 	 1.5340016 	 95.2957 	 1.022 	 95.701
0.1154683 	 1.6003662 	 105.8303 	 1.023 	 95.766
0.1252324 	 1.6684935 	 116.0850 	 1.024 	 95.795
0.1347323 	 1.7387542 	 126.2600 	 1.026 	 95.795
0.1439659 	 1.8101754 	 136.5002 	 1.027 	 95.885
0.1529565 	 1.8843355 	 146.2783 	 1.028 	 95.825
0.1617128 	 1.9595945 	 156.3331 	 1.029 	 95.810
0.1702437 	 2.0369561 	 165.4627 	 1.031 	 95.795
0.1785572 	 2.1159527 	 176.2053 	 1.032 	 95.794
0.1866602 	 2.1962058 	 188.4190 	 1.034 	 95.754
0.1945615 	 2.2785043 	 199.6896 	 1.035 	 95.765
0.2022717 	 2.3621900 	 210.7630 	 1.036 	 95.744
0.2098030 	 2.4475761 	 221.3919 	 1.038 	 95.715
0.2171478 	 2.5343766 	 232.7471 	 1.039 	 95.717
0.2243298 	 2.6228471 	 240.4914 	 1.040 	 95.674
0.2313387 	 2.7128907 	 251.6899 	 1.041 	 95.673
0.2381917 	 2.8041548 	 263.9687 	 1.042 	 95.642
0.2448864 	 2.8976048 	 273.0704 	 1.043 	 95.644
0.2514292 	 2.9926574 	 284.4302 	 1.045 	 95.664
0.2578368 	 3.0885568 	 294.4584 	 1.046 	 95.605
0.2641023 	 3.1866842 	 305.0570 	 1.047 	 95.604
0.2702307 	 3.2858157 	 314.2751 	 1.047 	 95.591
0.2762335 	 3.3867448 	 324.3049 	 1.049 	 95.575
0.2821086 	 3.4896309 	 334.0554 	 1.050 	 95.563
0.2878657 	 3.5936037 	 343.3100 	 1.051 	 95.558
0.2935049 	 3.6989537 	 354.6444 	 1.052 	 95.543
0.2990224 	 3.8057566 	 362.5010 	 1.053 	 95.532
0.3044347 	 3.9143291 	 369.0157 	 1.054 	 95.516
0.3097374 	 4.0244096 	 379.2587 	 1.054 	 95.507
0.3149452 	 4.1352544 	 389.5596 	 1.056 	 95.490
0.3200501 	 4.2486832 	 400.4201 	 1.057 	 95.487
0.3250543 	 4.3627278 	 413.8658 	 1.058 	 95.468
0.3299645 	 4.4778855 	 423.9640 	 1.059 	 95.446
0.3347833 	 4.5956556 	 433.8768 	 1.060 	 95.438
0.3395159 	 4.7138755 	 443.1158 	 1.061 	 95.394
0.3441633 	 4.8349960 	 457.6419 	 1.062 	 95.416
0.3487282 	 4.9570026 	 469.1369 	 1.062 	 95.398
0.3532084 	 5.0801891 	 476.0763 	 1.063 	 95.388
0.3576106 	 5.2036156 	 484.4077 	 1.064 	 95.375
0.3619362 	 5.3309605 	 496.0993 	 1.064 	 95.363
0.3661866 	 5.4581948 	 507.9751 	 1.066 	 95.359
0.3703636 	 5.5872708 	 513.1668 	 1.067 	 95.330
0.3744699 	 5.7185385 	 518.4109 	 1.067 	 95.357
0.3785055 	 5.8508511 	 529.3682 	 1.068 	 95.351
0.3824747 	 5.9829045 	 539.4049 	 1.069 	 95.330
0.3863819 	 6.1164862 	 548.6181 	 1.070 	 95.299
0.3902222 	 6.2534524 	 558.5082 	 1.070 	 95.315
0.3940002 	 6.3911326 	 570.5745 	 1.071 	 95.290
0.3977235 	 6.5293504 	 584.3449 	 1.072 	 95.283
0.4013820 	 6.6702867 	 595.9223 	 1.073 	 95.258
0.4049841 	 6.8116618 	 609.2107 	 1.073 	 95.251
0.4085314 	 6.9559110 	 619.4273 	 1.073 	 95.250
0.4120222 	 7.1007802 	 635.8995 	 1.075 	 95.268
0.4154635 	 7.2483853 	 641.1086 	 1.075 	 95.258
0.4188492 	 7.3922610 	 649.7838 	 1.076 	 95.228
0.4221829 	 7.5435482 	 660.9128 	 1.077 	 95.243
0.4254688 	 7.6931864 	 671.1591 	 1.077 	 95.243
0.4287057 	 7.8446772 	 688.2566 	 1.077 	 95.229
0.4318927 	 7.9972853 	 694.1226 	 1.078 	 95.200
0.4350384 	 8.1512599 	 704.7742 	 1.079 	 95.183
0.4381363 	 8.3070430 	 713.5375 	 1.078 	 95.206
0.4411896 	 8.4623262 	 723.1896 	 1.079 	 95.166
0.4441995 	 8.6211033 	 732.4369 	 1.080 	 95.173
0.4471685 	 8.7826889 	 745.9769 	 1.080 	 95.197
0.4500945 	 8.9423665 	 755.4259 	 1.080 	 95.159
0.4529804 	 9.1043373 	 765.0520 	 1.081 	 95.165
0.4558271 	 9.2705997 	 777.3455 	 1.082 	 95.169
0.4586373 	 9.4325490 	 790.9986 	 1.082 	 95.143
0.4614090 	 9.6011999 	 801.6804 	 1.083 	 95.143
0.4641432 	 9.7697976 	 819.8407 	 1.083 	 95.156
0.4668433 	 9.9366345 	 833.6933 	 1.083 	 95.119
0.4695058 	 10.1077174 	 846.9317 	 1.083 	 95.116
0.4721325 	 10.2777875 	 851.1792 	 1.084 	 95.103
0.4747268 	 10.4512922 	 863.9640 	 1.084 	 95.107
0.4772859 	 10.6265006 	 874.8519 	 1.084 	 95.100
0.4798133 	 10.8020979 	 886.8970 	 1.085 	 95.100
0.4823073 	 10.9791897 	 890.2864 	 1.085 	 95.085
0.4847708 	 11.1592170 	 901.4638 	 1.085 	 95.102
0.4872031 	 11.3399179 	 907.7119 	 1.086 	 95.107
0.4896031 	 11.5215599 	 912.1770 	 1.086 	 95.074
0.4919742 	 11.6981648 	 928.5265 	 1.086 	 95.040
0.4943184 	 11.8842625 	 946.7612 	 1.086 	 95.061
0.4966339 	 12.0713365 	 962.2685 	 1.087 	 95.069
0.4989204 	 12.2565027 	 976.7802 	 1.087 	 95.029
0.5011814 	 12.4417481 	 988.0454 	 1.086 	 95.017
