N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001355 	 1.0005150 	 1.1026 	 1.007 	 10.125
0.0132505 	 1.1627291 	 12.2178 	 0.951 	 46.729
0.0260807 	 1.1528646 	 22.9071 	 1.005 	 78.920
0.0384802 	 1.1917768 	 33.6007 	 1.012 	 88.260
0.0504953 	 1.2394104 	 44.4484 	 1.016 	 91.979
0.0621342 	 1.2920042 	 54.4717 	 1.017 	 93.783
0.0734417 	 1.3480294 	 64.3193 	 1.019 	 94.748
0.0844132 	 1.4075399 	 74.9404 	 1.021 	 95.245
0.0950582 	 1.4695003 	 84.3874 	 1.021 	 95.531
0.1053896 	 1.5336357 	 94.4301 	 1.022 	 95.654
0.1154327 	 1.5999251 	 104.4778 	 1.023 	 95.748
0.1251955 	 1.6684559 	 115.5713 	 1.025 	 95.819
0.1346937 	 1.7385018 	 124.9184 	 1.026 	 95.820
0.1439299 	 1.8101146 	 134.2448 	 1.027 	 95.896
0.1529252 	 1.8839948 	 143.9760 	 1.029 	 95.877
0.1616828 	 1.9596897 	 154.5762 	 1.030 	 95.847
0.1702053 	 2.0366947 	 164.8983 	 1.031 	 95.798
0.1785163 	 2.1157231 	 174.7760 	 1.032 	 95.805
0.1866169 	 2.1959126 	 186.6543 	 1.034 	 95.771
0.1945196 	 2.2780572 	 197.1248 	 1.035 	 95.766
0.2022266 	 2.3613884 	 207.1645 	 1.036 	 95.739
0.2097599 	 2.4469686 	 217.8078 	 1.037 	 95.723
0.2171030 	 2.5340644 	 228.3838 	 1.039 	 95.689
0.2242799 	 2.6222722 	 238.5317 	 1.040 	 95.686
0.2312886 	 2.7123762 	 246.8700 	 1.041 	 95.657
0.2381401 	 2.8041854 	 255.9471 	 1.042 	 95.659
0.2448326 	 2.8969570 	 266.0890 	 1.043 	 95.642
0.2513813 	 2.9920381 	 276.8331 	 1.044 	 95.639
0.2577838 	 3.0875232 	 286.7638 	 1.046 	 95.583
0.2640445 	 3.1864916 	 296.0327 	 1.047 	 95.623
0.2701733 	 3.2850401 	 306.3216 	 1.048 	 95.572
0.2761752 	 3.3865470 	 318.4605 	 1.049 	 95.568
0.2820509 	 3.4883000 	 326.5161 	 1.049 	 95.552
0.2878052 	 3.5919492 	 335.5599 	 1.050 	 95.518
0.2934422 	 3.6976719 	 343.2255 	 1.053 	 95.543
0.2989663 	 3.8042565 	 354.7921 	 1.053 	 95.516
0.3043804 	 3.9125421 	 368.0697 	 1.054 	 95.514
0.3096901 	 4.0234275 	 376.3492 	 1.055 	 95.497
0.3148897 	 4.1336850 	 388.1075 	 1.056 	 95.473
0.3199962 	 4.2470950 	 396.8903 	 1.057 	 95.466
0.3250009 	 4.3622098 	 407.7834 	 1.058 	 95.452
0.3299139 	 4.4772853 	 416.4828 	 1.058 	 95.455
0.3347363 	 4.5951031 	 429.7742 	 1.059 	 95.436
0.3394715 	 4.7132151 	 441.7455 	 1.061 	 95.410
0.3441201 	 4.8342676 	 452.0614 	 1.062 	 95.417
0.3486878 	 4.9557232 	 460.5348 	 1.063 	 95.406
0.3531684 	 5.0786262 	 471.2374 	 1.063 	 95.392
0.3575679 	 5.2033739 	 479.6358 	 1.064 	 95.368
