N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001341 	 1.0005110 	 1.1027 	 1.001 	 10.124
0.0132496 	 1.1626249 	 12.1781 	 0.951 	 46.785
0.0260657 	 1.1527931 	 22.7773 	 1.004 	 78.867
0.0384787 	 1.1917420 	 33.5392 	 1.013 	 88.236
0.0505035 	 1.2395038 	 44.0255 	 1.016 	 92.050
0.0621449 	 1.2920415 	 54.7017 	 1.018 	 93.813
0.0734368 	 1.3481819 	 65.2017 	 1.019 	 94.770
0.0844006 	 1.4074949 	 75.7828 	 1.020 	 95.238
0.0950431 	 1.4693843 	 86.3698 	 1.021 	 95.528
0.1053917 	 1.5335917 	 96.2049 	 1.022 	 95.665
0.1154259 	 1.6000270 	 106.2157 	 1.023 	 95.742
0.1251928 	 1.6683800 	 116.9670 	 1.025 	 95.798
0.1346966 	 1.7387373 	 126.9675 	 1.026 	 95.836
0.1439415 	 1.8100390 	 137.6903 	 1.027 	 95.888
0.1529339 	 1.8841030 	 146.6823 	 1.028 	 95.863
0.1616912 	 1.9597858 	 157.5440 	 1.030 	 95.847
0.1702179 	 2.0369352 	 166.8478 	 1.031 	 95.808
0.1785292 	 2.1160022 	 178.0304 	 1.032 	 95.809
0.1866316 	 2.1962601 	 188.0795 	 1.034 	 95.762
0.1945311 	 2.2780610 	 197.6168 	 1.035 	 95.735
0.2022383 	 2.3618638 	 207.2753 	 1.036 	 95.724
0.2097580 	 2.4469738 	 217.8939 	 1.038 	 95.725
0.2171090 	 2.5339760 	 229.2930 	 1.038 	 95.698
0.2242837 	 2.6226588 	 240.5270 	 1.040 	 95.691
0.2312902 	 2.7125855 	 251.2073 	 1.041 	 95.693
0.2381380 	 2.8043150 	 262.7005 	 1.042 	 95.660
0.2448300 	 2.8970844 	 276.1665 	 1.043 	 95.612
0.2513791 	 2.9916267 	 285.6656 	 1.044 	 95.626
0.2577800 	 3.0885244 	 296.6603 	 1.046 	 95.623
0.2640480 	 3.1858794 	 306.0670 	 1.047 	 95.583
0.2701752 	 3.2843511 	 314.9886 	 1.047 	 95.551
0.2761804 	 3.3862251 	 323.1545 	 1.049 	 95.567
0.2820575 	 3.4886678 	 334.4108 	 1.050 	 95.599
0.2878120 	 3.5927487 	 344.0785 	 1.051 	 95.555
0.2934497 	 3.6973976 	 356.6433 	 1.052 	 95.536
0.2989730 	 3.8043455 	 368.4336 	 1.053 	 95.498
0.3043877 	 3.9131037 	 377.3907 	 1.054 	 95.506
0.3096963 	 4.0228970 	 389.5658 	 1.055 	 95.495
0.3149010 	 4.1336121 	 399.2618 	 1.056 	 95.464
