N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001343 	 1.0005088 	 1.1026 	 1.016 	 10.124
0.0132565 	 1.1626151 	 12.2150 	 0.951 	 46.818
0.0260875 	 1.1527987 	 22.8764 	 1.004 	 78.927
0.0385129 	 1.1918570 	 33.3157 	 1.012 	 88.257
0.0505241 	 1.2396153 	 43.6233 	 1.016 	 92.007
0.0621656 	 1.2921198 	 54.2805 	 1.017 	 93.780
0.0734632 	 1.3482355 	 64.6071 	 1.019 	 94.780
0.0844318 	 1.4077064 	 75.5309 	 1.021 	 95.258
0.0950677 	 1.4693815 	 86.0609 	 1.022 	 95.500
0.1054035 	 1.5336257 	 96.2376 	 1.023 	 95.647
0.1154484 	 1.6000373 	 107.0452 	 1.023 	 95.752
0.1252089 	 1.6684428 	 117.1096 	 1.025 	 95.791
0.1347064 	 1.7386995 	 128.4090 	 1.025 	 95.821
0.1439463 	 1.8099866 	 138.4995 	 1.027 	 95.854
0.1529438 	 1.8838186 	 149.6318 	 1.029 	 95.815
0.1617031 	 1.9598527 	 160.3229 	 1.030 	 95.841
0.1702396 	 2.0371133 	 171.4752 	 1.031 	 95.823
0.1785523 	 2.1163928 	 180.9134 	 1.032 	 95.804
0.1866588 	 2.1963153 	 191.3190 	 1.033 	 95.764
0.1945625 	 2.2785634 	 199.8983 	 1.035 	 95.753
0.2022686 	 2.3623805 	 209.3729 	 1.036 	 95.752
0.2097986 	 2.4472687 	 221.2773 	 1.037 	 95.726
0.2171404 	 2.5342034 	 229.9087 	 1.038 	 95.688
0.2243156 	 2.6226393 	 239.9021 	 1.040 	 95.692
0.2313240 	 2.7125204 	 249.8697 	 1.041 	 95.652
0.2381737 	 2.8042762 	 259.1626 	 1.042 	 95.645
0.2448693 	 2.8976936 	 267.2985 	 1.043 	 95.633
0.2514191 	 2.9928539 	 276.3760 	 1.044 	 95.640
0.2578210 	 3.0887739 	 286.2513 	 1.045 	 95.595
0.2640850 	 3.1863900 	 296.2044 	 1.047 	 95.606
0.2702113 	 3.2858308 	 306.5561 	 1.048 	 95.571
0.2762140 	 3.3867442 	 316.5168 	 1.049 	 95.579
0.2820886 	 3.4885942 	 326.2544 	 1.050 	 95.561
0.2878430 	 3.5924292 	 337.4482 	 1.050 	 95.536
0.2934800 	 3.6984439 	 347.0585 	 1.052 	 95.537
0.2989988 	 3.8047551 	 354.9332 	 1.053 	 95.499
0.3044104 	 3.9125804 	 366.6480 	 1.053 	 95.485
0.3097154 	 4.0230233 	 375.8434 	 1.055 	 95.485
0.3149180 	 4.1347339 	 383.7726 	 1.056 	 95.500
0.3200234 	 4.2477260 	 393.4713 	 1.057 	 95.480
0.3250303 	 4.3618291 	 407.2018 	 1.058 	 95.423
0.3299443 	 4.4777669 	 418.4709 	 1.059 	 95.421
0.3347661 	 4.5946663 	 428.7758 	 1.059 	 95.436
0.3394994 	 4.7135523 	 441.7945 	 1.061 	 95.413
0.3441469 	 4.8345698 	 455.0501 	 1.062 	 95.402
0.3487069 	 4.9569902 	 461.2364 	 1.063 	 95.422
0.3531889 	 5.0799210 	 475.6357 	 1.063 	 95.383
0.3575896 	 5.2043012 	 486.8590 	 1.065 	 95.378
0.3619132 	 5.3307259 	 498.1313 	 1.065 	 95.358
