N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001345 	 1.0005106 	 1.1027 	 1.003 	 10.124
0.0132546 	 1.1626207 	 12.2639 	 0.951 	 46.796
0.0260876 	 1.1528845 	 22.9731 	 1.005 	 78.960
0.0385034 	 1.1918361 	 33.5876 	 1.013 	 88.247
0.0505283 	 1.2395907 	 44.0988 	 1.017 	 92.009
0.0621834 	 1.2922700 	 54.1859 	 1.017 	 93.793
0.0734813 	 1.3483006 	 64.4867 	 1.019 	 94.778
0.0844380 	 1.4075704 	 74.8611 	 1.020 	 95.247
0.0950919 	 1.4697125 	 84.7347 	 1.021 	 95.541
0.1054228 	 1.5339519 	 94.9709 	 1.022 	 95.682
0.1154778 	 1.6002384 	 106.1179 	 1.024 	 95.745
0.1252365 	 1.6687411 	 115.7339 	 1.024 	 95.805
0.1347346 	 1.7387679 	 125.5864 	 1.026 	 95.805
0.1439710 	 1.8103081 	 135.6489 	 1.027 	 95.893
0.1529623 	 1.8843960 	 145.4308 	 1.029 	 95.874
0.1617212 	 1.9600975 	 155.9256 	 1.030 	 95.847
0.1702479 	 2.0369285 	 165.9755 	 1.031 	 95.798
0.1785585 	 2.1157920 	 177.5174 	 1.033 	 95.801
0.1866635 	 2.1965255 	 188.0040 	 1.034 	 95.786
0.1945678 	 2.2782173 	 198.0276 	 1.035 	 95.725
0.2022768 	 2.3624335 	 207.4538 	 1.036 	 95.749
0.2098022 	 2.4476912 	 218.3907 	 1.038 	 95.721
0.2171455 	 2.5345634 	 229.5444 	 1.038 	 95.695
0.2243229 	 2.6228728 	 239.2195 	 1.040 	 95.701
0.2313257 	 2.7129293 	 249.6023 	 1.041 	 95.673
0.2381753 	 2.8044552 	 257.9708 	 1.042 	 95.652
0.2448774 	 2.8974810 	 267.5800 	 1.043 	 95.634
0.2514251 	 2.9922977 	 277.3028 	 1.044 	 95.630
0.2578257 	 3.0887174 	 286.4404 	 1.045 	 95.614
0.2640907 	 3.1860973 	 297.5080 	 1.046 	 95.606
0.2702254 	 3.2860709 	 307.0676 	 1.048 	 95.587
0.2762225 	 3.3870183 	 316.4485 	 1.049 	 95.599
0.2820971 	 3.4886278 	 326.5086 	 1.050 	 95.559
0.2878484 	 3.5930333 	 336.8670 	 1.051 	 95.556
0.2934835 	 3.6983215 	 349.3936 	 1.051 	 95.525
0.2990059 	 3.8052880 	 357.6652 	 1.053 	 95.525
0.3044158 	 3.9135957 	 369.8095 	 1.053 	 95.525
0.3097250 	 4.0228304 	 381.6668 	 1.055 	 95.480
0.3149269 	 4.1346715 	 392.2893 	 1.056 	 95.486
0.3200299 	 4.2468995 	 404.0896 	 1.057 	 95.451
0.3250359 	 4.3615722 	 412.3687 	 1.058 	 95.442
0.3299451 	 4.4774768 	 426.8098 	 1.059 	 95.444
0.3347656 	 4.5943692 	 436.1886 	 1.060 	 95.424
0.3394945 	 4.7134820 	 444.4897 	 1.060 	 95.404
0.3441436 	 4.8343031 	 452.7861 	 1.061 	 95.398
0.3487059 	 4.9563467 	 461.9927 	 1.062 	 95.398
0.3531845 	 5.0785784 	 471.3771 	 1.063 	 95.373
0.3575880 	 5.2043913 	 481.0947 	 1.064 	 95.365
0.3619133 	 5.3288331 	 490.7222 	 1.065 	 95.341
0.3661627 	 5.4568246 	 497.6299 	 1.066 	 95.357
0.3703414 	 5.5872051 	 507.2210 	 1.067 	 95.360
0.3744465 	 5.7151914 	 519.4967 	 1.067 	 95.317
0.3784854 	 5.8494714 	 531.7020 	 1.068 	 95.359
0.3824575 	 5.9819879 	 543.7948 	 1.068 	 95.298
0.3863619 	 6.1166480 	 555.3373 	 1.069 	 95.299
0.3902033 	 6.2528714 	 562.4910 	 1.070 	 95.277
0.3939832 	 6.3913161 	 574.8103 	 1.071 	 95.283
0.3977022 	 6.5301030 	 587.0203 	 1.072 	 95.291
0.4013593 	 6.6707253 	 600.0820 	 1.073 	 95.301
0.4049624 	 6.8112972 	 605.4482 	 1.073 	 95.230
0.4085110 	 6.9551246 	 613.6085 	 1.074 	 95.259
0.4120038 	 7.0989036 	 625.6835 	 1.074 	 95.248
0.4154429 	 7.2458257 	 642.2928 	 1.075 	 95.245
0.4188306 	 7.3943472 	 660.7096 	 1.076 	 95.219
0.4221655 	 7.5408139 	 671.4472 	 1.076 	 95.234
0.4254513 	 7.6899758 	 677.1303 	 1.077 	 95.207
0.4286877 	 7.8436818 	 691.2145 	 1.077 	 95.225
0.4318775 	 7.9981347 	 699.2507 	 1.078 	 95.208
0.4350218 	 8.1494015 	 712.2259 	 1.079 	 95.201
0.4381211 	 8.3053883 	 721.0693 	 1.079 	 95.192
0.4411745 	 8.4622075 	 733.9771 	 1.079 	 95.175
0.4441861 	 8.6222657 	 743.5670 	 1.080 	 95.190
0.4471531 	 8.7803888 	 749.6396 	 1.081 	 95.168
0.4500822 	 8.9417528 	 757.8070 	 1.080 	 95.168
0.4529696 	 9.1046721 	 766.1414 	 1.082 	 95.161
0.4558146 	 9.2697786 	 773.2136 	 1.082 	 95.163
0.4586253 	 9.4331039 	 780.6556 	 1.082 	 95.135
0.4613971 	 9.5982218 	 785.0150 	 1.083 	 95.137
0.4641311 	 9.7671220 	 798.2650 	 1.083 	 95.142
0.4668288 	 9.9359000 	 804.8345 	 1.083 	 95.096
0.4694911 	 10.1064385 	 815.9915 	 1.083 	 95.120
0.4721188 	 10.2790600 	 827.4168 	 1.083 	 95.112
0.4747123 	 10.4509631 	 837.5533 	 1.083 	 95.088
0.4772717 	 10.6239954 	 846.8205 	 1.084 	 95.091
0.4797977 	 10.8008836 	 862.2358 	 1.085 	 95.075
0.4822958 	 10.9802984 	 874.6590 	 1.085 	 95.091
0.4847573 	 11.1555757 	 888.1099 	 1.084 	 95.063
0.4871900 	 11.3363101 	 893.8422 	 1.085 	 95.091
0.4895916 	 11.5148725 	 902.7878 	 1.085 	 95.034
0.4919666 	 11.7008857 	 913.0038 	 1.086 	 95.092
0.4943126 	 11.8829555 	 920.1091 	 1.086 	 95.044
0.4966276 	 12.0709937 	 931.6522 	 1.086 	 95.052
0.4989131 	 12.2561557 	 944.4852 	 1.086 	 95.062
0.5011749 	 12.4461544 	 958.1597 	 1.086 	 95.066
0.5034085 	 12.6322120 	 972.6950 	 1.086 	 95.037
0.5056151 	 12.8233782 	 990.5714 	 1.087 	 95.046
0.5077944 	 13.0166628 	 994.8816 	 1.086 	 95.021
0.5099481 	 13.2100573 	 1010.1594 	 1.086 	 95.037
0.5120790 	 13.4043281 	 1015.0848 	 1.086 	 95.029
0.5141839 	 13.6031862 	 1029.3964 	 1.086 	 95.023
0.5162656 	 13.8005414 	 1030.1967 	 1.086 	 95.023
0.5183223 	 14.0001459 	 1036.1429 	 1.086 	 94.997
0.5203556 	 14.2032979 	 1049.6232 	 1.086 	 95.016
0.5223647 	 14.4023560 	 1059.9624 	 1.086 	 94.989
0.5243540 	 14.6069892 	 1075.5331 	 1.086 	 94.980
0.5263194 	 14.8136833 	 1088.4283 	 1.086 	 94.971
0.5282630 	 15.0206701 	 1104.1197 	 1.087 	 94.959
0.5301860 	 15.2272184 	 1123.7339 	 1.086 	 94.984
0.5320862 	 15.4365044 	 1131.5346 	 1.086 	 94.976
0.5339648 	 15.6485638 	 1148.7901 	 1.086 	 94.968
0.5358256 	 15.8634975 	 1156.3623 	 1.086 	 94.953
0.5376652 	 16.0736888 	 1172.5979 	 1.087 	 94.974
0.5394859 	 16.2884669 	 1191.2029 	 1.087 	 94.950
0.5412871 	 16.5033170 	 1218.5965 	 1.086 	 94.948
0.5430702 	 16.7180321 	 1241.8198 	 1.086 	 94.936
0.5448328 	 16.9334310 	 1268.3367 	 1.086 	 94.918
0.5465770 	 17.1602419 	 1279.4106 	 1.085 	 94.944
0.5483033 	 17.3844961 	 1309.7042 	 1.085 	 94.949
0.5500118 	 17.6101015 	 1342.5080 	 1.085 	 94.933
0.5517021 	 17.8339269 	 1368.1882 	 1.084 	 94.913
0.5533743 	 18.0615067 	 1403.6887 	 1.084 	 94.913
0.5550310 	 18.2902386 	 1449.2650 	 1.084 	 94.914
0.5566693 	 18.5156992 	 1516.0247 	 1.084 	 94.921
0.5582897 	 18.7526837 	 1594.1382 	 1.083 	 94.910
0.5598948 	 18.9900711 	 1681.1005 	 1.082 	 94.892
0.5614814 	 19.2331422 	 1820.4727 	 1.082 	 94.896
0.5630534 	 19.4826707 	 1994.2987 	 1.082 	 94.925
0.5646077 	 19.7201527 	 2206.9519 	 1.082 	 94.871
0.5661467 	 19.9570415 	 2519.4122 	 1.082 	 94.875
0.5676711 	 20.1992400 	 2982.4199 	 1.081 	 94.870
0.5691792 	 20.4559867 	 3535.1406 	 1.082 	 94.869
0.5706712 	 20.7141169 	 4310.6990 	 1.081 	 94.847
0.5721482 	 20.9690617 	 5245.5885 	 1.080 	 94.847
0.5736102 	 21.2345713 	 6349.1601 	 1.080 	 94.857
0.5750552 	 21.5127147 	 7506.6111 	 1.079 	 94.835
0.5764848 	 21.7987688 	 9006.2871 	 1.079 	 94.855
0.5778993 	 22.0842783 	 10716.0811 	 1.079 	 94.842
0.5792977 	 22.3807971 	 12863.3289 	 1.079 	 94.850
0.5806789 	 22.6832534 	 15273.7732 	 1.080 	 94.825
0.5820449 	 22.9936649 	 18319.8121 	 1.080 	 94.830
0.5833946 	 23.3092875 	 22197.8814 	 1.080 	 94.850
0.5847269 	 23.6282812 	 27581.7737 	 1.079 	 94.849
0.5860436 	 23.9678679 	 35018.4449 	 1.079 	 94.889
0.5873461 	 24.2951677 	 44992.3319 	 1.078 	 94.902
0.5886327 	 24.6302364 	 60017.1848 	 1.078 	 94.925
0.5899027 	 24.9553694 	 79998.4391 	 1.077 	 94.943
0.5911590 	 25.2742142 	 107707.0182 	 1.076 	 94.964
0.5924007 	 25.6085594 	 144158.1829 	 1.075 	 95.029
0.5936273 	 25.9483137 	 188626.1036 	 1.074 	 95.094
0.5948403 	 26.2926155 	 239306.4067 	 1.072 	 95.109
0.5960387 	 26.6496057 	 296984.1590 	 1.071 	 95.189
0.5972228 	 27.0332997 	 354469.8806 	 1.070 	 95.249
0.5983919 	 27.4113443 	 412413.0564 	 1.069 	 95.253
0.5995467 	 27.8326155 	 465982.0740 	 1.068 	 95.309
0.6006845 	 28.2727132 	 514992.3307 	 1.069 	 95.325
0.6018050 	 28.7289595 	 556190.2326 	 1.069 	 95.334
0.6029100 	 29.2166410 	 595677.7533 	 1.069 	 95.328
0.6039963 	 29.7245512 	 630635.8783 	 1.071 	 95.374
0.6050662 	 30.2462383 	 662624.3322 	 1.071 	 95.353
0.6061178 	 30.7910853 	 688125.5686 	 1.073 	 95.369
0.6071531 	 31.3498532 	 707356.7078 	 1.074 	 95.356
0.6081709 	 31.9436214 	 725318.9850 	 1.076 	 95.384
0.6091703 	 32.5344229 	 736913.9405 	 1.077 	 95.351
0.6101519 	 33.1495544 	 748303.1640 	 1.079 	 95.353
0.6111177 	 33.7731306 	 761026.0185 	 1.080 	 95.337
0.6120654 	 34.4272519 	 765845.3330 	 1.082 	 95.335
0.6129966 	 35.0854001 	 772356.5633 	 1.084 	 95.293
0.6139100 	 35.7725364 	 773848.2992 	 1.086 	 95.277
0.6148065 	 36.4840722 	 773491.7387 	 1.089 	 95.295
0.6156878 	 37.1773746 	 769051.0482 	 1.090 	 95.251
0.6165524 	 37.9188689 	 765356.8359 	 1.093 	 95.239
