N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001351 	 1.0005127 	 1.1027 	 0.994 	 10.125
0.0132651 	 1.1625566 	 12.1603 	 0.951 	 46.859
0.0260895 	 1.1528450 	 22.8873 	 1.005 	 78.967
0.0385047 	 1.1918814 	 33.5452 	 1.013 	 88.263
0.0505053 	 1.2395294 	 44.0062 	 1.016 	 92.032
0.0621512 	 1.2920850 	 54.1371 	 1.018 	 93.804
0.0734477 	 1.3481259 	 64.2275 	 1.019 	 94.768
0.0844113 	 1.4075217 	 74.9944 	 1.020 	 95.230
0.0950511 	 1.4695281 	 85.3384 	 1.021 	 95.525
0.1053889 	 1.5336689 	 95.8891 	 1.023 	 95.678
0.1154292 	 1.5998269 	 106.3180 	 1.023 	 95.737
0.1251990 	 1.6682319 	 117.0014 	 1.025 	 95.786
0.1346994 	 1.7385599 	 127.3868 	 1.026 	 95.811
0.1439344 	 1.8097789 	 137.4485 	 1.027 	 95.862
0.1529281 	 1.8841443 	 147.3762 	 1.028 	 95.847
0.1616877 	 1.9594791 	 158.5463 	 1.030 	 95.830
0.1702197 	 2.0369809 	 169.7225 	 1.031 	 95.811
0.1785244 	 2.1157897 	 181.6036 	 1.033 	 95.793
0.1866257 	 2.1961180 	 192.4374 	 1.033 	 95.772
0.1945334 	 2.2780792 	 202.7885 	 1.035 	 95.756
0.2022424 	 2.3622319 	 213.9766 	 1.036 	 95.760
0.2097683 	 2.4471320 	 225.6318 	 1.038 	 95.716
0.2171169 	 2.5338906 	 236.1313 	 1.039 	 95.706
0.2242926 	 2.6225962 	 246.7059 	 1.039 	 95.682
0.2313079 	 2.7127777 	 256.0417 	 1.040 	 95.694
0.2381600 	 2.8042754 	 268.2827 	 1.042 	 95.659
0.2448545 	 2.8977026 	 279.2364 	 1.043 	 95.667
0.2513902 	 2.9919065 	 291.2156 	 1.044 	 95.629
0.2577922 	 3.0883080 	 302.6887 	 1.045 	 95.640
0.2640536 	 3.1858524 	 311.5985 	 1.046 	 95.632
0.2701845 	 3.2853806 	 321.9069 	 1.048 	 95.585
0.2761867 	 3.3858894 	 332.9647 	 1.048 	 95.578
0.2820642 	 3.4886465 	 344.3504 	 1.050 	 95.577
0.2878229 	 3.5926936 	 353.6556 	 1.051 	 95.543
0.2934586 	 3.6973715 	 361.4871 	 1.051 	 95.534
0.2989851 	 3.8049137 	 373.1902 	 1.053 	 95.522
0.3044007 	 3.9128719 	 381.4811 	 1.054 	 95.488
0.3097044 	 4.0229664 	 390.5136 	 1.055 	 95.490
0.3149113 	 4.1341912 	 399.8621 	 1.056 	 95.475
0.3200132 	 4.2475306 	 410.9861 	 1.057 	 95.481
0.3250234 	 4.3617057 	 421.0079 	 1.058 	 95.453
0.3299385 	 4.4778656 	 432.5328 	 1.059 	 95.453
0.3347588 	 4.5950615 	 443.0497 	 1.060 	 95.412
0.3394945 	 4.7137083 	 451.2924 	 1.060 	 95.435
0.3441417 	 4.8341877 	 463.5521 	 1.061 	 95.400
0.3487025 	 4.9548595 	 474.3066 	 1.062 	 95.377
0.3531842 	 5.0796862 	 484.2752 	 1.063 	 95.392
