N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001349 	 1.0005108 	 1.1026 	 1.012 	 10.124
0.0132524 	 1.1625839 	 12.2116 	 0.950 	 46.782
0.0260718 	 1.1528184 	 22.8735 	 1.004 	 78.925
0.0384923 	 1.1917376 	 33.3672 	 1.014 	 88.228
0.0505135 	 1.2395618 	 43.9514 	 1.016 	 92.020
0.0621698 	 1.2921433 	 54.1975 	 1.018 	 93.782
0.0734670 	 1.3482558 	 64.9089 	 1.019 	 94.773
0.0844317 	 1.4077423 	 74.6841 	 1.020 	 95.265
0.0950749 	 1.4696267 	 85.0333 	 1.021 	 95.512
0.1054168 	 1.5338311 	 95.3780 	 1.022 	 95.649
0.1154588 	 1.6001356 	 106.7607 	 1.023 	 95.754
0.1252166 	 1.6683264 	 117.1306 	 1.025 	 95.794
0.1347114 	 1.7386366 	 127.4652 	 1.026 	 95.798
0.1439454 	 1.8101963 	 138.6350 	 1.027 	 95.879
0.1529364 	 1.8841043 	 149.3084 	 1.029 	 95.872
0.1616985 	 1.9595389 	 159.9381 	 1.029 	 95.825
0.1702290 	 2.0367917 	 169.4483 	 1.031 	 95.805
0.1785416 	 2.1156881 	 181.0344 	 1.032 	 95.786
0.1866394 	 2.1964194 	 193.3589 	 1.033 	 95.780
0.1945493 	 2.2783376 	 202.9708 	 1.035 	 95.763
0.2022576 	 2.3619445 	 213.1552 	 1.036 	 95.745
0.2097838 	 2.4474117 	 223.4915 	 1.037 	 95.701
0.2171333 	 2.5341356 	 234.9901 	 1.038 	 95.689
0.2243143 	 2.6228706 	 246.8835 	 1.040 	 95.690
0.2313214 	 2.7130288 	 257.9032 	 1.041 	 95.685
0.2381667 	 2.8041847 	 269.3278 	 1.042 	 95.658
0.2448606 	 2.8975645 	 278.9381 	 1.043 	 95.649
0.2514100 	 2.9920400 	 287.3732 	 1.044 	 95.636
0.2578110 	 3.0880381 	 296.5931 	 1.045 	 95.592
0.2640771 	 3.1860724 	 305.2226 	 1.046 	 95.567
0.2702056 	 3.2855696 	 316.3638 	 1.048 	 95.572
0.2762028 	 3.3864523 	 326.6293 	 1.049 	 95.572
0.2820815 	 3.4892749 	 339.1081 	 1.050 	 95.573
0.2878350 	 3.5922328 	 347.4840 	 1.051 	 95.541
0.2934718 	 3.6976574 	 358.0366 	 1.053 	 95.523
0.2989953 	 3.8046920 	 367.3379 	 1.053 	 95.528
0.3044047 	 3.9128501 	 376.8068 	 1.054 	 95.500
0.3097136 	 4.0224895 	 384.1965 	 1.055 	 95.474
0.3149150 	 4.1354883 	 394.0497 	 1.056 	 95.501
0.3200149 	 4.2468523 	 403.4946 	 1.057 	 95.450
0.3250192 	 4.3617323 	 412.2450 	 1.058 	 95.471
0.3299311 	 4.4780519 	 424.9461 	 1.059 	 95.436
0.3347559 	 4.5954619 	 435.5668 	 1.059 	 95.441
0.3394877 	 4.7136009 	 439.1927 	 1.060 	 95.424
0.3441350 	 4.8341435 	 447.2643 	 1.061 	 95.403
0.3486990 	 4.9566317 	 458.9307 	 1.062 	 95.426
0.3531771 	 5.0785948 	 469.5432 	 1.063 	 95.376
0.3575778 	 5.2036175 	 479.7123 	 1.064 	 95.371
0.3619008 	 5.3294248 	 489.4827 	 1.065 	 95.358
0.3661525 	 5.4584987 	 502.8867 	 1.066 	 95.365
0.3703326 	 5.5859047 	 513.7343 	 1.067 	 95.339
0.3744425 	 5.7171874 	 519.1201 	 1.068 	 95.340
0.3784812 	 5.8485247 	 528.6603 	 1.068 	 95.337
0.3824485 	 5.9835011 	 539.6911 	 1.069 	 95.322
0.3863557 	 6.1162533 	 554.3762 	 1.069 	 95.319
0.3901975 	 6.2531816 	 565.5973 	 1.070 	 95.284
0.3939756 	 6.3908321 	 572.2459 	 1.071 	 95.297
0.3976917 	 6.5304423 	 584.2148 	 1.072 	 95.282
0.4013499 	 6.6699022 	 597.8890 	 1.073 	 95.289
0.4049538 	 6.8130019 	 612.2362 	 1.073 	 95.284
0.4085002 	 6.9531778 	 624.5186 	 1.074 	 95.240
0.4119925 	 7.0993974 	 636.0231 	 1.075 	 95.261
0.4154326 	 7.2452444 	 644.2209 	 1.075 	 95.248
0.4188165 	 7.3914245 	 652.9622 	 1.076 	 95.243
0.4221531 	 7.5414317 	 662.5060 	 1.076 	 95.222
0.4254409 	 7.6913244 	 675.5972 	 1.077 	 95.229
0.4286796 	 7.8410860 	 684.5353 	 1.078 	 95.189
0.4318663 	 7.9954944 	 695.3074 	 1.078 	 95.204
0.4350096 	 8.1489025 	 707.0507 	 1.079 	 95.202
0.4381075 	 8.3060551 	 726.8478 	 1.079 	 95.217
0.4411618 	 8.4620495 	 738.0834 	 1.080 	 95.187
0.4441720 	 8.6203786 	 749.2924 	 1.079 	 95.163
0.4471403 	 8.7803003 	 757.4460 	 1.081 	 95.179
0.4500694 	 8.9399337 	 769.4346 	 1.080 	 95.163
0.4529562 	 9.1032859 	 776.6360 	 1.081 	 95.161
0.4558019 	 9.2659020 	 790.0303 	 1.082 	 95.144
0.4586106 	 9.4328765 	 797.9222 	 1.081 	 95.151
0.4613800 	 9.5998799 	 803.3986 	 1.082 	 95.149
0.4641137 	 9.7650640 	 813.6963 	 1.083 	 95.109
0.4668107 	 9.9336771 	 827.5444 	 1.083 	 95.122
0.4694746 	 10.1055318 	 834.9518 	 1.083 	 95.129
0.4721020 	 10.2776728 	 840.0132 	 1.084 	 95.128
0.4746954 	 10.4500626 	 850.8852 	 1.083 	 95.107
0.4772539 	 10.6259906 	 863.4578 	 1.083 	 95.090
0.4797803 	 10.8012548 	 864.1720 	 1.084 	 95.087
0.4822751 	 10.9770127 	 877.9845 	 1.084 	 95.090
0.4847389 	 11.1555804 	 893.9127 	 1.085 	 95.082
0.4871726 	 11.3363712 	 909.8680 	 1.086 	 95.087
0.4895752 	 11.5164280 	 919.6091 	 1.086 	 95.081
0.4919469 	 11.6980563 	 929.9479 	 1.086 	 95.071
0.4942899 	 11.8810992 	 941.9663 	 1.086 	 95.032
0.4966051 	 12.0685643 	 947.0050 	 1.087 	 95.040
0.4988951 	 12.2557937 	 954.5409 	 1.087 	 95.026
0.5011556 	 12.4454964 	 969.7106 	 1.087 	 95.052
0.5033869 	 12.6330440 	 979.3340 	 1.087 	 95.046
0.5055926 	 12.8246550 	 989.0717 	 1.086 	 95.035
0.5077724 	 13.0159577 	 1002.3239 	 1.087 	 95.032
0.5099280 	 13.2117065 	 1007.6940 	 1.087 	 95.033
0.5120575 	 13.4034604 	 1012.3007 	 1.087 	 95.009
0.5141645 	 13.6041461 	 1023.7446 	 1.087 	 95.025
0.5162442 	 13.7983595 	 1037.6297 	 1.088 	 95.013
0.5183033 	 13.9963511 	 1045.0002 	 1.088 	 95.005
0.5203375 	 14.1943088 	 1059.8604 	 1.087 	 94.984
0.5223489 	 14.4063150 	 1076.7701 	 1.088 	 95.017
0.5243367 	 14.6021801 	 1091.0555 	 1.087 	 95.000
0.5263028 	 14.8099816 	 1118.6003 	 1.088 	 94.987
0.5282470 	 15.0178824 	 1129.6789 	 1.087 	 94.998
0.5301681 	 15.2205438 	 1140.2982 	 1.088 	 94.965
0.5320683 	 15.4328552 	 1163.7383 	 1.089 	 94.978
0.5339496 	 15.6427689 	 1178.5371 	 1.089 	 94.969
0.5358083 	 15.8530878 	 1198.6369 	 1.089 	 94.940
0.5376474 	 16.0680691 	 1214.2890 	 1.090 	 94.964
0.5394677 	 16.2828510 	 1225.8400 	 1.089 	 94.943
0.5412683 	 16.4959719 	 1244.0852 	 1.089 	 94.926
0.5430506 	 16.7219308 	 1256.6095 	 1.089 	 94.935
0.5448133 	 16.9380284 	 1279.3743 	 1.089 	 94.937
0.5465568 	 17.1569290 	 1304.5981 	 1.088 	 94.929
0.5482832 	 17.3772960 	 1331.9750 	 1.088 	 94.916
0.5499919 	 17.6033630 	 1352.6566 	 1.089 	 94.932
0.5516830 	 17.8329083 	 1387.5302 	 1.088 	 94.925
0.5533538 	 18.0647039 	 1428.0230 	 1.087 	 94.915
0.5550089 	 18.2820036 	 1477.2811 	 1.088 	 94.881
0.5566477 	 18.5196610 	 1550.2872 	 1.087 	 94.929
0.5582697 	 18.7554450 	 1625.9425 	 1.088 	 94.906
0.5598756 	 18.9750998 	 1752.5095 	 1.088 	 94.875
0.5614639 	 19.2119528 	 1915.4130 	 1.088 	 94.918
0.5630381 	 19.4445501 	 2147.0424 	 1.088 	 94.884
0.5645957 	 19.6809053 	 2469.5368 	 1.089 	 94.881
0.5661389 	 19.9191739 	 2934.5290 	 1.089 	 94.873
0.5676666 	 20.1690259 	 3698.5579 	 1.090 	 94.836
0.5691774 	 20.4120015 	 4802.3697 	 1.090 	 94.849
0.5706754 	 20.6565891 	 6202.8146 	 1.091 	 94.835
0.5721566 	 20.9166418 	 8317.4525 	 1.093 	 94.863
0.5736235 	 21.1745403 	 11507.8456 	 1.096 	 94.823
0.5750738 	 21.4311694 	 15335.5871 	 1.098 	 94.795
0.5765109 	 21.7071873 	 20518.1743 	 1.101 	 94.810
0.5779323 	 21.9776611 	 27192.8499 	 1.104 	 94.790
0.5793374 	 22.2683573 	 34656.9775 	 1.107 	 94.783
0.5807270 	 22.5670062 	 43451.9946 	 1.111 	 94.731
0.5821000 	 22.8730014 	 54004.9349 	 1.116 	 94.741
0.5834570 	 23.1823026 	 64389.5371 	 1.119 	 94.697
0.5847982 	 23.5212651 	 75348.2272 	 1.124 	 94.683
0.5861208 	 23.8639800 	 85793.2503 	 1.128 	 94.620
0.5874272 	 24.2188889 	 95845.8183 	 1.132 	 94.631
0.5887155 	 24.5880629 	 105415.0064 	 1.136 	 94.647
0.5899859 	 24.9585000 	 115095.1192 	 1.139 	 94.607
0.5912409 	 25.3465639 	 122561.2720 	 1.141 	 94.572
0.5924780 	 25.7435568 	 131011.9165 	 1.145 	 94.584
0.5936978 	 26.1528835 	 138586.7762 	 1.147 	 94.554
0.5948996 	 26.5630784 	 147488.1115 	 1.150 	 94.521
0.5960852 	 26.9888384 	 152763.2523 	 1.152 	 94.525
0.5972536 	 27.4237296 	 159968.4603 	 1.155 	 94.502
0.5984051 	 27.8677263 	 166280.0709 	 1.157 	 94.480
0.5995399 	 28.3284124 	 171681.8444 	 1.159 	 94.467
0.6006566 	 28.8014925 	 177159.2345 	 1.161 	 94.437
0.6017565 	 29.2899571 	 183045.7634 	 1.164 	 94.458
0.6028398 	 29.7761612 	 191585.3775 	 1.168 	 94.418
0.6039067 	 30.2923974 	 198587.3712 	 1.170 	 94.374
0.6049554 	 30.8249695 	 204394.8925 	 1.173 	 94.376
0.6059877 	 31.3692093 	 210095.8459 	 1.175 	 94.340
0.6070026 	 31.9438880 	 216123.1215 	 1.179 	 94.325
0.6080007 	 32.5184726 	 219312.8622 	 1.181 	 94.316
0.6089811 	 33.1076494 	 220296.9568 	 1.183 	 94.276
0.6099454 	 33.7151577 	 221517.6252 	 1.185 	 94.282
0.6108942 	 34.3526134 	 224572.5369 	 1.188 	 94.256
0.6118261 	 34.9868111 	 225701.7615 	 1.191 	 94.227
0.6127413 	 35.6306068 	 224913.9983 	 1.192 	 94.183
0.6136397 	 36.3025897 	 224221.3656 	 1.194 	 94.163
0.6145223 	 36.9922436 	 222101.2839 	 1.196 	 94.171
0.6153899 	 37.7022838 	 219488.4162 	 1.198 	 94.144
0.6162423 	 38.4120202 	 216819.7395 	 1.200 	 94.167
0.6170797 	 39.1439459 	 211818.3187 	 1.202 	 94.138
0.6179026 	 39.8643029 	 206615.4768 	 1.204 	 94.107
0.6187111 	 40.6195758 	 200765.0952 	 1.206 	 94.101
0.6195055 	 41.3721419 	 193500.0373 	 1.207 	 94.094
0.6202855 	 42.1139602 	 185062.8321 	 1.207 	 94.109
