N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001348 	 1.0005140 	 1.1026 	 1.006 	 10.125
0.0132566 	 1.1626567 	 12.2370 	 0.951 	 46.802
0.0260772 	 1.1528412 	 23.0040 	 1.004 	 78.935
0.0384956 	 1.1918203 	 33.4346 	 1.013 	 88.233
0.0505002 	 1.2394690 	 43.8516 	 1.016 	 91.999
0.0621495 	 1.2919906 	 54.5000 	 1.018 	 93.788
0.0734530 	 1.3480872 	 64.7710 	 1.019 	 94.764
0.0844179 	 1.4075083 	 75.2632 	 1.020 	 95.235
0.0950678 	 1.4695435 	 85.8502 	 1.021 	 95.498
0.1054037 	 1.5336271 	 96.5052 	 1.022 	 95.665
0.1154440 	 1.5999002 	 106.2565 	 1.024 	 95.734
0.1252042 	 1.6681729 	 116.7296 	 1.025 	 95.776
0.1346910 	 1.7384702 	 127.4048 	 1.026 	 95.826
0.1439329 	 1.8100798 	 136.5234 	 1.027 	 95.854
0.1529246 	 1.8840822 	 146.5046 	 1.028 	 95.870
0.1616792 	 1.9596375 	 156.0854 	 1.030 	 95.830
0.1702136 	 2.0367373 	 166.3142 	 1.031 	 95.809
0.1785266 	 2.1158554 	 176.7849 	 1.032 	 95.790
0.1866336 	 2.1959522 	 186.7621 	 1.033 	 95.774
0.1945358 	 2.2780869 	 197.5244 	 1.035 	 95.757
0.2022465 	 2.3617304 	 209.1278 	 1.036 	 95.726
0.2097705 	 2.4472167 	 219.9196 	 1.038 	 95.725
0.2171164 	 2.5339903 	 229.3728 	 1.038 	 95.700
0.2242967 	 2.6227094 	 241.7068 	 1.039 	 95.703
0.2313064 	 2.7124787 	 250.5013 	 1.041 	 95.668
0.2381525 	 2.8038138 	 260.1414 	 1.042 	 95.653
0.2448417 	 2.8970247 	 270.1660 	 1.043 	 95.649
0.2513870 	 2.9918399 	 279.7164 	 1.044 	 95.636
0.2577885 	 3.0879162 	 290.5116 	 1.045 	 95.624
0.2640561 	 3.1863559 	 300.1950 	 1.047 	 95.614
0.2701888 	 3.2854518 	 309.6912 	 1.048 	 95.601
0.2761913 	 3.3862018 	 317.3063 	 1.049 	 95.567
0.2820664 	 3.4883315 	 328.9482 	 1.050 	 95.540
0.2878215 	 3.5920263 	 337.7648 	 1.051 	 95.552
0.2934581 	 3.6974722 	 346.7964 	 1.052 	 95.513
0.2989794 	 3.8043610 	 357.0366 	 1.053 	 95.506
0.3043905 	 3.9132668 	 371.2661 	 1.053 	 95.512
0.3096993 	 4.0222116 	 382.0586 	 1.055 	 95.460
0.3149047 	 4.1342737 	 392.6111 	 1.056 	 95.514
0.3200079 	 4.2474790 	 400.2295 	 1.057 	 95.463
0.3250161 	 4.3623879 	 412.8472 	 1.058 	 95.460
0.3299284 	 4.4774483 	 422.7863 	 1.058 	 95.432
0.3347483 	 4.5953033 	 431.6374 	 1.060 	 95.449
0.3394769 	 4.7141015 	 442.6335 	 1.060 	 95.441
0.3441206 	 4.8334586 	 449.5493 	 1.062 	 95.406
0.3486857 	 4.9551112 	 462.0657 	 1.063 	 95.401
0.3531679 	 5.0782318 	 473.9920 	 1.063 	 95.362
0.3575701 	 5.2037265 	 485.2682 	 1.064 	 95.366
0.3618947 	 5.3300364 	 497.3322 	 1.065 	 95.361
0.3661432 	 5.4568491 	 508.5855 	 1.066 	 95.372
0.3703171 	 5.5854037 	 520.5605 	 1.066 	 95.359
0.3744247 	 5.7158775 	 526.0407 	 1.067 	 95.334
0.3784608 	 5.8486424 	 536.0184 	 1.068 	 95.340
0.3824288 	 5.9829126 	 544.9336 	 1.069 	 95.355
0.3863303 	 6.1159604 	 560.3503 	 1.069 	 95.300
0.3901702 	 6.2516757 	 574.6751 	 1.070 	 95.312
0.3939502 	 6.3893484 	 592.1427 	 1.071 	 95.288
0.3976666 	 6.5291967 	 601.2386 	 1.072 	 95.298
0.4013251 	 6.6676902 	 612.9776 	 1.073 	 95.251
0.4049283 	 6.8089647 	 627.0725 	 1.073 	 95.260
0.4084743 	 6.9534660 	 636.5064 	 1.073 	 95.282
0.4119639 	 7.0963588 	 643.9539 	 1.074 	 95.235
0.4154027 	 7.2441372 	 659.2044 	 1.075 	 95.233
0.4187876 	 7.3889550 	 669.1148 	 1.076 	 95.210
0.4221260 	 7.5396267 	 676.1558 	 1.076 	 95.218
0.4254104 	 7.6911667 	 688.6296 	 1.077 	 95.208
0.4286471 	 7.8417940 	 702.9066 	 1.077 	 95.224
0.4318368 	 7.9938421 	 712.8032 	 1.078 	 95.176
0.4349785 	 8.1467190 	 724.6606 	 1.078 	 95.184
0.4380768 	 8.3053332 	 735.9905 	 1.079 	 95.205
0.4411278 	 8.4597587 	 748.1433 	 1.079 	 95.176
0.4441392 	 8.6178852 	 751.7477 	 1.080 	 95.181
0.4471080 	 8.7790034 	 764.4023 	 1.080 	 95.188
0.4500362 	 8.9412870 	 777.5530 	 1.080 	 95.158
0.4529211 	 9.1011014 	 781.1984 	 1.081 	 95.149
0.4557703 	 9.2648713 	 797.2148 	 1.081 	 95.167
0.4585787 	 9.4292655 	 806.8437 	 1.082 	 95.122
0.4613505 	 9.5958855 	 816.4518 	 1.082 	 95.123
0.4640845 	 9.7631261 	 822.5112 	 1.082 	 95.131
0.4667814 	 9.9350850 	 826.0329 	 1.083 	 95.153
0.4694455 	 10.1047066 	 838.6268 	 1.083 	 95.106
0.4720719 	 10.2767477 	 847.8463 	 1.084 	 95.130
0.4746657 	 10.4483069 	 856.0714 	 1.084 	 95.122
0.4772249 	 10.6246180 	 862.7264 	 1.084 	 95.096
0.4797528 	 10.7970523 	 873.8072 	 1.084 	 95.085
0.4822487 	 10.9740448 	 884.4550 	 1.084 	 95.074
0.4847118 	 11.1527432 	 896.8709 	 1.084 	 95.068
0.4871454 	 11.3352167 	 908.3137 	 1.085 	 95.088
0.4895498 	 11.5149991 	 918.7476 	 1.084 	 95.059
0.4919231 	 11.6964771 	 924.0050 	 1.085 	 95.081
0.4942681 	 11.8811590 	 935.3713 	 1.085 	 95.094
0.4965822 	 12.0662878 	 948.9147 	 1.085 	 95.060
0.4988709 	 12.2535180 	 955.4489 	 1.086 	 95.057
0.5011331 	 12.4391436 	 963.6833 	 1.086 	 95.013
0.5033673 	 12.6303363 	 965.5066 	 1.087 	 95.060
0.5055751 	 12.8215439 	 983.2925 	 1.087 	 95.032
0.5077554 	 13.0158399 	 994.9135 	 1.086 	 95.034
0.5099097 	 13.2068156 	 999.7355 	 1.087 	 95.026
0.5120397 	 13.4017688 	 1013.2192 	 1.088 	 95.042
0.5141450 	 13.5977861 	 1015.3707 	 1.087 	 95.017
0.5162258 	 13.7991726 	 1032.6367 	 1.088 	 95.036
0.5182835 	 13.9998166 	 1037.1090 	 1.088 	 95.026
