N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001354 	 1.0005157 	 1.1026 	 1.003 	 10.126
0.0132621 	 1.1625914 	 12.1760 	 0.950 	 46.813
0.0260922 	 1.1528375 	 22.9286 	 1.004 	 78.963
0.0385106 	 1.1918327 	 33.3654 	 1.013 	 88.246
0.0505267 	 1.2396343 	 43.8359 	 1.016 	 92.021
0.0621780 	 1.2922490 	 54.0802 	 1.018 	 93.799
0.0734790 	 1.3482395 	 64.3392 	 1.019 	 94.759
0.0844337 	 1.4075619 	 74.3639 	 1.020 	 95.228
0.0950894 	 1.4695784 	 84.9261 	 1.021 	 95.492
0.1054225 	 1.5339413 	 95.1776 	 1.022 	 95.681
0.1154661 	 1.6002198 	 105.5990 	 1.023 	 95.753
0.1252272 	 1.6686323 	 115.9088 	 1.025 	 95.825
0.1347196 	 1.7387999 	 125.9054 	 1.026 	 95.842
0.1439607 	 1.8102681 	 136.7948 	 1.027 	 95.879
0.1529565 	 1.8842537 	 147.2726 	 1.029 	 95.860
0.1617160 	 1.9598913 	 157.5009 	 1.030 	 95.842
0.1702402 	 2.0370845 	 167.9490 	 1.031 	 95.809
0.1785530 	 2.1160007 	 178.4788 	 1.033 	 95.796
0.1866588 	 2.1964464 	 188.3174 	 1.034 	 95.743
0.1945615 	 2.2785733 	 198.6378 	 1.035 	 95.770
0.2022749 	 2.3620770 	 209.5874 	 1.036 	 95.709
0.2098035 	 2.4479075 	 221.0203 	 1.038 	 95.752
0.2171531 	 2.5350029 	 230.7932 	 1.039 	 95.734
0.2243234 	 2.6227844 	 241.1455 	 1.040 	 95.685
0.2313297 	 2.7131370 	 250.2324 	 1.041 	 95.678
0.2381738 	 2.8043372 	 260.1918 	 1.042 	 95.642
0.2448651 	 2.8977096 	 269.4458 	 1.043 	 95.625
0.2514080 	 2.9919695 	 278.4951 	 1.044 	 95.621
0.2578054 	 3.0881592 	 289.8433 	 1.046 	 95.626
0.2640683 	 3.1866035 	 301.4022 	 1.047 	 95.607
0.2701989 	 3.2857016 	 309.6800 	 1.047 	 95.606
0.2761971 	 3.3866113 	 321.8133 	 1.049 	 95.611
0.2820702 	 3.4887700 	 331.9593 	 1.050 	 95.563
0.2878296 	 3.5921597 	 339.5406 	 1.051 	 95.540
0.2934667 	 3.6982078 	 349.8843 	 1.052 	 95.546
0.2989936 	 3.8047101 	 358.3652 	 1.053 	 95.493
0.3044108 	 3.9130998 	 369.9392 	 1.054 	 95.501
0.3097193 	 4.0235424 	 380.4984 	 1.055 	 95.492
0.3149253 	 4.1351255 	 388.3626 	 1.057 	 95.480
0.3200303 	 4.2484353 	 397.6206 	 1.057 	 95.515
0.3250364 	 4.3616409 	 410.2516 	 1.058 	 95.444
0.3299490 	 4.4780734 	 416.7361 	 1.058 	 95.447
0.3347683 	 4.5956632 	 425.4972 	 1.059 	 95.455
0.3395027 	 4.7147815 	 435.0210 	 1.061 	 95.420
0.3441479 	 4.8337739 	 442.5316 	 1.061 	 95.401
0.3487090 	 4.9561264 	 452.1118 	 1.062 	 95.395
0.3531901 	 5.0793374 	 465.2080 	 1.063 	 95.415
0.3575907 	 5.2041009 	 476.2807 	 1.064 	 95.391
0.3619186 	 5.3313213 	 486.7182 	 1.065 	 95.386
0.3661729 	 5.4585424 	 501.3843 	 1.066 	 95.364
0.3703505 	 5.5869147 	 513.6876 	 1.067 	 95.353
0.3744564 	 5.7180572 	 525.8582 	 1.067 	 95.339
0.3784924 	 5.8481060 	 540.5018 	 1.069 	 95.313
0.3824612 	 5.9820015 	 553.9951 	 1.069 	 95.303
0.3863695 	 6.1170395 	 564.3271 	 1.069 	 95.302
0.3902107 	 6.2529539 	 575.1218 	 1.070 	 95.289
0.3939877 	 6.3911246 	 587.2075 	 1.071 	 95.281
0.3977071 	 6.5281303 	 595.5189 	 1.071 	 95.240
0.4013657 	 6.6704417 	 606.1509 	 1.073 	 95.286
0.4049681 	 6.8120246 	 611.8254 	 1.073 	 95.287
0.4085122 	 6.9555599 	 622.0463 	 1.074 	 95.276
0.4120036 	 7.1008235 	 636.3065 	 1.074 	 95.265
0.4154402 	 7.2457893 	 648.1487 	 1.075 	 95.242
0.4188262 	 7.3923464 	 656.9495 	 1.076 	 95.231
0.4221628 	 7.5409316 	 673.2982 	 1.077 	 95.198
0.4254499 	 7.6931644 	 683.2206 	 1.077 	 95.232
0.4286884 	 7.8430979 	 697.8513 	 1.077 	 95.219
0.4318761 	 7.9953867 	 707.3027 	 1.078 	 95.192
0.4350205 	 8.1512404 	 716.4897 	 1.078 	 95.195
0.4381207 	 8.3072332 	 727.2424 	 1.078 	 95.202
0.4411716 	 8.4617612 	 737.3321 	 1.078 	 95.178
0.4441833 	 8.6194564 	 749.1269 	 1.079 	 95.170
0.4471537 	 8.7796616 	 760.7628 	 1.080 	 95.143
0.4500813 	 8.9434583 	 772.4614 	 1.080 	 95.166
0.4529658 	 9.1035678 	 781.0728 	 1.081 	 95.147
0.4558153 	 9.2674347 	 789.3353 	 1.081 	 95.140
0.4586246 	 9.4312474 	 805.3135 	 1.082 	 95.117
0.4613953 	 9.5997046 	 814.2695 	 1.082 	 95.131
0.4641304 	 9.7678506 	 824.1239 	 1.082 	 95.150
0.4668272 	 9.9349924 	 833.7045 	 1.083 	 95.119
0.4694882 	 10.1058092 	 844.2774 	 1.082 	 95.113
0.4721162 	 10.2784033 	 854.6383 	 1.083 	 95.119
0.4747080 	 10.4525275 	 862.9389 	 1.083 	 95.121
0.4772678 	 10.6284952 	 881.2326 	 1.084 	 95.104
0.4797933 	 10.8004092 	 896.0766 	 1.084 	 95.084
0.4822887 	 10.9772517 	 909.8983 	 1.085 	 95.084
0.4847547 	 11.1565025 	 913.2783 	 1.085 	 95.108
0.4871872 	 11.3392603 	 917.5418 	 1.085 	 95.103
0.4895908 	 11.5193547 	 927.7481 	 1.086 	 95.083
0.4919626 	 11.6993087 	 941.2354 	 1.086 	 95.054
0.4943081 	 11.8799162 	 953.6888 	 1.086 	 95.066
0.4966222 	 12.0703207 	 963.0327 	 1.087 	 95.077
0.4989107 	 12.2551800 	 971.3153 	 1.087 	 95.055
0.5011693 	 12.4489347 	 975.6504 	 1.087 	 95.084
0.5034026 	 12.6327692 	 988.6001 	 1.087 	 95.052
0.5056090 	 12.8245958 	 993.7794 	 1.087 	 95.039
0.5077891 	 13.0177726 	 1003.4247 	 1.088 	 95.035
0.5099440 	 13.2101504 	 1014.5307 	 1.089 	 95.030
0.5120731 	 13.4038426 	 1029.3198 	 1.089 	 95.017
0.5141769 	 13.6028067 	 1046.8472 	 1.089 	 95.001
0.5162583 	 13.7988076 	 1054.5249 	 1.089 	 95.014
0.5183157 	 14.0020368 	 1066.4850 	 1.089 	 95.004
