N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001337 	 1.0005083 	 1.1026 	 1.007 	 10.124
0.0132548 	 1.1626813 	 12.2202 	 0.950 	 46.805
0.0260838 	 1.1527932 	 22.9710 	 1.004 	 78.901
0.0385079 	 1.1918583 	 33.5575 	 1.013 	 88.253
0.0505154 	 1.2395508 	 43.9857 	 1.016 	 92.011
0.0621596 	 1.2921229 	 54.4181 	 1.018 	 93.814
0.0734598 	 1.3481939 	 65.3106 	 1.019 	 94.768
0.0844114 	 1.4076247 	 75.7201 	 1.020 	 95.288
0.0950567 	 1.4695224 	 86.3140 	 1.021 	 95.526
0.1053930 	 1.5336021 	 96.5530 	 1.022 	 95.656
0.1154385 	 1.6000149 	 107.4321 	 1.023 	 95.752
0.1252077 	 1.6684516 	 117.6833 	 1.025 	 95.799
0.1347138 	 1.7387442 	 128.5989 	 1.026 	 95.813
0.1439636 	 1.8099934 	 138.6165 	 1.027 	 95.862
0.1529573 	 1.8841348 	 148.4561 	 1.028 	 95.844
0.1617098 	 1.9599175 	 159.7260 	 1.029 	 95.825
0.1702415 	 2.0367728 	 169.4220 	 1.031 	 95.765
0.1785514 	 2.1160403 	 179.1464 	 1.032 	 95.783
0.1866516 	 2.1965113 	 189.1668 	 1.034 	 95.773
0.1945508 	 2.2787081 	 200.9752 	 1.035 	 95.765
0.2022597 	 2.3618408 	 212.6435 	 1.036 	 95.712
0.2097838 	 2.4474033 	 223.1157 	 1.037 	 95.703
0.2171288 	 2.5345389 	 234.4854 	 1.038 	 95.707
0.2243049 	 2.6226013 	 245.1035 	 1.039 	 95.692
0.2313170 	 2.7128341 	 254.0427 	 1.041 	 95.670
0.2381677 	 2.8042766 	 264.8534 	 1.042 	 95.680
0.2448649 	 2.8969669 	 275.6039 	 1.044 	 95.605
0.2514067 	 2.9919459 	 286.2135 	 1.044 	 95.611
0.2578164 	 3.0885874 	 295.0790 	 1.046 	 95.606
0.2640802 	 3.1868425 	 303.7017 	 1.046 	 95.619
0.2702074 	 3.2857059 	 315.4813 	 1.048 	 95.594
0.2762075 	 3.3867523 	 325.2385 	 1.049 	 95.589
0.2820858 	 3.4883824 	 335.1724 	 1.049 	 95.549
0.2878403 	 3.5926123 	 345.3617 	 1.051 	 95.572
0.2934779 	 3.6977694 	 356.1253 	 1.052 	 95.515
0.2990028 	 3.8046082 	 365.5289 	 1.053 	 95.520
0.3044109 	 3.9131413 	 376.1574 	 1.054 	 95.503
0.3097164 	 4.0234882 	 386.6512 	 1.055 	 95.512
0.3149190 	 4.1343455 	 398.5762 	 1.056 	 95.479
0.3200243 	 4.2481530 	 406.5546 	 1.057 	 95.478
0.3250326 	 4.3623856 	 416.9429 	 1.058 	 95.474
0.3299453 	 4.4782322 	 429.5146 	 1.058 	 95.444
0.3347664 	 4.5953506 	 439.6889 	 1.060 	 95.451
0.3394993 	 4.7135896 	 449.8563 	 1.061 	 95.407
0.3441415 	 4.8338565 	 463.9370 	 1.061 	 95.417
0.3487080 	 4.9558576 	 472.8033 	 1.063 	 95.369
0.3531885 	 5.0788063 	 484.9968 	 1.064 	 95.376
0.3575933 	 5.2044379 	 492.4784 	 1.064 	 95.376
0.3619188 	 5.3296594 	 505.8255 	 1.065 	 95.373
0.3661705 	 5.4575907 	 519.3344 	 1.065 	 95.347
0.3703470 	 5.5868048 	 527.1954 	 1.067 	 95.333
0.3744525 	 5.7173628 	 532.4146 	 1.067 	 95.343
0.3784899 	 5.8491796 	 542.5129 	 1.068 	 95.342
0.3824601 	 5.9824692 	 559.2679 	 1.069 	 95.309
0.3863643 	 6.1163656 	 573.7449 	 1.070 	 95.293
0.3902060 	 6.2530529 	 582.8710 	 1.071 	 95.312
0.3939870 	 6.3921542 	 591.3130 	 1.071 	 95.314
0.3977043 	 6.5309668 	 599.3556 	 1.072 	 95.292
0.4013661 	 6.6702383 	 614.1946 	 1.072 	 95.274
0.4049716 	 6.8112530 	 623.2310 	 1.074 	 95.252
0.4085184 	 6.9557321 	 636.2735 	 1.074 	 95.253
0.4120105 	 7.0999579 	 644.4989 	 1.075 	 95.259
0.4154485 	 7.2469051 	 659.6867 	 1.075 	 95.262
0.4188371 	 7.3909615 	 666.6451 	 1.075 	 95.199
0.4221726 	 7.5431784 	 672.7318 	 1.076 	 95.242
0.4254571 	 7.6927027 	 684.6174 	 1.076 	 95.228
0.4286965 	 7.8440789 	 699.0057 	 1.076 	 95.182
0.4318873 	 7.9962192 	 714.0951 	 1.077 	 95.204
0.4350299 	 8.1524007 	 722.0544 	 1.078 	 95.209
0.4381276 	 8.3061093 	 732.9312 	 1.079 	 95.167
0.4411811 	 8.4620486 	 741.8811 	 1.079 	 95.162
0.4441921 	 8.6212336 	 750.9135 	 1.079 	 95.176
0.4471612 	 8.7811711 	 760.9549 	 1.079 	 95.157
0.4500894 	 8.9425627 	 770.2471 	 1.080 	 95.173
0.4529774 	 9.1034271 	 782.0741 	 1.081 	 95.152
0.4558239 	 9.2698385 	 803.4631 	 1.082 	 95.173
0.4586299 	 9.4346846 	 815.0094 	 1.082 	 95.144
0.4614013 	 9.5991829 	 825.6032 	 1.082 	 95.118
0.4641354 	 9.7666975 	 832.5533 	 1.082 	 95.144
0.4668333 	 9.9370748 	 841.7496 	 1.083 	 95.143
0.4694963 	 10.1041023 	 845.5343 	 1.083 	 95.111
0.4721227 	 10.2786362 	 859.1517 	 1.083 	 95.104
0.4747163 	 10.4519409 	 871.3155 	 1.084 	 95.101
0.4772745 	 10.6263830 	 886.3992 	 1.084 	 95.092
0.4798028 	 10.8021821 	 902.2322 	 1.084 	 95.101
0.4822967 	 10.9774395 	 920.1011 	 1.085 	 95.100
0.4847592 	 11.1576453 	 926.0702 	 1.085 	 95.082
0.4871926 	 11.3361280 	 943.6967 	 1.086 	 95.041
0.4895964 	 11.5168752 	 960.4011 	 1.085 	 95.082
0.4919706 	 11.7024042 	 975.9482 	 1.086 	 95.058
0.4943144 	 11.8861424 	 990.7227 	 1.086 	 95.071
0.4966294 	 12.0694102 	 993.9690 	 1.086 	 95.053
0.4989162 	 12.2585957 	 997.0718 	 1.086 	 95.061
0.5011771 	 12.4444902 	 1004.5998 	 1.088 	 95.024
0.5034105 	 12.6375107 	 1020.7839 	 1.087 	 95.026
0.5056172 	 12.8262424 	 1029.3588 	 1.087 	 95.039
0.5077977 	 13.0155411 	 1035.0901 	 1.087 	 95.037
0.5099513 	 13.2122771 	 1055.4701 	 1.088 	 95.044
0.5120814 	 13.4045812 	 1070.4608 	 1.088 	 95.007
0.5141877 	 13.5980178 	 1088.4715 	 1.088 	 95.002
0.5162679 	 13.7972354 	 1100.2624 	 1.087 	 94.990
0.5183246 	 13.9979488 	 1105.2845 	 1.087 	 94.998
0.5203577 	 14.2026750 	 1116.8798 	 1.088 	 95.036
0.5223670 	 14.4009246 	 1134.1983 	 1.088 	 95.004
0.5243536 	 14.6041957 	 1141.3969 	 1.088 	 94.982
0.5263213 	 14.8087757 	 1159.3772 	 1.089 	 94.976
0.5282650 	 15.0154785 	 1178.5967 	 1.089 	 94.987
0.5301867 	 15.2273635 	 1181.5659 	 1.090 	 94.967
0.5320874 	 15.4333112 	 1202.0723 	 1.089 	 94.961
0.5339682 	 15.6430021 	 1225.5295 	 1.088 	 94.954
0.5358288 	 15.8596690 	 1236.7672 	 1.088 	 94.965
0.5376697 	 16.0725401 	 1246.3246 	 1.089 	 94.978
0.5394893 	 16.2807493 	 1264.3515 	 1.088 	 94.941
0.5412886 	 16.4996188 	 1279.4390 	 1.088 	 94.915
0.5430716 	 16.7157896 	 1308.2298 	 1.089 	 94.946
0.5448347 	 16.9463334 	 1329.8173 	 1.088 	 94.951
0.5465773 	 17.1617368 	 1346.2771 	 1.089 	 94.911
0.5483027 	 17.3877166 	 1379.2019 	 1.088 	 94.931
0.5500099 	 17.6117013 	 1401.3555 	 1.087 	 94.907
0.5517002 	 17.8330390 	 1440.2980 	 1.087 	 94.916
0.5533740 	 18.0521776 	 1478.4598 	 1.087 	 94.901
0.5550295 	 18.2827113 	 1537.5690 	 1.087 	 94.890
0.5566674 	 18.5190253 	 1604.6941 	 1.086 	 94.900
0.5582889 	 18.7502005 	 1688.1595 	 1.085 	 94.872
0.5598931 	 18.9893939 	 1815.2811 	 1.085 	 94.888
0.5614818 	 19.2234996 	 1956.2633 	 1.085 	 94.879
0.5630540 	 19.4620519 	 2144.4611 	 1.084 	 94.880
0.5646103 	 19.7018243 	 2421.1337 	 1.084 	 94.851
0.5661513 	 19.9536600 	 2912.8895 	 1.083 	 94.894
0.5676755 	 20.1906302 	 3594.0803 	 1.083 	 94.858
0.5691861 	 20.4457915 	 4472.7451 	 1.082 	 94.851
0.5706785 	 20.6973919 	 5697.7670 	 1.080 	 94.858
0.5721570 	 20.9539683 	 7341.7445 	 1.078 	 94.857
0.5736195 	 21.2176598 	 9515.9481 	 1.077 	 94.816
0.5750667 	 21.4882107 	 12772.3695 	 1.075 	 94.833
0.5764994 	 21.7678166 	 16888.4879 	 1.074 	 94.849
0.5779166 	 22.0530164 	 21297.0706 	 1.070 	 94.820
0.5793167 	 22.3465459 	 26111.1842 	 1.069 	 94.833
