N=100 	 R=1000000 	 s=1 	 Save [density, Z, rho_t, like/unlike, events per sweep]
0.0001351 	 1.0005116 	 1.1026 	 1.015 	 10.124
0.0132586 	 1.1626707 	 12.2760 	 0.950 	 46.793
0.0260770 	 1.1527433 	 23.0320 	 1.004 	 78.925
0.0384984 	 1.1917908 	 33.6101 	 1.013 	 88.259
0.0505179 	 1.2395077 	 43.8505 	 1.016 	 92.005
0.0621617 	 1.2921334 	 54.3977 	 1.018 	 93.791
0.0734578 	 1.3482906 	 64.9794 	 1.019 	 94.794
0.0844206 	 1.4076203 	 75.5752 	 1.020 	 95.252
0.0950555 	 1.4694693 	 85.2247 	 1.021 	 95.546
0.1053882 	 1.5336528 	 95.4616 	 1.022 	 95.670
0.1154381 	 1.5998780 	 105.9214 	 1.023 	 95.712
0.1252060 	 1.6683426 	 115.6988 	 1.025 	 95.801
0.1347064 	 1.7385901 	 126.1957 	 1.026 	 95.811
0.1439395 	 1.8098390 	 137.7837 	 1.027 	 95.832
0.1529380 	 1.8837777 	 147.4343 	 1.028 	 95.803
0.1616942 	 1.9595916 	 157.3447 	 1.030 	 95.829
0.1702306 	 2.0371457 	 167.8420 	 1.031 	 95.834
0.1785427 	 2.1157743 	 179.2831 	 1.033 	 95.790
0.1866449 	 2.1959778 	 189.6275 	 1.033 	 95.741
0.1945473 	 2.2784386 	 198.6696 	 1.035 	 95.764
0.2022659 	 2.3619603 	 209.4680 	 1.036 	 95.744
0.2097873 	 2.4474721 	 220.8049 	 1.037 	 95.715
0.2171311 	 2.5346288 	 232.0336 	 1.039 	 95.707
0.2243063 	 2.6223833 	 242.7248 	 1.040 	 95.695
0.2313148 	 2.7128384 	 252.4298 	 1.041 	 95.705
0.2381595 	 2.8044115 	 262.4171 	 1.042 	 95.671
0.2448546 	 2.8974239 	 271.7212 	 1.043 	 95.659
0.2514011 	 2.9916048 	 281.9754 	 1.045 	 95.629
0.2578085 	 3.0877526 	 291.4222 	 1.046 	 95.605
0.2640734 	 3.1858494 	 304.2074 	 1.047 	 95.587
0.2701955 	 3.2858836 	 312.8276 	 1.047 	 95.617
0.2761950 	 3.3868752 	 323.9863 	 1.049 	 95.590
0.2820685 	 3.4888673 	 332.1253 	 1.050 	 95.575
0.2878197 	 3.5929966 	 340.3710 	 1.050 	 95.584
0.2934619 	 3.6981661 	 354.0030 	 1.052 	 95.547
0.2989898 	 3.8051352 	 363.1296 	 1.053 	 95.514
0.3044032 	 3.9126574 	 370.4854 	 1.054 	 95.505
0.3097093 	 4.0235302 	 379.8590 	 1.055 	 95.508
0.3149136 	 4.1345327 	 395.0731 	 1.056 	 95.504
0.3200186 	 4.2477542 	 404.1691 	 1.057 	 95.470
0.3250231 	 4.3614995 	 412.5839 	 1.057 	 95.456
0.3299358 	 4.4780130 	 421.2440 	 1.059 	 95.453
0.3347565 	 4.5945782 	 434.2670 	 1.060 	 95.422
0.3394886 	 4.7132816 	 444.8365 	 1.060 	 95.405
0.3441365 	 4.8341205 	 454.3771 	 1.062 	 95.407
0.3487051 	 4.9569302 	 465.3786 	 1.063 	 95.420
0.3531848 	 5.0798931 	 476.0259 	 1.064 	 95.386
