# Phi	Z	lower	upper	k	lower	upper	var_S	like/unlike	lower	upper
1.078378378378378327e-01	1.549809281779592318e+00	1.549805117287934131e+00	1.549813367927419527e+00	4.052259029175544036e+00	4.052203492262480111e+00	4.052316926327577562e+00	5.182460993879859784e-08	1.022448096933956219e+00	1.022430328661527055e+00	1.022466858288822777e+00
1.084684684684684569e-01	1.553974923964317467e+00	1.553970961421563768e+00	1.553978830075642970e+00	4.011450291059491136e+00	4.011397001904000170e+00	4.011505651688771046e+00	5.180372464569702392e-08	1.022528774559674947e+00	1.022511152377797883e+00	1.022547114134752633e+00
1.090990990990990950e-01	1.558140566096969382e+00	1.558136740082123106e+00	1.558144367901715288e+00	3.970641552760224346e+00	3.970589635299101250e+00	3.970695024427175923e+00	5.182593794161545865e-08	1.022609451872260156e+00	1.022591928974754927e+00	1.022627689222538550e+00
1.097297297297297192e-01	1.562306208177522970e+00	1.562302418649442526e+00	1.562309948893682687e+00	3.929832814277522068e+00	3.929781825953096774e+00	3.929884759558709639e+00	5.189125003408777377e-08	1.022690128871615256e+00	1.022672511554965524e+00	1.022708532486986899e+00
1.103603603603603572e-01	1.566471850205949146e+00	1.566468085712305003e+00	1.566475584111485908e+00	3.889024075611147158e+00	3.888973018773966395e+00	3.889075002925959534e+00	5.199966113719042937e-08	1.022770805557648099e+00	1.022752479467047060e+00	1.022789852680773270e+00
1.109909909909909814e-01	1.570637492182220596e+00	1.570633701376529245e+00	1.570641239808383105e+00	3.848215336760847816e+00	3.848164147467605822e+00	3.848266427560683933e+00	5.215117147174664198e-08	1.022851481930269202e+00	1.022832243420930043e+00	1.022871211103402622e+00
1.116216216216216195e-01	1.574803134106316893e+00	1.574799232031224738e+00	1.574806978345162811e+00	3.807406597726394892e+00	3.807354756201928758e+00	3.807458766090193958e+00	5.234578126526873992e-08	1.022932157989381974e+00	1.022911807886405011e+00	1.022952980339331353e+00
1.122522522522522437e-01	1.578968775978203842e+00	1.578964695108476812e+00	1.578972803137705050e+00	3.766597858507551688e+00	3.766544537702912532e+00	3.766652100680884629e+00	5.258349075155618004e-08	1.023012833734895155e+00	1.022991256097890433e+00	1.023035120000998166e+00
1.128828828828828817e-01	1.583134417797858129e+00	1.583130107654138197e+00	1.583138630905561284e+00	3.725789119104086833e+00	3.725733058059585989e+00	3.725845723233991436e+00	5.286430017135449964e-08	1.023093509166719484e+00	1.023070375939713728e+00	1.023117486485201511e+00
1.135135135135135059e-01	1.587300059565256660e+00	1.587295483414184583e+00	1.587304490059916917e+00	3.684980379515741422e+00	3.684921767936552683e+00	3.685039543494698311e+00	5.318820977175126948e-08	1.023174184284758148e+00	1.023149361940395075e+00	1.023199777008060751e+00
1.141441441441441301e-01	1.591465701280363909e+00	1.591460878797168466e+00	1.591470405039018932e+00	3.644171639742303626e+00	3.644109842898572538e+00	3.644234356626677052e+00	5.355521980658501880e-08	1.023254859088923441e+00	1.023228278527932744e+00	1.023282150934677670e+00
1.147747747747747682e-01	1.595631342943157893e+00	1.595626295820488760e+00	1.595636288385914980e+00	3.603362899783516760e+00	3.603296886287451706e+00	3.603428921413907027e+00	5.396533053633726507e-08	1.023335533579117884e+00	1.023307183999491388e+00	1.023364588650937934e+00
1.154054054054053924e-01	1.599796984553614410e+00	1.599791616682168183e+00	1.599802243686137215e+00	3.562554159639149454e+00	3.562483672032042303e+00	3.562623901358838108e+00	5.441854222775291087e-08	1.023416207755251550e+00	1.023385933045817930e+00	1.023447400147508457e+00
1.160360360360360304e-01	1.604193116829145449e+00	1.604188047753038804e+00	1.604198123455876868e+00	3.528894301800088229e+00	3.528828280593292011e+00	3.528960541517952798e+00	5.737736732657688741e-08	1.023501208487145986e+00	1.023472798791413618e+00	1.023530584488161921e+00
1.166666666666666546e-01	1.608606618398261690e+00	1.608601848273752299e+00	1.608611344594358394e+00	3.495772950418618130e+00	3.495710705136613416e+00	3.495834796847998582e+00	5.715346014086724039e-08	1.023586566060860514e+00	1.023560042681612048e+00	1.023614262750584869e+00
1.172972972972972927e-01	1.613020119949763576e+00	1.613015564952670289e+00	1.613024611935100161e+00	3.462651600576997168e+00	3.462592792819891852e+00	3.462709996476795116e+00	5.697136609542533418e-08	1.023671923779391202e+00	1.023646644591709398e+00	1.023697877443979110e+00
1.179279279279279169e-01	1.617433621483667538e+00	1.617429236012890348e+00	1.617437908039307315e+00	3.429530252275275526e+00	3.429474558266436102e+00	3.429585397806934388e+00	5.683108477066649635e-08	1.023757281642950323e+00	1.023733653033636282e+00	1.023781642946735904e+00
1.185585585585585550e-01	1.621847122999999558e+00	1.621842925883741238e+00	1.621851241279956612e+00	3.396408905513481624e+00	3.396355531889690305e+00	3.396461257624401764e+00	5.673261575108273802e-08	1.023842639651760145e+00	1.023820244245121192e+00	1.023865698494854204e+00
1.191891891891891792e-01	1.626260624498769181e+00	1.626256504140436432e+00	1.626264671953617569e+00	3.363287560291664757e+00	3.363236685614785504e+00	3.363338234468276067e+00	5.667595862490636270e-08	1.023927997806040491e+00	1.023906787505912463e+00	1.023949842635868412e+00
1.198198198198198172e-01	1.630674125980003053e+00	1.630669993961438191e+00	1.630678162737788206e+00	3.330166216609863117e+00	3.330116363205456231e+00	3.330215688216927372e+00	5.666111298484187547e-08	1.024013356106007855e+00	1.023992520018353725e+00	1.024034613823725959e+00
1.204504504504504414e-01	1.635087627443721381e+00	1.635083470998934807e+00	1.635091696483314649e+00	3.297044874468122000e+00	3.296995689362962167e+00	3.297094107757878145e+00	5.668807842671858524e-08	1.024098714551884282e+00	1.024078454784015602e+00	1.024119576492009687e+00
1.210810810810810656e-01	1.639501128889939707e+00	1.639496840729135041e+00	1.639505336806999169e+00	3.263923533866484039e+00	3.263873739163859256e+00	3.263973130340056095e+00	5.675685455099512051e-08	1.024184073143882712e+00	1.024163813729266126e+00	1.024204853064583087e+00
1.217117117117117037e-01	1.643914630318675130e+00	1.643910168261308646e+00	1.643918996007467603e+00	3.230802194804980765e+00	3.230752380010364799e+00	3.230852838721102405e+00	5.686744096153489108e-08	1.024269431882231407e+00	1.024248836530913254e+00	1.024290528008428902e+00
1.223423423423423279e-01	1.648328131729959178e+00	1.648323469027776156e+00	1.648332675606369202e+00	3.197680857283663247e+00	3.197629218064800938e+00	3.197733161565122106e+00	5.701983726623882824e-08	1.024354790767140866e+00	1.024333570878629196e+00	1.024376467355541109e+00
1.229729729729729659e-01	1.652741633123801401e+00	1.652736716775761838e+00	1.652746450535163669e+00	3.164559521302572787e+00	3.164505863028805877e+00	3.164614500938348840e+00	5.721404307713279463e-08	1.024440149798836686e+00	1.024418050595557794e+00	1.024462665544914719e+00
1.236036036036035901e-01	1.657155134500218896e+00	1.657149924476216674e+00	1.657160305225155117e+00	3.131438186861748019e+00	3.131381349982686135e+00	3.131495737482879349e+00	5.745005800993467099e-08	1.024525508977533139e+00	1.024502177142463388e+00	1.024549310617705267e+00
1.242342342342342282e-01	1.661568635859236531e+00	1.661563099745504202e+00	1.661574152005817817e+00	3.098316853961233797e+00	3.098256375049903255e+00	3.098377805913473448e+00	5.772788168425422282e-08	1.024610868303448497e+00	1.024586195853492754e+00	1.024635963419950224e+00
1.248648648648648524e-01	1.665982137200875401e+00	1.665976235311291909e+00	1.665988042149633142e+00	3.065195522601065647e+00	3.065130922090910204e+00	3.065259868735430437e+00	5.804751372379141862e-08	1.024696227776807023e+00	1.024669950043083366e+00	1.024723065116795784e+00
1.254954954954954904e-01	1.670507384493669978e+00	1.670501444999714646e+00	1.670513349335360775e+00	3.034768527318933096e+00	3.034704553092810286e+00	3.034833098706110732e+00	6.151879515905592029e-08	1.024780505359399907e+00	1.024754089821564351e+00	1.024807279157570861e+00
1.261261261261261146e-01	1.675170751375040012e+00	1.675165117674219939e+00	1.675176380554625144e+00	3.007671907914925669e+00	3.007612274413073106e+00	3.007731949660931825e+00	6.142892962992769011e-08	1.024863421152161447e+00	1.024838658836950689e+00	1.024888533015631431e+00
1.267567567567567388e-01	1.679834118162503387e+00	1.679828748306425368e+00	1.679839430335550832e+00	2.980575288607798079e+00	2.980519307658885619e+00	2.980632106554134353e+00	6.138489391194834703e-08	1.024946336807339264e+00	1.024923140808396749e+00	1.024969800085820726e+00
1.273873873873873908e-01	1.684497484856064542e+00	1.684492396151688887e+00	1.684502561017129363e+00	2.953478669397591183e+00	2.953426310807623967e+00	2.953532068193480686e+00	6.138668721832533142e-08	1.025029252324994200e+00	1.025007782039433879e+00	1.025051015744598004e+00
1.280180180180180149e-01	1.689160851455710155e+00	1.689156025685805806e+00	1.689165711488954225e+00	2.926382050284376035e+00	2.926332621548194624e+00	2.926432850023913179e+00	6.143430876810525088e-08	1.025112167705191535e+00	1.025092128875954023e+00	1.025132392945531379e+00
1.286486486486486391e-01	1.693824217961441114e+00	1.693819497099027460e+00	1.693828921869137805e+00	2.899285431268206370e+00	2.899238260889436258e+00	2.899333977323460765e+00	6.152775778561438848e-08	1.025195082947993885e+00	1.025176417886042080e+00	1.025213791845075217e+00
1.292792792792792633e-01	1.698487584373250536e+00	1.698482948827216843e+00	1.698492219557327321e+00	2.872188812349140363e+00	2.872142931824193113e+00	2.872235795054885354e+00	6.166703350081638888e-08	1.025277998053467199e+00	1.025260609804377943e+00	1.025295346098027416e+00
1.299099099099098875e-01	1.703150950691136645e+00	1.703146347145324979e+00	1.703155529443519001e+00	2.845092193527218427e+00	2.845047342056046258e+00	2.845138566443818906e+00	6.185213514918961063e-08	1.025360913021671427e+00	1.025344299179728580e+00	1.025377305924345173e+00
1.305405405405405395e-01	1.707814316915095443e+00	1.707809658999968727e+00	1.707818974760007436e+00	2.817995574802517389e+00	2.817950160399041781e+00	2.818041972805662709e+00	6.208306197192984498e-08	1.025443827852672518e+00	1.025428092305638028e+00	1.025459499063242408e+00
1.311711711711711636e-01	1.712477683045120047e+00	1.712472811035446352e+00	1.712482493364687164e+00	2.790898956175081214e+00	2.790852426117954810e+00	2.790946719803344855e+00	6.235981321548366688e-08	1.025526742546535974e+00	1.025511508099954616e+00	1.025541706997802116e+00
1.318018018018017878e-01	1.717141049081203352e+00	1.717135944717855134e+00	1.717146118099765584e+00	2.763802337644973850e+00	2.763753029709172804e+00	2.763851896697574695e+00	6.268238813203746417e-08	1.025609657103321304e+00	1.025594867505780439e+00	1.025624137916142820e+00
1.324324324324324120e-01	1.721804415023348023e+00	1.721799022034693705e+00	1.721809720179510172e+00	2.736705719212247256e+00	2.736654275460051799e+00	2.736758300364114049e+00	6.305078597928017571e-08	1.025692571523095342e+00	1.025677841836144966e+00	1.025707067143165174e+00
1.330630630630630640e-01	1.726467780871544067e+00	1.726462110232073632e+00	1.726473407891686351e+00	2.709609100876961385e+00	2.709554926508210837e+00	2.709664700304561968e+00	6.346500602070877909e-08	1.025775485805919596e+00	1.025760476263724685e+00	1.025790182887821533e+00
1.336936936936936882e-01	1.731131146625789263e+00	1.731125057970886116e+00	1.731137149823918309e+00	2.682512482639165530e+00	2.682454877297083318e+00	2.682571691611515430e+00	6.392504752466750385e-08	1.025858399951858013e+00	1.025842776241558285e+00	1.025873537305971306e+00
1.343243243243243124e-01	1.735794512286074065e+00	1.735788020394014142e+00	1.735800883138840511e+00	2.655415864498929857e+00	2.655354303922992099e+00	2.655478943387792778e+00	6.443090976605317345e-08	1.025941313960975876e+00	1.025924860667271066e+00	1.025957147838377548e+00
1.349549549549549365e-01	1.740541109578294110e+00	1.740534616299106663e+00	1.740547554097405580e+00	2.629905584000469698e+00	2.629842982401060958e+00	2.629969621876474761e+00	6.828595601386778820e-08	1.026019205528165168e+00	1.026002483223826367e+00	1.026035171140744495e+00
1.355855855855855885e-01	1.745418496408005948e+00	1.745412426245133375e+00	1.745424475846454548e+00	2.606887358008892264e+00	2.606828454081875801e+00	2.606947772542432595e+00	6.797370103734001584e-08	1.026089193370272712e+00	1.026073743038780961e+00	1.026104120452914437e+00
1.362162162162162127e-01	1.750295883196309799e+00	1.750290192659593735e+00	1.750301434870116246e+00	2.583869132030367943e+00	2.583813035759831678e+00	2.583926185014130184e+00	6.771529388722432836e-08	1.026159181175692714e+00	1.026144906145799673e+00	1.026173106514217448e+00
1.368468468468468369e-01	1.755173269943181014e+00	1.755167889504767986e+00	1.755178415064016839e+00	2.560850906064512600e+00	2.560797545403518782e+00	2.560904747376187007e+00	6.751073406803885064e-08	1.026229168944377212e+00	1.026215780638272790e+00	1.026242266236434997e+00
1.374774774774774611e-01	1.760050656648612710e+00	1.760045642614769257e+00	1.760055521629430020e+00	2.537832680110905681e+00	2.537781989990993026e+00	2.537884254422736685e+00	6.736002109373880601e-08	1.026299156676274693e+00	1.026286525001100847e+00	1.026311521618428646e+00
1.381081081081080852e-01	1.764928043312590233e+00	1.764923203111182337e+00	1.764932705425299897e+00	2.514814454169163938e+00	2.514765643280815866e+00	2.514864206089116649e+00	6.726315448815862776e-08	1.026369144371335418e+00	1.026357036300060921e+00	1.026380903416342472e+00
1.387387387387387372e-01	1.769805429935102037e+00	1.769800645774253001e+00	1.769810024923599734e+00	2.491796228238873034e+00	2.491748870744007860e+00	2.491844547712841251e+00	6.722013378428385493e-08	1.026439132029508094e+00	1.026427417802560971e+00	1.026450541703243902e+00
1.393693693693693614e-01	1.774682816516134576e+00	1.774678014130260939e+00	1.774687434461717395e+00	2.468778002319642617e+00	2.468731531811367397e+00	2.468825471692391638e+00	6.723095852475550069e-08	1.026509119650748536e+00	1.026497610419522699e+00	1.026520327533402943e+00
1.399999999999999856e-01	1.779560203055667200e+00	1.779555286523035074e+00	1.779564916812949482e+00	2.445759776411062791e+00	2.445713034567751798e+00	2.445807162137917157e+00	6.729562826197082283e-08	1.026579107234997013e+00	1.026567539167348997e+00	1.026590407984258713e+00
1.406306306306306098e-01	1.784437589553698800e+00	1.784432449939125975e+00	1.784442511129895159e+00	2.422741550512730768e+00	2.422693772189131511e+00	2.422789873527948501e+00	6.741414255774507964e-08	1.026649094782211336e+00	1.026637275806926874e+00	1.026660735261659463e+00
1.412612612612612617e-01	1.789314976010205616e+00	1.789309515355696600e+00	1.789320162137840731e+00	2.399723324624253529e+00	2.399673425031451313e+00	2.399773243490700203e+00	6.758650098334632448e-08	1.026719082292336438e+00	1.026706816135531941e+00	1.026731172976979689e+00
1.418918918918918859e-01	1.794192362425175657e+00	1.794186535891445278e+00	1.794197892069218314e+00	2.376705098745227396e+00	2.376652653669428350e+00	2.376757650199429417e+00	6.781270311976861357e-08	1.026789069765325690e+00	1.026776130525877129e+00	1.026801885375521417e+00
1.425225225225225101e-01	1.799069748798600932e+00	1.799063505644323602e+00	1.799075701816991613e+00	2.353686872875257574e+00	2.353631305964583920e+00	2.353742403664409455e+00	6.809274855756143475e-08	1.026859057201124692e+00	1.026845521777512982e+00	1.026872717195924656e+00
1.431531531531531343e-01	1.803947135130461010e+00	1.803940470672186214e+00	1.803953480131627041e+00	2.330668647013937722e+00	2.330609258729957833e+00	2.330728009992291572e+00	6.842663689658254593e-08	1.026929044599684149e+00	1.026914573203027592e+00	1.026943676213203371e+00
1.437837837837837862e-01	1.808824521420749898e+00	1.808817363249012100e+00	1.808831363044435481e+00	2.307650421160866827e+00	2.307587445515857372e+00	2.307713622843973855e+00	6.881436774670220352e-08	1.026999031960957653e+00	1.026983500577595576e+00	1.027014910940652781e+00
1.444144144144144104e-01	1.813931463447708614e+00	1.813924507710335199e+00	1.813938069978421774e+00	2.287031503536302690e+00	2.286971186187246818e+00	2.287091155316249846e+00	7.254499911960290680e-08	1.027086636218673465e+00	1.027071517194736217e+00	1.027101791762377703e+00
1.450450450450450346e-01	1.819119815459014244e+00	1.819113274998893415e+00	1.819126028280037222e+00	2.267263702114083568e+00	2.267207456403726784e+00	2.267319436430646373e+00	7.231248777285825783e-08	1.027180433753882127e+00	1.027165928588741339e+00	1.027194874746636177e+00
1.456756756756756588e-01	1.824308167702023198e+00	1.824302035775649422e+00	1.824314009007234505e+00	2.247495901056772993e+00	2.247443280275561062e+00	2.247547701242317952e+00	7.212776324181216648e-08	1.027274231252798931e+00	1.027260351615238987e+00	1.027288322734217552e+00
1.463063063063062830e-01	1.829496520176752128e+00	1.829490658852144902e+00	1.829502043633156161e+00	2.227728100364695152e+00	2.227678224003231566e+00	2.227776788039079747e+00	7.199082571326113948e-08	1.027368028715236692e+00	1.027354041103066384e+00	1.027382121997387987e+00
1.469369369369369349e-01	1.834684872883197038e+00	1.834679262479724571e+00	1.834690234183231849e+00	2.207960300038177337e+00	2.207913180204832848e+00	2.208006418720170672e+00	7.190167538244865345e-08	1.027461826141017331e+00	1.027447453362277940e+00	1.027476492683075282e+00
1.475675675675675591e-01	1.839873225821364588e+00	1.839867813783984563e+00	1.839878468482864626e+00	2.188192500077557057e+00	2.188146932927251598e+00	2.188236967226448115e+00	7.186031245228407142e-08	1.027555623529954332e+00	1.027540417152769558e+00	1.027571159097071751e+00
1.481981981981981833e-01	1.845061578991265439e+00	1.845056165776495005e+00	1.845066813902277669e+00	2.168424700483165157e+00	2.168380643931592466e+00	2.168468437854590203e+00	7.186673713452629194e-08	1.027649420881867171e+00	1.027633242444887518e+00	1.027666138274708096e+00
1.488288288288288075e-01	1.850249932392899588e+00	1.850244512093365268e+00	1.850255222799940480e+00	2.148656901255323159e+00	2.148612855467403993e+00	2.148700857495313699e+00	7.192094964856238055e-08	1.027743218196572439e+00	1.027725540044451602e+00	1.027761303648049740e+00
1.494594594594594594e-01	1.855438286026271255e+00	1.855432633948797205e+00	1.855443795392754947e+00	2.128889102394367683e+00	2.128844675618442484e+00	2.128934307436248119e+00	7.202295022230048802e-08	1.027837015473888282e+00	1.027817838013438845e+00	1.027856790199569881e+00
1.500900900900900836e-01	1.860626639891391987e+00	1.860620661777923512e+00	1.860632504186291447e+00	2.109121303900636235e+00	2.109075208814650271e+00	2.109168506990874103e+00	7.217273909164461061e-08	1.027930812713628628e+00	1.027909954254780267e+00	1.027952150457544400e+00
1.507207207207207078e-01	1.865814993988265336e+00	1.865808711524495456e+00	1.865821247193449661e+00	2.089353505774442787e+00	2.089304386402686120e+00	2.089402895599456134e+00	7.237031650097938399e-08	1.028024609915617171e+00	1.028001985780417460e+00	1.028047694390274547e+00
1.513513513513513320e-01	1.871003348316889303e+00	1.870996662551301926e+00	1.871010052073458940e+00	2.069585708016133285e+00	2.069533580486307311e+00	2.069638456378474434e+00	7.261568270241781218e-08	1.028118407079665841e+00	1.028094045468853190e+00	1.028143398716777179e+00
1.519819819819819839e-01	1.876191702877279432e+00	1.876184580230136456e+00	1.876198836527000591e+00	2.049817910626039019e+00	2.049761893340875663e+00	2.049874367414592946e+00	7.290883795682313333e-08	1.028212204205596336e+00	1.028185930394480474e+00	1.028239267815073354e+00
1.526126126126126081e-01	1.881380057669438388e+00	1.881372390697113151e+00	1.881387741547212000e+00	2.030050113604486395e+00	2.029989906834533286e+00	2.030110005215193247e+00	7.324978253284438010e-08	1.028306001293222360e+00	1.028277628828151880e+00	1.028335150011671084e+00
1.532432432432432323e-01	1.886691155400309627e+00	1.886683453871702776e+00	1.886698877177031664e+00	2.011766663032326541e+00	2.011706743275446740e+00	2.011826997081340718e+00	7.730518183384169074e-08	1.028405164318634935e+00	1.028376790098488591e+00	1.028434479406122648e+00
1.538738738738738565e-01	1.892136334974694023e+00	1.892129138977657776e+00	1.892143568643676277e+00	1.995104308250261305e+00	1.995048686479973465e+00	1.995160370044154252e+00	7.701535893579239827e-08	1.028510350170713128e+00	1.028483826816746216e+00	1.028537429873614295e+00
1.545045045045044807e-01	1.897581514768344801e+00	1.897574686145505840e+00	1.897588349828120524e+00	1.978441952849572694e+00	1.978389701591676930e+00	1.978494490768825331e+00	7.677661379121543373e-08	1.028615536071598946e+00	1.028590711158720028e+00	1.028640680533017493e+00
1.551351351351351326e-01	1.903026694781301265e+00	1.903020221500548059e+00	1.903033089130335531e+00	1.961779596830359296e+00	1.961729842841339444e+00	1.961829051013918024e+00	7.658894939357606791e-08	1.028720722021298162e+00	1.028697281288136978e+00	1.028744133411740869e+00
1.557657657657657568e-01	1.908471875013608487e+00	1.908465608908682443e+00	1.908478030242662715e+00	1.945117240192718366e+00	1.945070509802992342e+00	1.945164123887175744e+00	7.645236874631398016e-08	1.028825908019819657e+00	1.028803794907543923e+00	1.028847652636946330e+00
1.563963963963963810e-01	1.913917055465300887e+00	1.913910944767542421e+00	1.913923029260884201e+00	1.928454882936743831e+00	1.928409728492790354e+00	1.928499655381369360e+00	7.636687486273614835e-08	1.028931094067165875e+00	1.028909978331302044e+00	1.028951666345938154e+00
1.570270270270270052e-01	1.919362236136421318e+00	1.919356248339334492e+00	1.919368101241844871e+00	1.911792525062536940e+00	1.911748189501960127e+00	1.911836372681335217e+00	7.633247076603994384e-08	1.029036280163344363e+00	1.029015921124696531e+00	1.029056048072634955e+00
1.576576576576576572e-01	1.924807417027008860e+00	1.924801421349082053e+00	1.924813254225873349e+00	1.895130166570194286e+00	1.895085998339813393e+00	1.895174060051761256e+00	7.634915948951056948e-08	1.029141466308360453e+00	1.029121606088919005e+00	1.029160877170041788e+00
1.582882882882882813e-01	1.930252598137107256e+00	1.930246472471464969e+00	1.930258569475433283e+00	1.878467807459813343e+00	1.878422048983837467e+00	1.878512461463587524e+00	7.641694407588156303e-08	1.029246652502217252e+00	1.029226819528654246e+00	1.029265889861764594e+00
1.589189189189189055e-01	1.935697779466747592e+00	1.935691401275789758e+00	1.935704055713359351e+00	1.861805447731496255e+00	1.861757814652050369e+00	1.861851477022048451e+00	7.653582757854263965e-08	1.029351838744924974e+00	1.029331725035779410e+00	1.029371457612195284e+00
1.595495495495495297e-01	1.941142961015977164e+00	1.941136192025387786e+00	1.941149555478572708e+00	1.845143087385336056e+00	1.845093522020835985e+00	1.845191781032219147e+00	7.670581305991431508e-08	1.029457025036486506e+00	1.029436240840387207e+00	1.029477278487076042e+00
1.601801801801801817e-01	1.946588142784828612e+00	1.946580940244529323e+00	1.946595138903178368e+00	1.828480726421436664e+00	1.828428079967542530e+00	1.828532464562129256e+00	7.692690359323263054e-08	1.029562211376906955e+00	1.029540326501671377e+00	1.029583623885841348e+00
1.608108108108108059e-01	1.952033324773352119e+00	1.952025622326605481e+00	1.952040789947748545e+00	1.811818364839891338e+00	1.811762382424460416e+00	1.811873638736442693e+00	7.719910226100677190e-08	1.029667397766188985e+00	1.029644337261152343e+00	1.029689997129266121e+00
1.614414414414414300e-01	1.957478506981578104e+00	1.957470232956648903e+00	1.957486469524493344e+00	1.795156002640803550e+00	1.795096152400028178e+00	1.795215037871227937e+00	7.752241215614199716e-08	1.029772584204341257e+00	1.029747852768305050e+00	1.029796944715112517e+00
1.620720720720720542e-01	1.963081206752242736e+00	1.963073040873306141e+00	1.963089049956210363e+00	1.779800616864033014e+00	1.779742026139865763e+00	1.779858904982884571e+00	8.176845997316079071e-08	1.029869429487104027e+00	1.029845056968957451e+00	1.029893261645346891e+00
1.627027027027026784e-01	1.968792543569219511e+00	1.968784962847959230e+00	1.968799866963986567e+00	1.765346676438731999e+00	1.765292346601229578e+00	1.765401093702643642e+00	8.167686448756221674e-08	1.029960360311171330e+00	1.029937863484215566e+00	1.029982445498213606e+00
1.633333333333333304e-01	1.974503880387969978e+00	1.974496741811254896e+00	1.974510818354755060e+00	1.750892736249561654e+00	1.750842445742496034e+00	1.750944160149304984e+00	8.164239319517340480e-08	1.030051291199852059e+00	1.030030402359337183e+00	1.030071691020267632e+00
1.639639639639639546e-01	1.980215217208552536e+00	1.980208383348122547e+00	1.980221863412433114e+00	1.736438796297034903e+00	1.736391767356322724e+00	1.736487473350381006e+00	8.166504319588209398e-08	1.030142222153241693e+00	1.030122860837221932e+00	1.030161176389830180e+00
1.645945945945945788e-01	1.985926554031012703e+00	1.985919986352997713e+00	1.985932918073136433e+00	1.721984856581642909e+00	1.721939745582931058e+00	1.722031378284494041e+00	8.174481159930350856e-08	1.030233153171431049e+00	1.030215206895561453e+00	1.030250800972950076e+00
1.652252252252252029e-01	1.991637890855394222e+00	1.991631551474302153e+00	1.991644097049095841e+00	1.707530917103893042e+00	1.707487052174127440e+00	1.707575581814066323e+00	8.188169552651903868e-08	1.030324084254516492e+00	1.030307278186009867e+00	1.030340557968242088e+00
1.658558558558558549e-01	1.997349227681740169e+00	1.997342853603145230e+00	1.997355506624251431e+00	1.693076977864284016e+00	1.693033827648061873e+00	1.693121131061096962e+00	8.207569210845253119e-08	1.030415015402588619e+00	1.030399144732331074e+00	1.030430498404576900e+00
1.664864864864864791e-01	2.003060564510112940e+00	2.003054032045259003e+00	2.003067012194623242e+00	1.678623038863319206e+00	1.678579242376948777e+00	1.678667667609800240e+00	8.232679848706778244e-08	1.030505946615744017e+00	1.030490774264659848e+00	1.030520856039704336e+00
1.671171171171171033e-01	2.008771901340549615e+00	2.008765133485843624e+00	2.008778657609403329e+00	1.664169100101497545e+00	1.664123979512690310e+00	1.664215301770784139e+00	8.263501181460446159e-08	1.030596877894071950e+00	1.030582030048590170e+00	1.030611719054439046e+00
1.677477477477477275e-01	2.014483238173096602e+00	2.014476109080963084e+00	2.014490424180629624e+00	1.649715161579315303e+00	1.649667851086776160e+00	1.649763454747275704e+00	8.300032925424631379e-08	1.030687809237667008e+00	1.030673045037259428e+00	1.030702610170154854e+00
1.683783783783783794e-01	2.020194575007811189e+00	2.020186998631892994e+00	2.020202251100674307e+00	1.635261223297278743e+00	1.635211189767311613e+00	1.635312337591050769e+00	8.342274797914315474e-08	1.030778740646623559e+00	1.030763412882409913e+00	1.030793955313036747e+00
1.690090090090090036e-01	2.025905911844733343e+00	2.025897776821721674e+00	2.025914180147268873e+00	1.620807285255886354e+00	1.620753666299834528e+00	1.620862273692156519e+00	8.390226517359809320e-08	1.030869672121030423e+00	1.030853789497271578e+00	1.030885595402350363e+00
1.696396396396396278e-01	2.031617248683915467e+00	2.031608503337875238e+00	2.031626120599597130e+00	1.606353347455638625e+00	1.606295747023392950e+00	1.606412711981314967e+00	8.443887803221186897e-08	1.030960603660984187e+00	1.030943574663810480e+00	1.030977732463329577e+00
1.702702702702702520e-01	2.037346318294103842e+00	2.037336916215234606e+00	2.037355814527172182e+00	1.592018540497676771e+00	1.591957339921720616e+00	1.592081363155743112e+00	8.946206462897946019e-08	1.031051740649571391e+00	1.031033641526937883e+00	1.031069980386666529e+00
1.709009009009008762e-01	2.043329898963045288e+00	2.043321163908849325e+00	2.043338649640698890e+00	1.579391748163995857e+00	1.579335307184410508e+00	1.579450166550776302e+00	8.911232950002882721e-08	1.031147077434998449e+00	1.031130410986974999e+00	1.031164332979131126e+00
1.715315315315315281e-01	2.049313480243280861e+00	2.049305295083612144e+00	2.049321611519157482e+00	1.566764963383240561e+00	1.566712544455741041e+00	1.566819278255878967e+00	8.882267571911775021e-08	1.031242414430543430e+00	1.031226705538800026e+00	1.031258693172405039e+00
1.721621621621621523e-01	2.055297061096696076e+00	2.055289307971516433e+00	2.055304700084091163e+00	1.554138179855886204e+00	1.554089915983032588e+00	1.554188843062386471e+00	8.859498323516538162e-08	1.031337751626210553e+00	1.031322279409014442e+00	1.031353522490580543e+00
1.727927927927927765e-01	2.061280641523273172e+00	2.061273210202478889e+00	2.061287872191389425e+00	1.541511397582420173e+00	1.541466205906288245e+00	1.541558744757511201e+00	8.842925274091367335e-08	1.031433089021751570e+00	1.031417587592377894e+00	1.031448668880398545e+00
1.734234234234234007e-01	2.067264221522988166e+00	2.067257046843595791e+00	2.067271162912924343e+00	1.528884616563340959e+00	1.528841157912820048e+00	1.528929304567797409e+00	8.832548494296746266e-08	1.031528426616920013e+00	1.031512587975258244e+00	1.031544532819794524e+00
