0.000000	0.000000
0.000228	0.530000
0.000450	0.530000
0.000666	0.530000
0.000882	0.530000
0.001104	0.530000
0.001320	0.530000
0.001542	0.530000
0.001758	0.530000
0.001974	0.530000
0.002196	0.530000
0.002412	0.530000
0.002634	0.530000
0.002850	0.530000
0.003066	0.530000
0.003288	0.530000
0.003504	0.530000
0.003726	0.530000
0.003942	0.530000
0.004158	0.530000
0.004380	0.530000
0.004596	0.530000
0.004818	0.530000
0.005034	0.530000
0.005250	0.530000
0.005472	0.530000
0.005688	0.530000
0.005904	0.530000
0.006126	0.530000
0.006342	0.530000
0.006564	0.530000
0.006780	0.530000
0.006996	0.530000
0.007218	0.530000
0.007434	0.530000
0.007656	0.530000
0.007872	0.530000
0.008088	0.530000
0.008310	0.530000
0.008526	0.530000
0.008748	0.530000
0.008964	0.530000
0.009180	0.530000
0.009402	0.530000
0.009618	0.530000
0.009840	0.530000
0.010056	0.530000
0.010272	0.530000
0.010494	0.530000
0.010710	0.530000
0.010932	0.530000
0.011148	0.530000
0.011364	0.530000
0.011586	0.530000
0.011802	0.530000
0.012024	0.530000
0.012240	0.530000
0.012456	0.530000
0.012678	0.530000
0.012894	0.530000
0.013116	0.530000
0.013332	0.530000
0.013548	0.530000
0.013770	0.530000
0.013986	0.530000
0.014208	0.530000
0.014424	0.530000
0.014640	0.530000
0.014862	0.530000
0.015078	0.530000
0.015300	0.530000
0.015516	0.530000
0.015732	0.530000
0.015954	0.530000
0.016170	0.530000
0.016392	0.530000
0.016608	0.530000
0.016824	0.530000
0.017046	0.530000
0.017262	0.530000
0.017478	0.530000
0.017700	0.530000
0.017916	0.530000
0.018138	0.530000
0.018354	0.530000
0.018570	0.530000
0.018792	0.530000
0.019008	0.530000
0.019230	0.530000
0.019446	0.530000
0.019662	0.530000
0.019884	0.530000
0.020100	0.530000
0.020322	0.530000
0.020538	0.530000
0.020754	0.530000
0.020976	0.530000
0.021192	0.530000
0.021414	0.530000
0.021630	0.530000
0.021846	0.530000
0.022068	0.530000
0.022272	0.530000
0.022482	0.530000
0.022692	0.530000
0.022896	0.530000
0.023106	0.530000
0.023316	0.530000
0.023520	0.530000
0.023730	0.530000
0.023940	0.530000
0.024144	0.530000
0.024354	0.530000
0.024564	0.530000
0.024768	0.530000
0.024978	0.530000
0.025188	0.530000
0.025392	0.530000
0.025602	0.530000
